CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
79192,HST,112,EA,3,Survey Of American History,TR,11:30 am-12:25 pm,Andrew Offenburger (P),01/23-05/13,MCG 322
,,,,,,R,04:00 pm-04:55 pm,Gisel Corina Valladares,01/23-05/13,UPH 312
79194,HST,112,GA,3,Survey Of American History,TR,11:30 am-12:25 pm,Andrew Offenburger (P),01/23-05/13,MCG 322
,,,,,,F,11:30 am-12:25 pm,Heather Jeanne Sommer,01/23-05/13,UPH 312
79195,HST,112,IA,3,Survey Of American History,TR,11:30 am-12:25 pm,Andrew Offenburger (P),01/23-05/13,MCG 322
,,,,,,R,04:00 pm-04:55 pm,Daniel Christopher Melega,01/23-05/13,UPH 255
77798,HST,197,AA,3,World History to 1500,TR,04:00 pm-05:20 pm,Yihong Pan (P),01/23-05/13,UPH 298
79170,HST,198,A,3,World History Since 1500,MW,11:30 am-12:25 pm,P. Renee Baernstein (P),01/23-05/13,ART 100
,,,,,,F,11:30 am-12:25 pm,Erin Nicole Johnson,01/23-05/13,UPH 235
81654,HST,198,BA,3,World History Since 1500,MW,11:30 am-12:25 pm,P. Renee Baernstein (P),01/23-05/13,ART 100
,,,,,,F,08:30 am-09:25 am,Caitlin Leigh Winstead,01/23-05/13,UPH 343
75750,HST,198,BB,3,World History Since 1500,MWF,08:30 am-09:25 am,Dewitt S. Chandler (P),01/23-05/13,UPH 249
81656,HST,198,CA,3,World History Since 1500,MW,11:30 am-12:25 pm,P. Renee Baernstein (P),01/23-05/13,ART 100
,,,,,,F,11:30 am-12:25 pm,Caitlin Leigh Winstead,01/23-05/13,UPH 262
81660,HST,198,GA,3,World History Since 1500,MW,11:30 am-12:25 pm,P. Renee Baernstein (P),01/23-05/13,ART 100
,,,,,,F,11:30 am-12:25 pm,Lucas James Stanek,01/23-05/13,UPH 339
81662,HST,198,IA,3,World History Since 1500,MW,11:30 am-12:25 pm,P. Renee Baernstein (P),01/23-05/13,ART 100
,,,,,,R,04:00 pm-04:55 pm,Lucas James Stanek,01/23-05/13,UPH 226
81665,HST,198,KA,3,World History Since 1500,MW,11:30 am-12:25 pm,P. Renee Baernstein (P),01/23-05/13,ART 100
,,,,,,R,04:00 pm-04:55 pm,Erin Nicole Johnson,01/23-05/13,UPH 249
62544,HST,206,A,3,Intro to Historical Inquiry,MW,11:30 am-12:50 pm,Aaron Ivan Cavin (P),01/23-05/13,UPH 163
81666,HST,222,A,3,U.S. Foreign Rel. Since 1898,TR,10:00 am-11:20 am,Amanda Kay McVety (P),01/23-05/13,BEN 206
27910,HST,225,A,3,The Making Of Modern Africa,TR,06:00 pm-07:20 pm,Osaak A. Olumwullah (P),01/23-05/13,UPH 312
79173,HST,245,A,3,Europe 1450-1750,TR,08:30 am-09:50 am,William Allan Sazie Brown (P),01/23-05/13,UPH 255
63658,HST,254,A,3,Intro Russian & Eurasian Stds,TR,01:00 pm-02:20 pm,Stephen Michael Norris (P),01/23-05/13,UPH 255
75316,HST,254H,A,3,Intro Russian & Eurasian Stds,TR,01:00 pm-02:20 pm,Stephen Michael Norris (P),01/23-05/13,UPH 255
81671,HST,275,A,3,20th Cent European Diplomacy,TR,08:30 am-09:50 am,Sheldon Anderson (P),01/23-05/13,UPH 364
78589,HST,296,B,3,World History Since 1945,MW,04:00 pm-05:20 pm,Osaak A. Olumwullah (P),01/23-05/13,UPH 361
72665,HST,296,AA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,F,10:00 am-10:55 am,Zachariah James Golder,01/23-05/13,SHD 237
79198,HST,296,BA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,F,08:30 am-09:25 am,Zachariah James Golder,01/23-05/13,UPH 361
79199,HST,296,CA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,F,10:00 am-10:55 am,Courtney L. Misich,01/23-05/13,SHD 009
79200,HST,296,DA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,R,04:00 pm-04:55 pm,Courtney L. Misich,01/23-05/13,SHD 009
79201,HST,296,EA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,F,10:00 am-10:55 am,Margaret Estelle Breidenbaugh,01/23-05/13,BEN 204
79202,HST,296,FA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,R,04:00 pm-04:55 pm,Margaret Estelle Breidenbaugh,01/23-05/13,UPH 389
79203,HST,296,GA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,F,10:00 am-10:55 am,Adam Richard Rodger,01/23-05/13,LWS 302
79204,HST,296,IA,3,World History Since 1945,TR,10:00 am-10:55 am,Sheldon Anderson (P),01/23-05/13,SHD 152
,,,,,,R,04:00 pm-04:55 pm,Adam Richard Rodger,01/23-05/13,UPH 235
75757,HST,304,A,3,History; Memory; Tradition,MW,01:00 pm-02:20 pm,Helen Diana Sheumaker (P),01/23-05/13,UPH 312
82411,HST,308,A,3,Energy in American History,TR,01:00 pm-02:20 pm,Kevin Connor Armitage (P),01/23-05/13,UPH 298
79174,HST,313,A,3,History Of England,TR,11:30 am-12:50 pm,Charlotte A. Newman Goldy (P),01/23-05/13,UPH 365
79175,HST,315,A,3,The Renaissance,MW,01:00 pm-02:20 pm,Wietse T. de Boer (P),01/23-05/13,UPH 127
81675,HST,330R,A,3,The French Revolution,TR,04:00 pm-05:20 pm,William Allan Sazie Brown (P),01/23-05/13,UPH 258
81676,HST,332,A,3,Age Dictators;Europe 1914-1945,MW,10:00 am-11:20 am,Erik Norman Jensen (P),01/23-05/13,UPH 258
81677,HST,346,A,3,Medieval Jewish History,TR,02:30 pm-03:50 pm,Charlotte A. Newman Goldy (P),01/23-05/13,UPH 365
77828,HST,356,A,3,Modern Japanese History,TR,01:00 pm-02:20 pm,Yihong Pan (P),01/23-05/13,UPH 389
62561,HST,359,A,3,Junior Honors Colloquium,TR,02:30 pm-03:50 pm,Andrew Offenburger (P),01/23-05/13,UPH 389
74249,HST,359H,A,3,Junior Honors Colloquium,TR,02:30 pm-03:50 pm,Andrew Offenburger (P),01/23-05/13,UPH 389
81679,HST,3602,A,3,Violence in Africa,TR,02:30 pm-03:50 pm,Osaak A. Olumwullah (P),01/23-05/13,UPH 258
81680,HST,360A,A,3,The Mexican Revolution,TR,11:30 am-12:50 pm,Elena J. Albarran (P),01/23-05/13,UPH 255
81681,HST,363,A,3,Early Amer Republic;1783-1815,MW,02:30 pm-03:50 pm,Lindsay Schakenbach Regele (P),01/23-05/13,UPH 258
81683,HST,365,A,3,Civil War & Reconstruction Era,MW,01:00 pm-02:20 pm,Michelle Cassidy (P),01/23-05/13,UPH 163
81686,HST,367,A,3,United States In The 1960'S,MW,10:00 am-11:20 am,Marcus Anthony Allen (P),01/23-05/13,UPH 209
81688,HST,369,A,3,U.S. in the Modern Era,MW,02:30 pm-03:50 pm,Aaron Ivan Cavin (P),01/23-05/13,UPH 389
81690,HST,386,A,3,Race in US Society,TR,01:00 pm-02:20 pm,Tammy Lynn Brown (P),01/23-05/13,UPH 312
81692,HST,4002,A,3,20th Century American History,MW,02:30 pm-03:50 pm,Marcus Anthony Allen (P),01/23-05/13,UPH 243
81693,HST,400V,A,3,Early Modern European History,TR,11:30 am-12:50 pm,William Allan Sazie Brown (P),01/23-05/13,UPH 243
75839,HST,436,A,3,Havighurst Colloquium,MW,11:30 am-12:50 pm,Venelin I. Ganev (P),01/23-05/13,HRN 209
81694,HST,450C,A,3,American Indians Great Lakes,MW,04:00 pm-05:20 pm,Michelle Cassidy (P),01/23-05/13,UPH 389
75962,HST,536,A,3,Havighurst Colloquium,MW,11:30 am-12:50 pm,Venelin I. Ganev (P),01/23-05/13,HRN 209
72710,HST,602,A,3,History and Theories,M,02:30 pm-05:10 pm,Erik Norman Jensen (P),01/23-05/13,UPH 269
79187,HST,603,A,3,Research Seminar I,T,01:00 pm-03:40 pm,Amanda Kay McVety (P),01/23-05/13,UPH 243
81695,HST,670B,A,3,Tribes; States; and Empires,W,02:30 pm-05:10 pm,Daniel G. Prior (P),01/23-05/13,UPH 269
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
73745,HON,290J,A,0,Hon Teaching Lead & School Org,,TBA,TBA,01/23-05/13,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
74563,ISA,203,TA,1,Supplementary Bus Statistics,MW,04:00 pm-05:05 pm,Jean-Paul Baldwin (P),01/30-03/17,LWS 301
78074,ISA,203,TB,1,Supplementary Bus Statistics,MW,05:30 pm-06:35 pm,Jean-Paul Baldwin (P),01/30-03/17,LWS 301
74564,ISA,203,UA,1,Supplementary Bus Statistics,MW,04:00 pm-05:05 pm,Jean-Paul Baldwin (P),03/27-05/13,LWS 301
77482,ISA,203,UB,1,Supplementary Bus Statistics,MW,05:30 pm-06:35 pm,Jean-Paul Baldwin (P),03/27-05/13,LWS 301
74481,ISA,205,A,4,Business Statistics,MWF,08:30 am-09:45 am,Ying-Ju Chen (P),01/23-05/13,FSB 0024
74483,ISA,205,B,4,Business Statistics,MWF,08:30 am-09:45 am,Ismael Suleman Talke (P),01/23-05/13,FSB 0012
74487,ISA,205,C,4,Business Statistics,MWF,10:00 am-11:15 am,Ismael Suleman Talke (P),01/23-05/13,FSB 0012
74488,ISA,205,D,4,Business Statistics,MWF,11:30 am-12:45 pm,Ying-Ju Chen (P),01/23-05/13,FSB 0012
74490,ISA,205,E,4,Business Statistics,MWF,01:00 pm-02:15 pm,Ying-Ju Chen (P),01/23-05/13,FSB 0012
74491,ISA,205,F,4,Business Statistics,MWF,01:00 pm-02:15 pm,Han Yu (P),01/23-05/13,LWS 301
74518,ISA,205,G,4,Business Statistics,MWF,02:30 pm-03:45 pm,Robert Leonard (P),01/23-05/13,LWS 301
74519,ISA,205,H,4,Business Statistics,MWF,08:30 am-09:45 am,Han Yu (P),01/23-05/13,LWS 301
74520,ISA,205,I,4,Business Statistics,MWF,10:00 am-11:15 am,Han Yu (P),01/23-05/13,LWS 301
74521,ISA,205,J,4,Business Statistics,MWF,11:30 am-12:45 pm,Jean-Paul Baldwin (P),01/23-05/13,LWS 301
81546,ISA,225,A,3,Business Analytics,TR,08:30 am-09:50 am,Susan K. Cramer (P),01/23-05/13,FSB 0021
81547,ISA,225,B,3,Business Analytics,TR,11:30 am-12:50 pm,Susan K. Cramer (P),01/23-05/13,FSB 0012
81549,ISA,225,C,3,Business Analytics,TR,01:00 pm-02:20 pm,Susan K. Cramer (P),01/23-05/13,FSB 0012
81527,ISA,235,A,3,IT & Intelligent Enterprise,TR,04:00 pm-05:20 pm,Micah James Cooper (P),01/23-05/13,FSB 1036
81528,ISA,235,B,3,IT & Intelligent Enterprise,MW,04:00 pm-05:20 pm,Gerald V. Cruez (P),01/23-05/13,FSB 0021
81529,ISA,235,C,3,IT & Intelligent Enterprise,TR,10:00 am-11:20 am,Carol Mary McGuire (P),01/23-05/13,FSB 0021
81534,ISA,235,D,3,IT & Intelligent Enterprise,TR,11:30 am-12:50 pm,Carol Mary McGuire (P),01/23-05/13,FSB 0021
81535,ISA,235,E,3,IT & Intelligent Enterprise,TR,01:00 pm-02:20 pm,Jay J. Palmisano (P),01/23-05/13,FSB 0024
81536,ISA,235,F,3,IT & Intelligent Enterprise,TR,02:30 pm-03:50 pm,Carol Mary McGuire (P),01/23-05/13,FSB 0021
81538,ISA,235,G,3,IT & Intelligent Enterprise,TR,04:00 pm-05:20 pm,Carol Mary McGuire (P),01/23-05/13,FSB 0021
81539,ISA,235,H,3,IT & Intelligent Enterprise,WF,08:30 am-09:50 am,David James Scoville (P),01/23-05/13,FSB 0021
81540,ISA,235,I,3,IT & Intelligent Enterprise,WF,10:00 am-11:20 am,David James Scoville (P),01/23-05/13,FSB 0021
81541,ISA,235,J,3,IT & Intelligent Enterprise,WF,11:30 am-12:50 pm,David James Scoville (P),01/23-05/13,FSB 0021
81542,ISA,235,K,3,IT & Intelligent Enterprise,WF,02:30 pm-03:50 pm,David James Scoville (P),01/23-05/13,FSB 0021
81543,ISA,235,L,3,IT & Intelligent Enterprise,TR,02:30 pm-03:50 pm,Sumit Sircar (P),01/23-05/13,FSB 0024
81545,ISA,235,M,3,IT & Intelligent Enterprise,TR,04:00 pm-05:20 pm,Jay J. Palmisano (P),01/23-05/13,FSB 0024
74548,ISA,245,A,3,Database Systems,TR,08:30 am-09:50 am,Chaitanya Krishna Sambhara (P),01/23-05/13,FSB 2050
74549,ISA,245,B,3,Database Systems,TR,10:00 am-11:20 am,Chaitanya Krishna Sambhara (P),01/23-05/13,FSB 2050
76216,ISA,245,C,3,Database Systems,MW,01:00 pm-02:20 pm,Douglas Havelka (P),01/23-05/13,FSB 2050
81519,ISA,245,D,3,Database Systems,MW,04:00 pm-05:20 pm,Douglas Havelka (P),01/23-05/13,FSB 2037
74526,ISA,291,A,3,Appl Regression Anlys in Bus.,WF,08:30 am-09:50 am,Patrick John Schur (P),01/23-05/13,FSB 1036
74527,ISA,291,B,3,Appl Regression Anlys in Bus.,WF,10:00 am-11:20 am,Patrick John Schur (P),01/23-05/13,FSB 1036
76220,ISA,291,C,3,Appl Regression Anlys in Bus.,WF,11:30 am-12:50 pm,Patrick John Schur (P),01/23-05/13,FSB 1036
74550,ISA,301,A,3,Business Data Comm. & Security,TR,02:30 pm-03:50 pm,Sooun Lee (P),01/23-05/13,FSB 0012
79209,ISA,301,B,3,Business Data Comm. & Security,TR,04:00 pm-05:20 pm,Sooun Lee (P),01/23-05/13,FSB 0012
74551,ISA,303,A,3,Enterprise Systems,WF,08:30 am-09:50 am,Zafer D. Ozdemir (P),01/23-05/13,FSB 2050
74552,ISA,303,B,3,Enterprise Systems,WF,10:00 am-11:20 am,Zafer D. Ozdemir (P),01/23-05/13,FSB 2050
74553,ISA,303,C,3,Enterprise Systems,WF,11:30 am-12:50 pm,Zafer D. Ozdemir (P),01/23-05/13,FSB 2050
74554,ISA,305,A,3,IT Risk Mgt; Security&Audit,TR,01:00 pm-02:20 pm,Jeffrey W. Merhout (P),01/23-05/13,FSB 1036
76221,ISA,305,B,3,IT Risk Mgt; Security&Audit,TR,02:30 pm-03:50 pm,Jeffrey W. Merhout (P),01/23-05/13,FSB 1036
74531,ISA,365,A,3,Monitoring/Design,MW,10:00 am-11:20 am,Robert Leonard (P),01/23-05/13,FSB 0024
74532,ISA,365,B,3,Monitoring/Design,MW,11:30 am-12:50 pm,Robert Leonard (P),01/23-05/13,FSB 0024
79231,ISA,401,A,3,BI & Data Visualization,TR,02:30 pm-03:50 pm,Fadel M Megahed (P),01/23-05/13,FSB 2050
81523,ISA,401,B,3,BI & Data Visualization,TR,04:00 pm-05:20 pm,Fadel M Megahed (P),01/23-05/13,FSB 2050
81524,ISA,401,C,3,BI & Data Visualization,MW,11:30 am-12:50 pm,T. M. Rajkumar (P),01/23-05/13,FSB 2037
74555,ISA,403,A,3,Web and Mobile Applications,TR,11:30 am-12:50 pm,Xiang Fang (P),01/23-05/13,FSB 2050
74556,ISA,403,B,3,Web and Mobile Applications,TR,01:00 pm-02:20 pm,Xiang Fang (P),01/23-05/13,FSB 2050
74557,ISA,406,A,3,IT Project Management,MW,02:30 pm-03:50 pm,T. M. Rajkumar (P),01/23-05/13,FSB 0012
74558,ISA,406,B,3,IT Project Management,MW,04:00 pm-05:20 pm,T. M. Rajkumar (P),01/23-05/13,FSB 0012
74559,ISA,406,C,3,IT Project Management,TR,01:00 pm-02:20 pm,John H. Benamati (P),01/23-05/13,FSB 0021
76222,ISA,414,A,3,Managing Big Data,MW,02:30 pm-03:50 pm,Arthur Goncalves De Carvalho (P),01/23-05/13,FSB 2050
79211,ISA,414,B,3,Managing Big Data,MW,04:00 pm-05:20 pm,Arthur Goncalves De Carvalho (P),01/23-05/13,FSB 2050
74567,ISA,444,A,3,Business Forecasting,MW,01:00 pm-02:20 pm,Ismael Suleman Talke (P),01/23-05/13,FSB 0021
82362,ISA,480B,TA,1,Business Statistics using R,TR,08:45 am-09:50 am,Waldyn Gerardo Martinez (P),01/30-03/17,FSB 2037
79212,ISA,491,A,3,Data Mining in Business,TR,10:00 am-11:20 am,Waldyn Gerardo Martinez (P),01/23-05/13,FSB 2037
81526,ISA,491,B,3,Data Mining in Business,TR,11:30 am-12:50 pm,Waldyn Gerardo Martinez (P),01/23-05/13,FSB 2037
74560,ISA,495,A,3,Mnging the Intelligent Etrprse,TR,08:30 am-09:50 am,Sumit Sircar (P),01/23-05/13,FSB 0012
74561,ISA,495,B,3,Mnging the Intelligent Etrprse,TR,10:00 am-11:20 am,Sumit Sircar (P),01/23-05/13,FSB 0012
78084,ISA,496,A,3,Business Analytics Practicum,MW,02:30 pm-03:50 pm,Lady Allison Jones Farmer (P),01/23-05/13,FSB 2037
82333,ISA,501,A,3,BI & Data Visualization,MW,11:30 am-12:50 pm,T. M. Rajkumar (P),01/23-05/13,FSB 2037
80784,ISA,638,UA,3,Pred. Analytics & Data Mining,,TBA,TBA,03/27-05/13,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
26345,IMS,201,A,3,Information Studies:DigitalAge,T,06:00 pm-08:40 pm,Robert E. Withers (P),01/23-05/13,KNG 110
81986,IMS,201,B,3,Information Studies:DigitalAge,MWF,09:00 am-09:55 am,Elias Tzoc Caniz (P),01/23-05/13,KNG 027
28065,IMS,201,C,3,Information Studies:DigitalAge,TR,01:00 pm-02:20 pm,Kathleen A. Lucey (P),01/23-05/13,KNG 027
62443,IMS,201,D,3,Information Studies:DigitalAge,MWF,02:00 pm-02:50 pm,Andrew A. Revelle (P),01/23-05/13,KNG 110
79987,IMS,203,A,3,Scholarship in the Digital Age,MWF,01:00 pm-01:55 pm,John Millard (P),01/23-05/13,KNG 303
71808,IMS,211,A,3,The Analysis of Play,F,02:30 pm-03:50 pm,Phill Michael Alexander (P),01/23-05/13,KNG 027
81988,IMS,211,B,3,The Analysis of Play,W,02:30 pm-03:50 pm,Phill Michael Alexander (P),01/23-05/13,KNG 027
74857,IMS,212,A,3,The Design of Play,MW,10:00 am-11:20 am,Jonathan Arthur Dersch (P),01/23-05/13,KNG 027
79988,IMS,212,B,3,The Design of Play,MW,11:30 am-12:50 pm,Jonathan Arthur Dersch (P),01/23-05/13,KNG 027
81990,IMS,212,C,3,The Design of Play,MW,01:00 pm-02:20 pm,Jonathan Arthur Dersch (P),01/23-05/13,KNG 027
80159,IMS,215,A,3,3D Digital Sculpting,MW,01:00 pm-02:20 pm,Matthew J. Board (P),01/23-05/13,HIS 200
80160,IMS,218,A,3,3D Shading and Texturing,MW,02:30 pm-03:50 pm,Matthew J. Board (P),01/23-05/13,HIS 200
75239,IMS,221,A,3,Music Technologies,R,10:00 am-11:20 am,Per Alan Bloland (P),01/23-05/13,PRS 007
,,,,,,F,01:00 pm-02:20 pm,TBA,01/23-05/13,PRS 110
75231,IMS,221,B,3,Music Technologies,T,10:00 am-11:20 am,Per Alan Bloland (P),01/23-05/13,PRS 008
,,,,,,W,02:30 pm-03:50 pm,TBA,01/23-05/13,PRS 110
80766,IMS,221,C,3,Music Technologies,R,10:00 am-11:20 am,Per Alan Bloland (P),01/23-05/13,PRS 007
,,,,,,R,04:00 pm-05:20 pm,TBA,01/23-05/13,PRS 110
80767,IMS,221,D,3,Music Technologies,T,10:00 am-11:20 am,Per Alan Bloland (P),01/23-05/13,PRS 008
,,,,,,W,01:00 pm-02:20 pm,TBA,01/23-05/13,PRS 110
80768,IMS,221,E,3,Music Technologies,R,10:00 am-11:20 am,Per Alan Bloland (P),01/23-05/13,PRS 007
,,,,,,R,01:00 pm-02:20 pm,TBA,01/23-05/13,PRS 110
80770,IMS,221,F,3,Music Technologies,T,10:00 am-11:20 am,Per Alan Bloland (P),01/23-05/13,PRS 008
,,,,,,F,02:30 pm-03:50 pm,TBA,01/23-05/13,PRS 110
70591,IMS,222,A,3,Web and Interaction Design,,TBA,Donald W. Kidd (P),01/23-05/13,WEB
76473,IMS,222,B,3,Web and Interaction Design,,TBA,Ericka B. Davidge (P),01/23-05/13,WEB
78125,IMS,222,C,3,Web and Interaction Design,,TBA,Kirk S. Hopkins (P),01/23-05/13,WEB
68868,IMS,224,A,3,Digital Writing and Rhetoric,WF,08:30 am-09:50 am,Kathleen Marie Coffey (P),01/23-05/13,UPH 328
73808,IMS,224,B,3,Digital Writing and Rhetoric,MW,10:00 am-11:20 am,Adam Wayne Strantz (P),01/23-05/13,BAC 264
79713,IMS,224,C,3,Digital Writing and Rhetoric,TR,10:00 am-11:20 am,Emily Marie Legg (P),01/23-05/13,UPH 328
77146,IMS,224,D,3,Digital Writing and Rhetoric,WF,10:00 am-11:20 am,Kathleen Marie Coffey (P),01/23-05/13,UPH 328
76446,IMS,224,E,3,Digital Writing and Rhetoric,MW,11:30 am-12:50 pm,Adam Wayne Strantz (P),01/23-05/13,BAC 264
78854,IMS,224,F,3,Digital Writing and Rhetoric,TR,02:30 pm-03:50 pm,Scott Edward Wagar (P),01/23-05/13,BAC 264
76444,IMS,224,G,3,Digital Writing and Rhetoric,TR,04:00 pm-05:20 pm,Scott Edward Wagar (P),01/23-05/13,BAC 264
81402,IMS,224,H,3,Digital Writing and Rhetoric,TR,08:30 am-09:50 am,Ryan Scott Vingum (P),01/23-05/13,BAC 264
78127,IMS,254,A,3,Design Principles Applied,MW,08:30 am-09:50 am,Vanessa A. Cannon (P),01/23-05/13,LWS 205
79991,IMS,254,B,3,Design Principles Applied,MW,10:00 am-11:20 am,Vanessa A. Cannon (P),01/23-05/13,LWS 205
80446,IMS,254,C,3,Design Principles Applied,MW,11:30 am-12:50 pm,Vanessa A. Cannon (P),01/23-05/13,LWS 205
81401,IMS,254,D,3,Design Principles Applied,TR,10:00 am-11:20 am,Andrea Del Pilar Mateus Forero (P),01/23-05/13,LWS 201
79992,IMS,257,A,3,Web Interaction Programming,WF,08:30 am-09:50 am,Younghwa Lee (P),01/23-05/13,LWS 201
76475,IMS,257,B,3,Web Interaction Programming,WF,10:00 am-11:20 am,Younghwa Lee (P),01/23-05/13,LWS 201
76476,IMS,257,C,3,Web Interaction Programming,TR,01:00 pm-02:20 pm,Jacob Patrick Berding (P),01/23-05/13,UPH 131
80657,IMS,257,D,3,Web Interaction Programming,TR,11:30 am-12:50 pm,Jacob Patrick Berding (P),01/23-05/13,FSB 2040
67196,IMS,259,A,3,Art and Digital Tools I,TR,05:00 pm-06:20 pm,Sherri Ann Krazl (P),01/23-05/13,ART 100
80282,IMS,259,B,3,Art and Digital Tools I,M,05:00 pm-07:15 pm,Neal Aaron Brown (P),01/23-05/13,ART 100
81400,IMS,259,C,3,Art and Digital Tools I,M,06:30 pm-08:45 pm,Andrea Del Pilar Mateus Forero (P),01/23-05/13,ART 103
78767,IMS,285,TA,2,Inside the GDC,F,10:00 am-11:20 am,Bob De Schutter (P),01/30-03/17,KNG 027
76698,IMS,303,A,3,Multimedia Journalism,TR,10:00 am-11:20 am,Rosemary Maria Pennington (P),01/23-05/13,WIH 227
82265,IMS,317,A,3,Writing for Games,W,04:00 pm-06:40 pm,Phill Michael Alexander (P),01/23-05/13,KNG 027
74858,IMS,319,A,3,Foundations in 3D Design,TR,10:00 am-11:20 am,Eric Paul Hodgson (P),01/23-05/13,HIS 200
72193,IMS,333,A,3,Digital Entrepreneurship,F,08:30 am-09:50 am,Erin Jameson (P),01/23-05/13,HIS 200
82313,IMS,340,A,6,Internship,,TBA,Glenn J. Platt (P),01/23-05/13,TBA
82314,IMS,340,B,6,Internship,,TBA,Glenn J. Platt (P),01/23-05/13,TBA
79993,IMS,351,A,3,Intro to Mobile App Dev,TR,10:00 am-11:20 am,Arthur R. Kuhn (P),01/23-05/13,LWS 205
75348,IMS,355,A,3,Prin & Pract-Managing Int Proj,W,04:00 pm-07:00 pm,Joseph Astolfi (P),01/23-05/13,LWS 201
81399,IMS,355,B,3,Prin & Pract-Managing Int Proj,W,05:00 pm-08:00 pm,Elaine M. McCormick (P),01/23-05/13,LWS 205
80331,IMS,390C,B,3,IMS: Commercialization,,TBA,Glenn J. Platt (P),01/23-05/13,TBA
82288,IMS,390S,A,3,Topics in IMS: Simulation,TR,02:30 pm-03:50 pm,Jerald Daniel Belich (P),01/23-05/13,KNG 027
82059,IMS,390V,A,3,Topics in IMS: Visualization,TR,11:30 am-12:50 pm,Arthur R. Kuhn (P),01/23-05/13,LWS 205
79871,IMS,404,A,3,Advanced Data Visualization,MW,01:00 pm-02:20 pm,Karsten Tait Maurer (P),01/23-05/13,UPH 316
73741,IMS,404Y,A,3,Mind and Medium,MW,10:00 am-11:20 am,Murali Paranandi (P),01/23-05/13,ALU 201
75045,IMS,411,A,3,Visual Rhetoric,TR,01:00 pm-02:20 pm,W. Michele Simmons (P),01/23-05/13,BAC 264
75063,IMS,411,B,3,Visual Rhetoric,MW,02:30 pm-03:50 pm,Adam Wayne Strantz (P),01/23-05/13,BAC 264
73094,IMS,413,A,4,Usability and Digital Media,TR,11:30 am-12:50 pm,James R. Coyle (P),01/23-05/13,LWS 201
81398,IMS,413,B,4,Usability and Digital Media,,TBA,TBA,01/23-05/13,WEB
82426,IMS,413,C,4,Usability and Digital Media,,TBA,TBA,01/23-05/13,WEB
75211,IMS,416,A,3,Writing for Global Audiences,MW,02:30 pm-03:50 pm,Nugrahenny Tourisia Zacharias (P),01/23-05/13,BAC 256
76480,IMS,418,A,3,Social Media Marketing,TR,01:00 pm-02:20 pm,Glenn J. Platt (P),01/23-05/13,LWS 100
73098,IMS,419,A,3,Digital Branding,,TBA,James R. Coyle (P),01/23-05/13,WEB
76526,IMS,419,B,3,Digital Branding,,TBA,Challis Hodge (P),01/23-05/13,WEB
81397,IMS,419,C,3,Digital Branding,,TBA,Challis Hodge (P),01/23-05/13,WEB
82428,IMS,419,D,3,Digital Branding,,TBA,Challis Hodge (P),01/23-05/13,WEB
80924,IMS,424,A,3,Ethics and Digital Media,,TBA,James E. Porter (P),01/23-05/13,WEB
73828,IMS,440,A,4,Interactive Media Studies Prac,TR,01:00 pm-02:20 pm,Jerald Daniel Belich (P),01/23-05/13,HIS 200
72071,IMS,440,B,4,Interactive Media Studies Prac,TR,04:00 pm-05:20 pm,James E. Porter (P),01/23-05/13,LWS 201
75524,IMS,440,C,4,Interactive Media Studies Prac,TR,04:00 pm-05:20 pm,Jacob Patrick Berding (P),01/23-05/13,LWS 205
80330,IMS,440,D,4,Interactive Media Studies Prac,,TBA,Robert W. Black (P),01/23-05/13,TBA
80332,IMS,440,E,4,Interactive Media Studies Prac,,TBA,Glenn J. Platt (P),01/23-05/13,TBA
82361,IMS,440,F,4,Interactive Media Studies Prac,TR,05:30 pm-06:50 pm,Jacob Patrick Berding (P),01/23-05/13,LWS 205
80005,IMS,445,A,3,Game Design,TR,11:30 am-12:50 pm,Bob De Schutter (P),01/23-05/13,KNG 027
81396,IMS,445,B,3,Game Design,TR,04:00 pm-05:20 pm,Jerald Daniel Belich (P),01/23-05/13,KNG 027
74035,IMS,452,A,3,Senior Degree Project,TR,01:00 pm-02:20 pm,Arthur R. Kuhn (P),01/23-05/13,LWS 205
75003,IMS,461,A,3,3D Visualization & Simulation,TR,11:30 am-12:50 pm,Eric Paul Hodgson (P),01/23-05/13,HIS 200
