CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
25870,FRE,303,A,3,Mod and Contemp Lit & Life,MWF,11:30 am-12:25 pm,Anna Vendla Keefe (P),01/23-05/13,IRV 220
76337,FRE,310,A,3,Texts In Context,TR,10:30 am-11:50 am,Vincent Gelinas-Lemaire (P),01/23-05/13,IRV 220
81454,FRE,341,A,3,French Converstn&Current Event,MWF,01:00 pm-01:55 pm,Lindsey Rae Scott (P),01/23-05/13,IRV 220
78012,FRE,361,A,3,French Pronunciation,TR,02:30 pm-03:50 pm,Michel Jean Pactat (P),01/23-05/13,IRV 034
21348,FRE,410,A,3,Senior Seminar,TR,02:30 pm-03:50 pm,Anna M. Klosowska (P),01/23-05/13,IRV 220
81457,FRE,423,A,3,Theatre; Performnce; Spectacle,MW,02:30 pm-03:50 pm,Jeremie Charles Korta (P),01/23-05/13,IRV 040
81459,FRE,452,A,3,The 19th Century,TR,01:00 pm-02:20 pm,Jonathan A. Strauss (P),01/23-05/13,IRV 220
81458,FRE,523,A,3,Theatre; Performnce; Spectacle,MW,02:30 pm-03:50 pm,Jeremie Charles Korta (P),01/23-05/13,IRV 040
81460,FRE,552,A,3,The 19th Century,TR,01:00 pm-02:20 pm,Jonathan A. Strauss (P),01/23-05/13,IRV 220
82207,FRE,600C,A,3,Postcolonial France,M,04:00 pm-06:40 pm,Mark Keith McKinney (P),01/23-05/13,IRV 220
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
21405,GEO,101,A,3,Global Forces; Local Diversity,MWF,01:00 pm-01:55 pm,Susan Leigh Jakubowski (P),01/23-05/13,SHD 152
79380,GEO,101,B,3,Global Forces; Local Diversity,MWF,02:30 pm-03:25 pm,Susan Leigh Jakubowski (P),01/23-05/13,SHD 152
21407,GEO,101,C,3,Global Forces; Local Diversity,TR,10:00 am-11:20 am,Eunmok Lee (P),01/23-05/13,SHD 032
81626,GEO,111,A,3,World Regional Geography,TR,08:30 am-09:50 am,Roxanne T. Ornelas (P),01/23-05/13,SHD 152
71413,GEO,121,A,4,Earth's Physical Environments,MWF,08:30 am-09:25 am,Jerry E. Green (P),01/23-05/13,SHD 001
,,,,,,M,04:00 pm-05:50 pm,TBA,01/23-05/13,SHD 007
71414,GEO,121,B,4,Earth's Physical Environments,MWF,08:30 am-09:25 am,Jerry E. Green (P),01/23-05/13,SHD 001
,,,,,,M,06:00 pm-07:50 pm,TBA,01/23-05/13,SHD 007
71415,GEO,121,C,4,Earth's Physical Environments,MWF,08:30 am-09:25 am,Jerry E. Green (P),01/23-05/13,SHD 001
,,,,,,W,06:00 pm-07:50 pm,TBA,01/23-05/13,SHD 007
21424,GEO,121,D,4,Earth's Physical Environments,TR,08:30 am-09:50 am,Bartosz Piotr Grudzinski (P),01/23-05/13,SHD 032
,,,,,,T,04:00 pm-05:50 pm,TBA,01/23-05/13,SHD 134
79389,GEO,121,E,4,Earth's Physical Environments,TR,08:30 am-09:50 am,Bartosz Piotr Grudzinski (P),01/23-05/13,SHD 032
,,,,,,T,06:00 pm-07:50 pm,TBA,01/23-05/13,SHD 134
79390,GEO,121,F,4,Earth's Physical Environments,TR,08:30 am-09:50 am,Bartosz Piotr Grudzinski (P),01/23-05/13,SHD 032
,,,,,,R,04:00 pm-05:50 pm,TBA,01/23-05/13,SHD 134
81628,GEO,121,G,4,Earth's Physical Environments,MW,10:00 am-11:20 am,Mary Catherine Henry (P),01/23-05/13,SHD 032
77714,GEO,159,A,3,Creating Global Peace,TR,01:00 pm-02:20 pm,Kimberly E. Medley (P),01/23-05/13,SHD 009
65293,GEO,201,A,3,Geography of Urban Diversity,TR,01:00 pm-02:20 pm,David Lloyd Prytherch (P),01/23-05/13,SHD 152
73585,GEO,242,A,3,Mapping a Changing World,MF,11:30 am-12:50 pm,Eunmok Lee (P),01/23-05/13,SHD 134
81629,GEO,276,A,3,Geography of Global Economy,TR,01:00 pm-02:20 pm,Ian Ernest Agyeman Yeboah (P),01/23-05/13,SHD 237
74965,GEO,280B,A,3,Ecological Restoration,W,02:30 pm-05:10 pm,R. Hays Cummins (P),01/23-05/13,PBD 407
81631,GEO,308,A,3,Geography Of East Asia,TR,02:30 pm-03:50 pm,Stanley W. Toops (P),01/23-05/13,SHD 237
81632,GEO,378,A,3,Political Geography,WF,08:30 am-09:50 am,Carl T. Dahlman (P),01/23-05/13,SHD 237
82205,GEO,425,A,3,Hydrogeography,MW,08:30 am-09:50 am,Bartosz Piotr Grudzinski (P),01/23-05/13,SHD 009
81633,GEO,428,A,4,Soil Geography,M,01:00 pm-03:45 pm,Jerry E. Green (P),01/23-05/13,SHD 007
,,,,,,W,01:00 pm-01:55 pm,TBA,01/23-05/13,SHD 007
77722,GEO,436,A,3,Women;Gender & the Environment,TR,10:00 am-11:20 am,Kimberly E. Medley (P),01/23-05/13,SHD 237
21441,GEO,441,A,3,Geographic Information Systems,TR,10:00 am-11:20 am,John K. Maingi (P),01/23-05/13,SHD 132
74710,GEO,441,B,3,Geographic Information Systems,TR,11:30 am-12:50 pm,John K. Maingi (P),01/23-05/13,SHD 132
29977,GEO,442,A,3,Adv Geographic Info Systems,MW,10:00 am-11:20 am,Robbyn J.F. Abbitt (P),01/23-05/13,SHD 132
73586,GEO,443,A,3,Python Programming for ArcGIS,,TBA,Robbyn J.F. Abbitt (P),01/23-05/13,WEB
74669,GEO,448,A,3,Techniques&Appl Remote Sensing,MW,11:30 am-12:50 pm,Mary Catherine Henry (P),01/23-05/13,SHD 132
71459,GEO,454,A,3,Urban Geography,TR,11:30 am-12:50 pm,David Lloyd Prytherch (P),01/23-05/13,SHD 001
81635,GEO,457,A,3,Global Cities; World Economies,MW,11:30 am-12:50 pm,Bruce D'Arcus (P),01/23-05/13,SHD 102
63959,GEO,459,A,3,Adv Urban & Regional Planning,R,02:30 pm-05:10 pm,David Lloyd Prytherch (P),01/23-05/13,SHD 007
71453,GEO,460A,A,3,Env Res:Ecological Restoration,W,02:30 pm-05:10 pm,R. Hays Cummins (P),01/23-05/13,PBD 407
79400,GEO,460G,A,3,Tools: Advanced Remote Sensing,TR,02:30 pm-03:50 pm,John K. Maingi (P),01/23-05/13,SHD 132
82245,GEO,460K,A,3,TOOLS:New Techniques in GISci,MF,02:30 pm-03:50 pm,Eunmok Lee (P),01/23-05/13,SHD 134
79397,GEO,476,A,3,Global Poverty,TR,04:00 pm-05:20 pm,Ian Ernest Agyeman Yeboah (P),01/23-05/13,SHD 200
82206,GEO,525,A,3,Hydrogeography,MW,08:30 am-09:50 am,Bartosz Piotr Grudzinski (P),01/23-05/13,SHD 009
81634,GEO,528,A,4,Soil Geography,M,01:00 pm-03:45 pm,Jerry E. Green (P),01/23-05/13,SHD 007
,,,,,,W,01:00 pm-01:55 pm,TBA,01/23-05/13,SHD 007
77725,GEO,536,A,3,Women;Gender & the Environment,TR,10:00 am-11:20 am,Kimberly E. Medley (P),01/23-05/13,SHD 237
21448,GEO,541,A,3,Geographic Information Systems,TR,10:00 am-11:20 am,John K. Maingi (P),01/23-05/13,SHD 132
74711,GEO,541,B,3,Geographic Information Systems,TR,11:30 am-12:50 pm,John K. Maingi (P),01/23-05/13,SHD 132
29985,GEO,542,A,3,Adv Geographic Info Systems,MW,10:00 am-11:20 am,Robbyn J.F. Abbitt (P),01/23-05/13,SHD 132
73587,GEO,543,A,3,Python Programming for ArcGIS,,TBA,Robbyn J.F. Abbitt (P),01/23-05/13,WEB
74673,GEO,548,A,3,Techniques&Appl Remote Sensing,MW,11:30 am-12:50 pm,Mary Catherine Henry (P),01/23-05/13,SHD 132
71463,GEO,554,A,3,Urban Geography,TR,11:30 am-12:50 pm,David Lloyd Prytherch (P),01/23-05/13,SHD 001
81636,GEO,557,A,3,Global Cities; World Economies,MW,11:30 am-12:50 pm,Bruce D'Arcus (P),01/23-05/13,SHD 102
63962,GEO,559,A,3,Adv Urban & Regional Planning,R,02:30 pm-05:10 pm,David Lloyd Prytherch (P),01/23-05/13,SHD 007
71456,GEO,560A,A,3,Env Res:Ecological Restoration,W,02:30 pm-05:10 pm,R. Hays Cummins (P),01/23-05/13,PBD 407
79401,GEO,560G,A,3,Tools:Advanced Remote Sensing,TR,02:30 pm-03:50 pm,John K. Maingi (P),01/23-05/13,SHD 132
82246,GEO,560K,A,3,TOOLS:New Techniques in GISci,MF,02:30 pm-03:50 pm,Eunmok Lee (P),01/23-05/13,SHD 134
80062,GEO,576,A,3,Global Poverty,TR,04:00 pm-05:20 pm,Ian Ernest Agyeman Yeboah (P),01/23-05/13,SHD 200
66743,GEO,601,A,3,Seminar In Research Techniques,MW,04:00 pm-05:20 pm,Susan Leigh Jakubowski (P),01/23-05/13,SHD 102
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
70096,GLG,111,A,3,The Dynamic Earth,TR,02:30 pm-03:50 pm,Brian S. Currie (P),01/23-05/13,SHD 001
61493,GLG,111,B,3,The Dynamic Earth,MF,01:00 pm-02:20 pm,Todd Dupont (P),01/23-05/13,SHD 001
63910,GLG,111,C,3,The Dynamic Earth,MF,02:30 pm-03:50 pm,Todd Dupont (P),01/23-05/13,SHD 001
63911,GLG,111,D,3,The Dynamic Earth,TR,11:30 am-12:50 pm,Trende M. Garrison (P),01/23-05/13,SHD 032
78272,GLG,111,E,3,The Dynamic Earth,TR,01:00 pm-02:20 pm,Trende M. Garrison (P),01/23-05/13,SHD 032
78273,GLG,111,F,3,The Dynamic Earth,MF,10:00 am-11:20 am,Jill Michelle Mignery (P),01/23-05/13,SHD 152
79418,GLG,111,G,3,The Dynamic Earth,MF,11:30 am-12:50 pm,Jill Michelle Mignery (P),01/23-05/13,SHD 152
81501,GLG,111,H,3,The Dynamic Earth,TR,04:00 pm-05:20 pm,Jason A. Rech (P),01/23-05/13,SHD 001
21498,GLG,115L,1,1,Understanding The Earth,M,04:00 pm-05:50 pm,Alex John Kugler (P),01/23-05/13,SHD 005
21499,GLG,115L,2,1,Understanding The Earth,M,06:00 pm-07:50 pm,Alex John Kugler (P),01/23-05/13,SHD 005
21500,GLG,115L,3,1,Understanding The Earth,T,08:00 am-09:50 am,Mackenzie Craig Taylor (P),01/23-05/13,SHD 005
21501,GLG,115L,4,1,Understanding The Earth,T,10:00 am-11:50 am,Tiffany Renee Spring (P),01/23-05/13,SHD 005
21502,GLG,115L,5,1,Understanding The Earth,T,12:00 pm-01:50 pm,Richard John Brydon (P),01/23-05/13,SHD 005
21503,GLG,115L,6,1,Understanding The Earth,T,02:00 pm-03:50 pm,Terry Wayne Workman (P),01/23-05/13,SHD 005
21504,GLG,115L,7,1,Understanding The Earth,T,06:00 pm-07:50 pm,Brittany Allison Cymes (P),01/23-05/13,SHD 005
21505,GLG,115L,8,1,Understanding The Earth,W,08:00 am-09:50 am,Mackenzie Craig Taylor (P),01/23-05/13,SHD 005
21507,GLG,115L,9,1,Understanding The Earth,W,10:00 am-11:50 am,Heather Ann Barrett (P),01/23-05/13,SHD 005
21508,GLG,115L,10,1,Understanding The Earth,W,12:00 pm-01:50 pm,Heather Ann Barrett (P),01/23-05/13,SHD 005
21509,GLG,115L,11,1,Understanding The Earth,W,02:00 pm-03:50 pm,Joseph Caleb Chappell (P),01/23-05/13,SHD 005
25531,GLG,115L,12,1,Understanding The Earth,W,04:00 pm-05:50 pm,Terry Wayne Workman (P),01/23-05/13,SHD 005
25532,GLG,115L,13,1,Understanding The Earth,W,06:00 pm-07:50 pm,Simin Zhao (P),01/23-05/13,SHD 005
26560,GLG,115L,14,1,Understanding The Earth,R,08:00 am-09:50 am,Joseph Caleb Chappell (P),01/23-05/13,SHD 005
26562,GLG,115L,15,1,Understanding The Earth,R,10:00 am-11:50 am,Yanxue Xie (P),01/23-05/13,SHD 005
26573,GLG,115L,16,1,Understanding The Earth,R,12:00 pm-01:50 pm,Yanxue Xie (P),01/23-05/13,SHD 005
26566,GLG,115L,17,1,Understanding The Earth,R,02:00 pm-03:50 pm,Richard John Brydon (P),01/23-05/13,SHD 005
26567,GLG,115L,18,1,Understanding The Earth,R,06:00 pm-07:50 pm,Simin Zhao (P),01/23-05/13,SHD 005
65327,GLG,115L,19,1,Understanding The Earth,F,08:00 am-09:50 am,Brittany Allison Cymes (P),01/23-05/13,SHD 005
65329,GLG,115L,20,1,Understanding The Earth,F,10:00 am-11:50 am,Tiffany Renee Spring (P),01/23-05/13,SHD 005
62677,GLG,121,A,3,Environmental Geology,MF,08:30 am-09:50 am,Michael R. Brudzinski (P),01/23-05/13,WEB
79404,GLG,121,B,3,Environmental Geology,MW,04:00 pm-05:20 pm,Hailiang Dong (P),01/23-05/13,SHD 152
81508,GLG,121,C,3,Environmental Geology,TR,08:30 am-09:50 am,Euan Christopher Mitchell (P),01/23-05/13,SHD 001
81509,GLG,121,D,3,Environmental Geology,TR,10:00 am-11:20 am,Euan Christopher Mitchell (P),01/23-05/13,SHD 001
81510,GLG,141,A,3,Geology Of US National Parks,TR,02:30 pm-03:50 pm,Euan Christopher Mitchell (P),01/23-05/13,SHD 032
63912,GLG,244,A,3,Oceanography,MWF,01:00 pm-01:55 pm,Carrie Leigh Tyler (P),01/23-05/13,SHD 032
25535,GLG,301,A,4,Sedimentology And Stratigraphy,TR,11:30 am-12:50 pm,Brian S. Currie (P),01/23-05/13,SHD 053
,,,,,,W,01:00 pm-03:50 pm,TBA,01/23-05/13,SHD 242
71604,GLG,301,B,4,Sedimentology And Stratigraphy,TR,11:30 am-12:50 pm,Brian S. Currie (P),01/23-05/13,SHD 053
,,,,,,F,01:00 pm-03:50 pm,TBA,01/23-05/13,SHD 242
81512,GLG,307,A,3,Water and Society,TR,04:00 pm-05:20 pm,Trende M. Garrison (P),01/23-05/13,SHD 032
70099,GLG,335,A,3,Ice Age Earth,MWF,10:00 am-10:55 am,Todd Dupont (P),01/23-05/13,SHD 053
81513,GLG,357,A,4,Igneous/Metamorphic Petrology,TR,08:30 am-09:50 am,Claire Louise McLeod (P),01/23-05/13,SHD 237
,,,,,,T,01:00 pm-03:50 pm,TBA,01/23-05/13,SHD 239
26890,GLG,357,B,4,Igneous/Metamorphic Petrology,TR,08:30 am-09:50 am,Claire Louise McLeod (P),01/23-05/13,SHD 237
,,,,,,R,01:00 pm-03:50 pm,TBA,01/23-05/13,SHD 239
78274,GLG,417,A,3,Forensic Isotope Geochemistry,TR,10:00 am-11:20 am,Elisabeth Widom (P); Christine Rasoazanamparany,01/23-05/13,SHD 200
81533,GLG,427,A,3,Isotope Geochemistry,MW,02:30 pm-03:50 pm,Claire Louise McLeod (P),01/23-05/13,SHD 237
81599,GLG,435,A,3,Soils and Paleosols,TR,01:00 pm-02:20 pm,Jason A. Rech (P),01/23-05/13,SHD 052
81622,GLG,461,A,3,Geophysics,MF,11:30 am-12:50 pm,Michael R. Brudzinski (P),01/23-05/13,SHD 051
79426,GLG,497,QA,3,Trends & Topics in Geosciences,MWF,04:00 pm-05:05 pm,Yildirim Dilek (P),02/06-05/13,SHD 053
78275,GLG,517,A,3,Forensic Isotope Geochemistry,TR,10:00 am-11:20 am,Elisabeth Widom (P); Christine Rasoazanamparany,01/23-05/13,SHD 200
81544,GLG,527,A,3,Isotope Geochemistry,MW,02:30 pm-03:50 pm,Claire Louise McLeod (P),01/23-05/13,SHD 237
81601,GLG,535,A,3,Soils and Paleosols,TR,01:00 pm-02:20 pm,Jason A. Rech (P),01/23-05/13,SHD 052
81623,GLG,561,A,3,Geophysics,MF,11:30 am-12:50 pm,Michael R. Brudzinski (P),01/23-05/13,SHD 051
79423,GLG,710,A,1.000-3.000,Geology Seminar,F,04:00 pm-05:20 pm,Elisabeth Widom (P),01/23-05/13,SHD 001
80644,GLG,720,A,1.000-3.000,Advanced Mineralogy,MW,08:30 am-09:50 am,John Rakovan (P),01/23-05/13,SHD 200
75529,GLG,770,A,1.000-3.000,Advanced Isotope Geochemistry,F,02:30 pm-03:30 pm,Elisabeth Widom (P),01/23-05/13,SHD 200
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
21458,GER,102,A,4,Beginning German,MWF,08:30 am-09:45 am,Wesley Ben Lim (P),01/23-05/13,IRV 030
21459,GER,102,B,4,Beginning German,MWF,10:00 am-11:15 am,Wesley Ben Lim (P),01/23-05/13,IRV 118
79473,GER,102,C,4,Beginning German,MWF,02:30 pm-03:45 pm,Mariana Z. Ivanova (P),01/23-05/13,UPH 364
68524,GER,111,A,3,Review Of Basic German,MWF,11:30 am-12:25 pm,Catherine C. B. Grimm (P),01/23-05/13,IRV 009
21472,GER,201,A,3,Second Year German,MWF,10:00 am-10:55 am,Nicole Thesz (P),01/23-05/13,MCG 221
81266,GER,201,B,3,Second Year German,MWF,11:30 am-12:25 pm,Nicole Thesz (P),01/23-05/13,IRV 126
21473,GER,202,A,3,Second Year German,TR,08:30 am-09:50 am,Sascha Andreas Gerhards (P),01/23-05/13,IRV 034
21474,GER,202,B,3,Second Year German,TR,10:00 am-11:20 am,Sascha Andreas Gerhards (P),01/23-05/13,IRV 118
74975,GER,202,C,3,Second Year German,TR,11:30 am-12:50 pm,Mila M. Ganeva (P),01/23-05/13,IRV 142
79470,GER,231,A,3,Folk & Literary Fairy Tales,MWF,10:00 am-10:55 am,Catherine C. B. Grimm (P),01/23-05/13,IRV 142
79471,GER,231,B,3,Folk & Literary Fairy Tales,TR,01:00 pm-02:20 pm,Sascha Andreas Gerhards (P),01/23-05/13,IRV 142
79475,GER,231,C,3,Folk & Literary Fairy Tales,MWF,02:30 pm-03:25 pm,Catherine C. B. Grimm (P),01/23-05/13,IRV 002
81267,GER,261,A,3,German Film in Global Context,MW,01:00 pm-02:20 pm,Wesley Ben Lim (P),01/23-05/13,MCG 221
73261,GER,301,B,3,German Lang Through the Media,TR,01:00 pm-02:20 pm,John M. Jeep (P),01/23-05/13,IRV 034
71896,GER,309,A,4,Introduction To Linguistics,TR,08:00 am-09:50 am,Juhi Kim (P),01/23-05/13,BAC 245
76842,GER,309,B,4,Introduction To Linguistics,MWF,02:30 pm-03:45 pm,Galina Shleykina (P),01/23-05/13,BAC 055
21482,GER,309,C,4,Introduction To Linguistics,MW,04:00 pm-05:50 pm,Karim Hesham Shaker Ibrahim (P),01/23-05/13,IRV 142
81269,GER,309,D,4,Introduction To Linguistics,TR,04:00 pm-05:50 pm,John M. Jeep (P),01/23-05/13,IRV 002
82033,GER,309H,D,4,Introduction To Linguistics,TR,04:00 pm-05:50 pm,John M. Jeep (P),01/23-05/13,IRV 002
21484,GER,312,A,3,Coming of Age Ger Life/Thought,MW,02:30 pm-03:50 pm,Nicole Thesz (P),01/23-05/13,IRV 009
65290,GER,322,A,3,Everyday Cultre:Ger Spk-Eur&US,MW,01:00 pm-02:20 pm,Mariana Z. Ivanova (P),01/23-05/13,UPH 209
82220,GER,410B,A,3,Culture in Weimar German,TR,02:30 pm-03:50 pm,Mila M. Ganeva (P),01/23-05/13,IRV 118
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
79936,GTY,110,A,1,OMA Volunteer Experience,M,10:00 am-11:20 am,Elizabeth J. Lokon (P),01/23-02/17,UPH 351
,,,,,,M,10:00 am-12:30 pm,TBA,02/18-05/13,TBA
80020,GTY,110,B,1,OMA Volunteer Experience,M,01:00 pm-02:30 pm,Elizabeth J. Lokon (P),01/23-02/17,HRN 210
,,,,,,M,01:00 pm-03:30 pm,TBA,02/18-05/13,HRN 210
80021,GTY,110,C,1,OMA Volunteer Experience,R,09:30 am-11:00 am,Elizabeth J. Lokon (P),01/23-02/17,UPH 351
,,,,,,R,09:15 am-11:15 am,TBA,02/18-05/13,TBA
80022,GTY,110,D,1,OMA Volunteer Experience,M,02:30 pm-04:00 pm,Joan Fopma-Loy (P),01/23-02/17,UPH 351
,,,,,,M,02:30 pm-04:00 pm,TBA,02/18-05/13,TBA
80024,GTY,110,E,1,OMA Volunteer Experience,F,02:30 pm-04:00 pm,Elizabeth J. Lokon (P),01/23-02/17,UPH 351
,,,,,,F,02:15 pm-04:15 pm,TBA,02/18-05/13,TBA
82529,GTY,110,F,1,OMA Volunteer Experience,F,08:30 am-12:30 pm,Joan Fopma-Loy (P),01/23-05/13,TBA
74944,GTY,154,A,3,Big Ideas in Aging,TR,10:00 am-11:20 am,Jonathon Matthew Vivoda (P),01/23-05/13,BEN 207
63925,GTY,154,B,3,Big Ideas in Aging,TR,02:30 pm-03:50 pm,Linda L. Barrett (P),01/23-05/13,UPH 298
21536,GTY,154,C,3,Big Ideas in Aging,MW,08:30 am-09:50 am,Avielle N. Raymore (P),01/23-05/13,UPH 312
81816,GTY,154,D,3,Big Ideas in Aging,WF,11:30 am-12:50 pm,Aaron Michael Abbott (P),01/23-05/13,UPH 361
81817,GTY,154,E,3,Big Ideas in Aging,MW,04:00 pm-05:20 pm,Sarah Jane Hahn (P),01/23-05/13,UPH 255
63928,GTY,260,A,3,Global Aging,T,10:00 am-11:20 am,Kathryn Bess de Medeiros (P),01/23-05/13,KRG 319
,,,,,,R,10:00 am-11:20 am,TBA,01/23-05/13,GAR 153
74946,GTY,260,B,3,Global Aging,T,10:00 am-11:20 am,Kathryn Bess de Medeiros (P),01/23-05/13,KRG 319
,,,,,,R,10:00 am-11:20 am,TBA,01/23-05/13,BOY 217
77074,GTY,260,C,3,Global Aging,T,10:00 am-11:20 am,Kathryn Bess de Medeiros (P),01/23-05/13,KRG 319
,,,,,,R,10:00 am-11:20 am,TBA,01/23-05/13,TBA
81820,GTY,260,D,3,Global Aging,MW,02:30 pm-03:50 pm,Sara Jane McLaughlin (P),01/23-05/13,BEN 206
82383,GTY,260,E,3,Global Aging,TR,11:30 am-12:50 pm,Aaron Michael Abbott (P),01/23-05/13,GAR 156
82409,GTY,260,F,3,Global Aging,T,10:00 am-11:20 am,Kathryn Bess de Medeiros (P),01/23-05/13,KRG 319
,,,,,,R,10:00 am-11:20 am,TBA,01/23-05/13,PSN 116
82324,GTY,310,A,2,OMA Leadership Experience,,TBA,Elizabeth J. Lokon (P),01/23-05/13,TBA
29956,GTY,318,A,3,Social Forces and Aging,TR,11:30 am-12:50 pm,James Scott Brown (P),01/23-05/13,UPH 364
78682,GTY,357,A,3,Medical Sociology,MW,01:00 pm-02:20 pm,Janardan Subedi (P),01/23-05/13,HRN 109
81825,GTY,362,A,3,Applied Research in GTY,TR,04:00 pm-05:20 pm,Jonathon Matthew Vivoda (P),01/23-05/13,UPH 316
71480,GTY,365,A,3,Social Pol & Prgms in Gerontol,TR,10:00 am-11:20 am,Linda L. Barrett (P),01/23-05/13,UPH 163
81845,GTY,440P,A,1.000-16.000,Gerontology Practice Internshp,T,04:10 pm-05:50 pm,Linda L. Barrett (P),01/23-05/13,UPH 351
81846,GTY,440R,A,4.000-6.000,Gerontology Research Internshp,T,04:10 pm-05:50 pm,Linda L. Barrett (P),01/23-05/13,UPH 351
79500,GTY,456,A,3,Aging & Health,MW,06:00 pm-07:20 pm,Sara Jane McLaughlin (P),01/23-05/13,UPH 226
79501,GTY,556,A,3,Aging & Health,MW,06:00 pm-07:20 pm,Sara Jane McLaughlin (P),01/23-05/13,UPH 226
61129,GTY,605,B,1,Gerontology Proseminar,F,09:00 am-09:55 am,Jennifer M. Kinney (P),01/23-05/13,UPH 351
61130,GTY,605,D,1,Gerontology Proseminar,F,10:00 am-10:55 am,Jennifer M. Kinney (P),01/23-05/13,UPH 351
77075,GTY,609,A,3,Qualitative Research Methods,MW,01:00 pm-02:20 pm,Katherine Marie Abbott (P),01/23-05/13,UPH 351
61131,GTY,611,A,3,Linking Research and Practice,TR,01:00 pm-02:20 pm,Suzanne R. Kunkel (P),01/23-05/13,UPH 351
81826,GTY,686,A,3,Global Health and Health Care,M,04:10 pm-06:50 pm,Janardan Subedi (P),01/23-05/13,UPH 351
81827,GTY,706,A,1,Teaching in Gerontology 2,R,02:30 pm-03:25 pm,Jennifer M. Kinney (P),01/23-05/13,UPH 351
67467,GTY,708,A,4,Quant. Methods & Statistics,TR,08:00 am-09:50 am,James Scott Brown (P),01/23-05/13,UPH 316
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
80943,GIC,101,A,3,Intro to Global&Intercultural,MW,02:30 pm-03:50 pm,Tani Helen Sebro (P),01/23-05/13,MCG 118
82084,GIC,301,A,3,Globalization and Belonging,TR,10:00 am-11:20 am,Sheila L. Croucher (P),01/23-05/13,MMH 114
82267,GIC,360,A,3,Global Intercultural Topics,TR,02:30 pm-03:50 pm,Sandra Lee Garner (P),01/23-05/13,SHD 009
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
81818,GHS,101,A,3,Introduction to Global Health,MW,04:00 pm-05:20 pm,M. Cameron Hay-Rollins (P),01/23-05/13,SHD 001
76746,GHS,301,UA,1,Seminar in Global Health,W,04:00 pm-06:05 pm,Mary Elizabeth Miller (P),03/27-05/13,KRG 224
77593,GHS,491,A,1,GH Leadership,M,02:30 pm-03:25 pm,M. Cameron Hay-Rollins (P),01/23-05/13,UPH 180C
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
70829,GSC,601,A,1,College Teaching Enhancement,T,06:00 pm-07:00 pm,Jennifer Marie Blue (P),01/23-05/13,LWS 320
,,,,,,R,12:00 pm-01:00 pm,Jennifer Marie Blue,01/23-05/13,LWS 320
72232,GSC,603,A,1,Academic Cultures,W,07:00 pm-09:00 pm,Jennifer Marie Blue (P),01/23-05/13,LWS 320
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
21531,GRK,102,A,4,Beginning Greek 2,MWF,11:30 am-12:45 pm,Deborah Lyons (P),01/23-05/13,IRV 100
82036,GRK,202,A,3,Plato,TR,04:00 pm-05:20 pm,Emily Michelle Rush (P),01/23-05/13,IRV 126
81578,GRK,410,A,3,Special Topics In Greek,WF,02:30 pm-03:50 pm,Deborah Lyons (P),01/23-05/13,IRV 100
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
21549,HBW,102,A,4,Beginning Modern Hebrew,MWF,01:00 pm-02:15 pm,Amit Morag (P),01/23-05/13,IRV 024
21550,HBW,202,A,3,Intermediate Modern Hebrew,MWF,11:30 am-12:25 pm,Amit Morag (P),01/23-05/13,IRV 130
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
77787,HST,111,A,3,Survey Of American History,MW,08:30 am-09:50 am,Michelle Cassidy (P),01/23-05/13,UPH 298
78209,HST,111,B,3,Survey Of American History,MW,11:30 am-12:50 pm,Lindsay Schakenbach Regele (P),01/23-05/13,UPH 255
79207,HST,112,B,3,Survey Of American History,MW,08:30 am-09:50 am,Aaron Ivan Cavin (P),01/23-05/13,UPH 361
21552,HST,112,AA,3,Survey Of American History,TR,11:30 am-12:25 pm,Andrew Offenburger (P),01/23-05/13,MCG 322
,,,,,,F,11:30 am-12:25 pm,Daniel Christopher Melega,01/23-05/13,UPH 163
75741,HST,112,BA,3,Survey Of American History,TR,11:30 am-12:25 pm,Andrew Offenburger (P),01/23-05/13,MCG 322
,,,,,,F,08:30 am-09:25 am,Heather Jeanne Sommer,01/23-05/13,LWS 302
75742,HST,112,CA,3,Survey Of American History,TR,11:30 am-12:25 pm,Andrew Offenburger (P),01/23-05/13,MCG 322
,,,,,,F,11:30 am-12:25 pm,Gisel Corina Valladares,01/23-05/13,SHD 052
