CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
60303,CSE,466,A,O,3,Bioinformatics Computing Skill,TR,11:30 am-12:50 pm,Chun Liang (P),08/29-12/10,BEN 002
,,,,,,,R,12:45 pm-02:45 pm,Chun Liang,12/15-12/15,BEN 002
63362,CSE,473,A,O,3,Automata Forml Lang&Computblty,TR,08:30 am-09:50 am,Angel Diriangem Bravo-Salgado (P),08/29-12/10,BEN 213
,,,,,,,R,08:00 am-10:00 am,Angel Diriangem Bravo-Salgado,12/15-12/15,BEN 213
59435,CSE,486,A,O,3,Intro Artificial Intelligence,WF,11:30 am-12:50 pm,Michael A. Zmuda (P),08/29-12/10,BEN 207
,,,,,,,W,12:45 pm-02:45 pm,Michael A. Zmuda,12/14-12/14,BEN 207
62887,CSE,486,B,O,3,Intro Artificial Intelligence,WF,10:00 am-11:20 am,Michael A. Zmuda (P),08/29-12/10,BEN 207
,,,,,,,W,10:15 am-12:15 pm,Michael A. Zmuda,12/14-12/14,BEN 207
59542,CSE,541,TA,O,1,Technical Computing Tools,TR,10:00 am-10:55 am,Jens Mueller (P),09/06-10/24,BEN 002
60652,CSE,564,A,O,3,Algorithms,TR,02:30 pm-03:50 pm,John Christopher Femiani (P),08/29-12/10,BEN 207
,,,,,,,R,03:00 pm-05:00 pm,John Christopher Femiani,12/15-12/15,BEN 207
69781,CSE,565,A,O,3,Comparative Prog. Languages,TR,10:00 am-11:20 am,Michael A. Zmuda (P),08/29-12/10,BEN 204
,,,,,,,T,10:15 am-12:15 pm,Michael A. Zmuda,12/13-12/13,BEN 204
60304,CSE,566,A,O,3,Bioinformatics Computing Skill,TR,11:30 am-12:50 pm,Chun Liang (P),08/29-12/10,BEN 002
,,,,,,,R,12:45 pm-02:45 pm,Chun Liang,12/15-12/15,BEN 002
63363,CSE,573,A,O,3,Automata Forml Lang&Computblty,TR,08:30 am-09:50 am,Angel Diriangem Bravo-Salgado (P),08/29-12/10,BEN 213
,,,,,,,R,08:00 am-10:00 am,Angel Diriangem Bravo-Salgado,12/15-12/15,BEN 213
59438,CSE,586,A,O,3,Intro Artificial Intelligence,WF,11:30 am-12:50 pm,Michael A. Zmuda (P),08/29-12/10,BEN 207
,,,,,,,W,12:45 pm-02:45 pm,Michael A. Zmuda,12/14-12/14,BEN 207
63373,CSE,586,B,O,3,Intro Artificial Intelligence,WF,10:00 am-11:20 am,Michael A. Zmuda (P),08/29-12/10,BEN 207
,,,,,,,W,10:15 am-12:15 pm,Michael A. Zmuda,12/14-12/14,BEN 207
64263,CSE,609,A,O,3,Scientific Programming,MW,10:00 am-11:20 am,Ann E. Sobel (P),08/29-12/10,BEN 006
,,,,,,,W,10:15 am-12:15 pm,Ann E. Sobel,12/14-12/14,BEN 006
67183,CSE,610J,A,O,1,Grad Research in Comp. Science,F,01:00 pm-01:55 pm,Eric R. Bachmann (P),08/29-12/10,BEN 204
,,,,,,,M,12:45 pm-02:45 pm,Eric R. Bachmann,12/12-12/12,BEN 204
67730,CSE,615,A,O,3,Mathematical Modeling,TR,11:30 am-12:50 pm,Mahendran Veeramani (P),08/29-12/10,BEN 206
,,,,,,,R,12:45 pm-02:45 pm,Mahendran Veeramani,12/15-12/15,BEN 206
69783,CSE,618,A,O,3,Virtual Environment Graphics,MW,02:30 pm-03:50 pm,Eric R. Bachmann (P),08/29-12/10,BEN 008
,,,,,,,M,03:00 pm-05:00 pm,Eric R. Bachmann,12/12-12/12,BEN 008
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
69320,CMS,301,A,O,3,Comparative Approaches,MW,02:30 pm-03:50 pm,William McDonald Hagood (P),08/29-12/10,MCG 118
,,,,,,,M,03:00 pm-05:00 pm,William McDonald Hagood,12/12-12/12,MCG 118
69646,CMS,350B,A,O,3,Sound in Media Cultures,MW,01:00 pm-02:20 pm,William McDonald Hagood (P),08/29-12/10,WIH 112
,,,,,,,M,12:45 pm-02:45 pm,William McDonald Hagood,12/12-12/12,WIH 112
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
67480,CJS,101,H A,H,3,Introduction to the CJ System,MWF,10:00 am-10:55 am,Rory Steven Bailey (P),08/29-12/10,MOS 210
,,,,,,,M,10:15 am-12:15 pm,Rory Steven Bailey,12/12-12/12,MOS 210
68682,CJS,101,HUB,H,3,Introduction to the CJ System,,TBA,Alana L. Van Gundy-Yoder (P),10/26-12/10,WEB
60539,CJS,101,M A,M,3,Introduction to the CJ System,TR,01:00 pm-02:20 pm,Steven Scott Schuchart (P),08/29-12/10,JHN 115
,,,,,,,R,12:30 pm-02:30 pm,Steven Scott Schuchart,12/15-12/15,JHN 115
65888,CJS,101,M B,M,3,Introduction to the CJ System,MW,08:30 am-09:50 am,Erik David Niehaus (P),08/29-12/10,JHN 111
,,,,,,,M,08:00 am-10:00 am,Erik David Niehaus,12/12-12/12,JHN 111
54248,CJS,125,H A,H,3,Law and the Courts,T,07:00 pm-09:50 pm,Joseph William Kirby (P),08/29-12/10,MOS 208
,,,,,,,T,07:15 pm-09:15 pm,Joseph William Kirby,12/13-12/13,MOS 208
63940,CJS,125,M A,M,3,Law and the Courts,W,07:00 pm-09:50 pm,Erik David Niehaus (P),08/29-12/10,THH 105
,,,,,,,W,07:15 pm-09:15 pm,Erik David Niehaus,12/14-12/14,THH 105
54101,CJS,211,H A,H,4,Law Enforcement,TR,01:00 pm-02:50 pm,Theresa Ervin Conover (P),08/29-12/10,PHE 300
,,,,,,,R,12:30 pm-02:30 pm,Theresa Ervin Conover,12/15-12/15,PHE 300
69079,CJS,211,H B,H,4,Law Enforcement,,TBA,Rory Steven Bailey (P),08/29-12/10,WEB
62550,CJS,220,H A,H,3,Criminal Justice Field Exp.,,TBA,Susan R. Vaughn (P),08/29-12/10,TBA
67481,CJS,231,H A,H,4,Law and Individual Rights,TR,11:00 am-12:50 pm,John P. Forren (P),08/29-12/10,PHE 203
,,,,,,,R,10:15 am-12:15 pm,John P. Forren,12/15-12/15,PHE 203
68407,CJS,231,M A,M,4,Law and Individual Rights,MW,01:00 pm-02:50 pm,Erik David Niehaus (P),08/29-12/10,JHN 108
,,,,,,,M,12:30 pm-02:30 pm,Erik David Niehaus,12/12-12/12,JHN 108
69358,CJS,232,V A,V,4,Criminal Defense& Adjudication,MW,08:30 am-10:20 am,Gary E. Becker (P),08/29-12/10,VOA 127
,,,,,,,M,08:00 am-10:00 am,Gary E. Becker,12/12-12/12,VOA 127
69362,CJS,251,H A,H,1.000-3.000,Global Justice Exploration,M,02:30 pm-03:50 pm,Daniel E. Hall (P),08/29-12/10,PHE 206
,,,,,,,M,02:45 pm-04:45 pm,Daniel E. Hall,12/12-12/12,PHE 206
63939,CJS,256,M A,M,4,"Police Org, Admin & Mgmt",TR,11:00 am-12:50 pm,Steven Scott Schuchart (P),08/29-12/10,THH 201
,,,,,,,R,10:15 am-12:15 pm,Steven Scott Schuchart,12/15-12/15,THH 201
70832,CJS,270B,HTA,H,1,Citizenship & Democracy,,TBA,John P. Forren (P),09/06-10/24,TBA
69364,CJS,271,H A,H,3,Criminal Behavior,,TBA,Jessica J. Warner (P),08/29-12/10,WEB
70467,CJS,271,H B,H,3,Criminal Behavior,,TBA,Alana L. Van Gundy-Yoder (P),08/29-12/10,WEB
61150,CJS,272,H A,H,3,Forensic & Crime Scene Evid,R,07:00 pm-09:50 pm,Seth Michael Hagaman (P),08/29-12/10,PHE 200
,,,,,,,R,07:15 pm-09:15 pm,Seth Michael Hagaman,12/15-12/15,PHE 200
69660,CJS,272,M A,M,3,Forensic & Crime Scene Evid,MW,10:00 am-11:20 am,Erik David Niehaus (P),08/29-12/10,THH 201
,,,,,,,M,10:15 am-12:15 pm,Erik David Niehaus,12/12-12/12,THH 201
69367,CJS,276,H A,H,3,Homeland Security,TR,04:00 pm-05:20 pm,Steven Scott Schuchart (P),08/29-12/10,PHE 203
,,,,,,,T,02:45 pm-04:45 pm,Steven Scott Schuchart,12/13-12/13,PHE 203
69368,CJS,281,H A,H,3,Corrections,,TBA,Alana L. Van Gundy-Yoder (P),08/29-12/10,WEB
66904,CJS,281,M A,M,3,Corrections,TR,08:30 am-09:50 am,Jessica J. Warner (P),08/29-12/10,JHN 120
,,,,,,,T,08:00 am-10:00 am,Jessica J. Warner,12/13-12/13,JHN 120
67549,CJS,282,M A,M,3,Writing in Criminal Justice,MW,11:30 am-12:50 pm,Steven Scott Schuchart (P),08/29-12/10,THH 201
,,,,,,,W,10:15 am-12:15 pm,Steven Scott Schuchart,12/14-12/14,THH 201
69376,CJS,311,M A,M,3,Punishment and Social Control,TR,01:00 pm-02:20 pm,Jessica J. Warner (P),08/29-12/10,THH 201
,,,,,,,R,12:30 pm-02:30 pm,Jessica J. Warner,12/15-12/15,THH 201
63880,CJS,331,H A,H,3,Juvenile Law,TR,05:30 pm-06:50 pm,Adolf Olivas (P),08/29-12/10,MOS 400
,,,,,,,T,05:00 pm-07:00 pm,Adolf Olivas,12/13-12/13,MOS 400
67720,CJS,451,H A,H,3,Comparative Justice Systems,MW,02:30 pm-03:50 pm,Daniel E. Hall (P),08/29-12/10,PHE 201
,,,,,,,M,02:45 pm-04:45 pm,Daniel E. Hall,12/12-12/12,PHE 201
67737,CJS,451H,H A,H,3,Comparative Justice Systems,MW,02:30 pm-03:50 pm,Daniel E. Hall (P),08/29-12/10,PHE 201
,,,,,,,M,02:45 pm-04:45 pm,Daniel E. Hall,12/12-12/12,PHE 201
63876,CJS,461,H A,H,3,Applied Research Methods in CJ,MW,01:00 pm-02:20 pm,Theresa Ervin Conover (P),08/29-12/10,PHE 308
,,,,,,,M,12:30 pm-02:30 pm,Theresa Ervin Conover,12/12-12/12,PHE 308
68418,CJS,485,H A,H,3,Capstone in Criminal Justice,MW,11:30 am-12:50 pm,Theresa Ervin Conover (P),08/29-12/10,MOS 212
,,,,,,,W,10:15 am-12:15 pm,Theresa Ervin Conover,12/14-12/14,MOS 212
69369,CJS,611,HTA,H,3,Criminal Justice Theory,,TBA,Jason Glenn Willis (P),09/06-10/24,WEB
70407,CJS,631,HUA,H,3,"Law, Liberty, and Crim Justice",,TBA,Daniel E. Hall (P),10/26-12/10,WEB
70406,CJS,685,HTA,H,3,Advanced Research Methods,,TBA,Jessica J. Warner (P),09/06-10/24,WEB
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
65532,DST,101,A,O,4,Beginning ASL I,MWF,02:30 pm-03:45 pm,Hannah Louise Gillespie (P),08/29-12/10,BAC 045
,,,,,,,M,03:00 pm-05:00 pm,Hannah Louise Gillespie,12/12-12/12,BAC 045
65533,DST,101,B,O,4,Beginning ASL I,MWF,02:30 pm-03:45 pm,Haley Ann McCarthy (P),08/29-12/10,ART 136
,,,,,,,M,03:00 pm-05:00 pm,Haley Ann McCarthy,12/12-12/12,ART 136
67054,DST,101,C,O,4,Beginning ASL I,MW,06:00 pm-07:50 pm,Allison Leigh Bunger (P),08/29-12/10,BAC 055
,,,,,,,W,05:30 pm-07:30 pm,Allison Leigh Bunger,12/14-12/14,BAC 055
68673,DST,101,D,O,4,Beginning ASL I,TR,07:00 pm-08:50 pm,Kaitlyn Emily Gilfert (P),08/29-12/10,BAC 055
69949,DST,101,E,O,4,Beginning ASL I,MW,06:00 pm-07:50 pm,Kate Lauryn Randall (P),08/29-12/10,BAC 045
,,,,,,,W,05:30 pm-07:30 pm,Kate Lauryn Randall,12/14-12/14,BAC 045
68502,DST,101,V A,V,4,Beginning ASL I,MR,07:00 pm-08:50 pm,Amber Mercedes Burley (P),08/29-12/10,VOA 111
,,,,,,,M,07:15 pm-09:15 pm,Amber Mercedes Burley,12/12-12/12,VOA 111
68415,DST,201,A,O,3,Intermediate ASL I,MW,01:00 pm-02:20 pm,Megan E. Gross (P),08/29-12/10,HRN 109
,,,,,,,M,12:45 pm-02:45 pm,Megan E. Gross,12/12-12/12,HRN 109
68416,DST,201,B,O,3,Intermediate ASL I,TR,11:30 am-12:50 pm,Megan E. Gross (P),08/29-12/10,BAC 055
,,,,,,,R,12:45 pm-02:45 pm,Megan E. Gross,12/15-12/15,BAC 055
69950,DST,201,C,O,3,Intermediate ASL I,TR,10:00 am-11:20 am,Megan E. Gross (P),08/29-12/10,BAC 055
,,,,,,,T,10:15 am-12:15 pm,Megan E. Gross,12/13-12/13,BAC 055
58710,DST,272,A,O,3,Intro to Disability Studies,MW,11:30 am-12:50 pm,Ashley Elizabeth Johnson (P),08/29-12/10,UPH 389
,,,,,,,W,12:45 pm-02:45 pm,Ashley Elizabeth Johnson,12/14-12/14,UPH 389
66129,DST,272,B,O,3,Intro to Disability Studies,W,06:00 pm-08:40 pm,Mark William O'Hara (P),08/29-12/10,UPH 127
,,,,,,,W,07:45 pm-09:45 pm,Mark William O'Hara,12/14-12/14,UPH 127
69509,DST,272,C,O,3,Intro to Disability Studies,WF,10:00 am-11:20 am,Ashley Elizabeth Johnson (P),08/29-12/10,UPH 389
,,,,,,,W,10:15 am-12:15 pm,Ashley Elizabeth Johnson,12/14-12/14,UPH 389
69512,DST,272,D,O,3,Intro to Disability Studies,T,06:00 pm-08:40 pm,Rosemary Rotuno-Johnson (P),08/29-12/10,UPH 163
,,,,,,,T,07:45 pm-09:45 pm,Rosemary Rotuno-Johnson,12/13-12/13,UPH 127
70423,DST,272,E,O,3,Intro to Disability Studies,M,06:00 pm-08:40 pm,Kathy McMahon-Klosterman (P),08/29-12/10,MCG 120
,,,,,,,M,07:45 pm-09:45 pm,Kathy McMahon-Klosterman,12/12-12/12,MCG 120
60052,DST,272,H B,H,3,Intro to Disability Studies,W,04:00 pm-06:50 pm,Stephanie D Dawson (P),08/29-12/10,MOS 218
,,,,,,,W,02:45 pm-04:45 pm,Stephanie D Dawson,12/14-12/14,MOS 218
70170,DST,312,A,O,3,"Deaf Culture: Global, National",TR,08:30 am-09:50 am,Megan E. Gross (P),08/29-12/10,BAC 055
,,,,,,,R,08:00 am-10:00 am,Megan E. Gross,12/15-12/15,BAC 055
70172,DST,312,B,O,3,"Deaf Culture: Global, National",MW,08:30 am-09:50 am,Megan E. Gross (P),08/29-12/10,BAC 346
,,,,,,,F,08:00 am-10:00 am,Megan E. Gross,12/16-12/16,BAC 346
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
59296,ECO,131,H A,H,3,Eco Prspctv on Inequality Amer,MW,02:30 pm-03:50 pm,Selcuk Misirlioglu (P),08/29-12/10,REN 201
,,,,,,,M,02:45 pm-04:45 pm,Selcuk Misirlioglu,12/12-12/12,REN 201
15781,ECO,201,A,O,3,Principles Of Microeconomics,MF,08:30 am-09:50 am,Steven R. Elliott (P),08/29-12/10,FSB 0025
,,,,,,,R,10:15 am-12:15 pm,Steven R. Elliott,12/15-12/15,SHD 152
16818,ECO,201,B,O,3,Principles Of Microeconomics,TR,08:30 am-09:50 am,Matthew Philip Makofske (P),08/29-12/10,FSB 0019
,,,,,,,R,10:15 am-12:15 pm,Matthew Philip Makofske,12/15-12/15,BEN 102
10631,ECO,201,C,O,3,Principles Of Microeconomics,TR,08:30 am-09:50 am,Monticha Sompolvorachai (P),08/29-12/10,LWS 304
,,,,,,,R,10:15 am-12:15 pm,Monticha Sompolvorachai,12/15-12/15,UPH 002
50662,ECO,201,D,O,3,Principles Of Microeconomics,MW,08:30 am-09:50 am,Thomas Lebesmuehlbacher (P),08/29-12/10,LWS 302
,,,,,,,R,10:15 am-12:15 pm,Thomas Lebesmuehlbacher,12/15-12/15,BAC 102
,,,,,,,R,10:15 am-12:15 pm,TBA,12/15-12/15,BAC 101
15308,ECO,201,E,O,3,Principles Of Microeconomics,MW,10:00 am-11:20 am,Thomas Lebesmuehlbacher (P),08/29-12/10,LWS 302
,,,,,,,R,10:15 am-12:15 pm,Thomas Lebesmuehlbacher,12/15-12/15,BAC 102
,,,,,,,R,10:15 am-12:15 pm,TBA,12/15-12/15,BAC 101
51263,ECO,201,F,O,3,Principles Of Microeconomics,MW,08:30 am-09:50 am,Janice Rye Kinghorn (P),08/29-12/10,FSB 1006
,,,,,,,R,10:15 am-12:15 pm,Janice Rye Kinghorn,12/15-12/15,FSB 0019
16822,ECO,201,H,O,3,Principles Of Microeconomics,TR,11:30 am-12:50 pm,Gerald D. Granderson (P),08/29-12/10,FSB 0032
,,,,,,,R,10:15 am-12:15 pm,Gerald D. Granderson,12/15-12/15,LWS 100
10633,ECO,201,I,O,3,Principles Of Microeconomics,TR,01:00 pm-02:20 pm,Matthew Philip Makofske (P),08/29-12/10,FSB 0019
,,,,,,,R,10:15 am-12:15 pm,Matthew Philip Makofske,12/15-12/15,BEN 102
14135,ECO,201,J,O,3,Principles Of Microeconomics,TR,01:00 pm-02:20 pm,Gerald D. Granderson (P),08/29-12/10,FSB 0032
,,,,,,,R,10:15 am-12:15 pm,Gerald D. Granderson,12/15-12/15,LWS 100
15306,ECO,201,K,O,3,Principles Of Microeconomics,MW,01:00 pm-02:20 pm,Melissa A. Thomasson (P),08/29-12/10,FSB 0025
,,,,,,,R,10:15 am-12:15 pm,Melissa A. Thomasson,12/15-12/15,HUG 100
16826,ECO,201,L,O,3,Principles Of Microeconomics,MW,01:00 pm-02:20 pm,Thomas Lebesmuehlbacher (P),08/29-12/10,LWS 304
,,,,,,,R,10:15 am-12:15 pm,TBA,12/15-12/15,BAC 102
,,,,,,,R,10:15 am-12:15 pm,Thomas Lebesmuehlbacher,12/15-12/15,BAC 101
55905,ECO,201,M,O,3,Principles Of Microeconomics,WF,01:00 pm-02:20 pm,Jacob Brindley (P),08/29-12/10,FSB 0019
,,,,,,,R,10:15 am-12:15 pm,Jacob Brindley,12/15-12/15,PSN 128
69114,ECO,201,R,O,3,Principles Of Microeconomics,TR,11:30 am-12:50 pm,Matthew Philip Makofske (P),08/29-12/10,FSB 0019
,,,,,,,R,10:15 am-12:15 pm,Matthew Philip Makofske,12/15-12/15,BEN 102
69115,ECO,201,S,O,3,Principles Of Microeconomics,WF,11:30 am-12:50 pm,Jacob Brindley (P),08/29-12/10,FSB 0019
,,,,,,,R,10:15 am-12:15 pm,Jacob Brindley,12/15-12/15,PSN 128
16539,ECO,201,H A,H,3,Principles Of Microeconomics,MW,10:00 am-11:20 am,Monticha Sompolvorachai (P),08/29-12/10,UHH 112
,,,,,,,M,10:15 am-12:15 pm,Monticha Sompolvorachai,12/12-12/12,UHH 112
16540,ECO,201,H B,H,3,Principles Of Microeconomics,MW,05:30 pm-06:50 pm,Monticha Sompolvorachai (P),08/29-12/10,UHH 122
,,,,,,,W,05:00 pm-07:00 pm,Monticha Sompolvorachai,12/14-12/14,UHH 122
66025,ECO,201,M A,M,3,Principles Of Microeconomics,TR,10:00 am-11:20 am,Selcuk Misirlioglu (P),08/29-12/10,JHN 120
,,,,,,,T,10:15 am-12:15 pm,Selcuk Misirlioglu,12/13-12/13,JHN 120
70196,ECO,201,M B,M,3,Principles Of Microeconomics,TR,11:30 am-12:50 pm,Selcuk Misirlioglu (P),08/29-12/10,JHN 120
,,,,,,,R,10:15 am-12:15 pm,Selcuk Misirlioglu,12/15-12/15,JHN 120
15311,ECO,201H,A,O,3,Prin Of Microeconomics-Honors,MWF,08:30 am-09:25 am,Charles C. Moul (P),08/29-12/10,FSB 1036
,,,,,,,R,10:15 am-12:15 pm,Charles C. Moul,12/15-12/15,EGB 270
15325,ECO,201H,B,O,3,Prin Of Microeconomics-Honors,MWF,10:00 am-10:55 am,Charles C. Moul (P),08/29-12/10,FSB 1006
,,,,,,,R,10:15 am-12:15 pm,Charles C. Moul,12/15-12/15,EGB 270
55906,ECO,202,A,O,3,Principles Of Macroeconomics,TR,10:00 am-11:20 am,Michael Quinn Moody (P),08/29-12/10,LWS 304
,,,,,,,R,05:30 pm-07:30 pm,Michael Quinn Moody,12/15-12/15,MCG 322
14137,ECO,202,B,O,3,Principles Of Macroeconomics,TR,11:30 am-12:50 pm,Michael Quinn Moody (P),08/29-12/10,LWS 304
,,,,,,,R,05:30 pm-07:30 pm,Michael Quinn Moody,12/15-12/15,MCG 322
51266,ECO,202,C,O,3,Principles Of Macroeconomics,MW,11:30 am-12:50 pm,Amanda Caitlin Stype (P),08/29-12/10,LWS 302
,,,,,,,R,05:30 pm-07:30 pm,Amanda Caitlin Stype,12/15-12/15,BAC 101
,,,,,,,R,05:30 pm-07:30 pm,TBA,12/15-12/15,BAC 102
14138,ECO,202,D,O,3,Principles Of Macroeconomics,MW,04:00 pm-05:20 pm,Amanda Caitlin Stype (P),08/29-12/10,LWS 304
,,,,,,,R,05:30 pm-07:30 pm,Amanda Caitlin Stype,12/15-12/15,BAC 101
,,,,,,,R,05:30 pm-07:30 pm,TBA,12/15-12/15,BAC 102
16831,ECO,202,E,O,3,Principles Of Macroeconomics,TR,01:00 pm-02:20 pm,Norman C. Miller (P),08/29-12/10,FSB 0025
,,,,,,,R,05:30 pm-07:30 pm,Norman C. Miller,12/15-12/15,FSB 1000
,,,,,,,R,05:30 pm-07:30 pm,TBA,12/15-12/15,FSB 0019
16833,ECO,202,F,O,3,Principles Of Macroeconomics,MW,02:30 pm-03:50 pm,Amanda Caitlin Stype (P),08/29-12/10,LWS 304
,,,,,,,R,05:30 pm-07:30 pm,Amanda Caitlin Stype,12/15-12/15,BAC 101
,,,,,,,R,05:30 pm-07:30 pm,TBA,12/15-12/15,BAC 102
60089,ECO,202,G,O,3,Principles Of Macroeconomics,TR,02:30 pm-03:50 pm,Norman C. Miller (P),08/29-12/10,FSB 0025
,,,,,,,R,05:30 pm-07:30 pm,Norman C. Miller,12/15-12/15,FSB 1000
,,,,,,,R,05:30 pm-07:30 pm,TBA,12/15-12/15,FSB 0019
63972,ECO,202,H,O,3,Principles Of Macroeconomics,TR,11:30 am-12:50 pm,Ling Shao (P),08/29-12/10,FSB 0014
,,,,,,,R,05:30 pm-07:30 pm,Ling Shao,12/15-12/15,FSB 0032
69116,ECO,202,I,O,3,Principles Of Macroeconomics,TR,02:30 pm-03:50 pm,Michael Quinn Moody (P),08/29-12/10,LWS 302
,,,,,,,R,05:30 pm-07:30 pm,Michael Quinn Moody,12/15-12/15,MCG 322
16541,ECO,202,H A,H,3,Principles Of Macroeconomics,MW,01:00 pm-02:20 pm,Monticha Sompolvorachai (P),08/29-12/10,UHH 112
,,,,,,,M,12:30 pm-02:30 pm,Monticha Sompolvorachai,12/12-12/12,UHH 112
10644,ECO,301,A,O,3,Money And Banking,MW,04:00 pm-05:20 pm,Vita Faychuk (P),08/29-12/10,FSB 0032
,,,,,,,W,03:00 pm-05:00 pm,Vita Faychuk,12/14-12/14,FSB 0032
50756,ECO,301,B,O,3,Money And Banking,WF,10:00 am-11:20 am,Prosper Raynold (P),08/29-12/10,FSB 0019
,,,,,,,W,10:15 am-12:15 pm,Prosper Raynold,12/14-12/14,FSB 0019
66899,ECO,301,C,O,3,Money And Banking,MW,11:30 am-12:50 pm,Vita Faychuk (P),08/29-12/10,FSB 0032
,,,,,,,W,12:45 pm-02:45 pm,Vita Faychuk,12/14-12/14,FSB 0032
66900,ECO,301,D,O,3,Money And Banking,MW,01:00 pm-02:20 pm,Vita Faychuk (P),08/29-12/10,FSB 0032
,,,,,,,M,12:45 pm-02:45 pm,Vita Faychuk,12/12-12/12,FSB 0032
18144,ECO,311,A,O,3,Examining Econ Data & Models,TR,10:00 am-11:20 am,William E. Even (P),08/29-12/10,FSB 0005
,,,,,,,T,10:15 am-12:15 pm,William E. Even,12/13-12/13,FSB 0005
18145,ECO,311,B,O,3,Examining Econ Data & Models,TR,11:30 am-12:50 pm,William E. Even (P),08/29-12/10,FSB 0005
,,,,,,,R,12:45 pm-02:45 pm,William E. Even,12/15-12/15,FSB 0005
65903,ECO,311,C,O,3,Examining Econ Data & Models,MW,02:30 pm-03:50 pm,Jing Li (P),08/29-12/10,FSB 0014
,,,,,,,M,03:00 pm-05:00 pm,Jing Li,12/12-12/12,FSB 0014
67707,ECO,311,D,O,3,Examining Econ Data & Models,TR,05:30 pm-06:50 pm,George K. Davis (P),08/29-12/10,FSB 0021
,,,,,,,T,05:30 pm-07:30 pm,George K. Davis,12/13-12/13,FSB 0021
10645,ECO,315,A,O,3,Intermed Microeconomic Theory,M,01:00 pm-02:20 pm,Steven R. Elliott (P),08/29-12/10,FSB 0005
,,,,,,,F,01:00 pm-02:20 pm,Steven R. Elliott,08/29-12/10,FSB 0014
,,,,,,,R,10:15 am-12:15 pm,Steven R. Elliott,12/15-12/15,UPH 001
10646,ECO,315,B,O,3,Intermed Microeconomic Theory,TR,08:30 am-09:50 am,Austin Crowley Smith (P),08/29-12/10,FSB 0014
,,,,,,,R,10:15 am-12:15 pm,Austin Crowley Smith,12/15-12/15,KRG 319
10647,ECO,315,C,O,3,Intermed Microeconomic Theory,TR,10:00 am-11:20 am,Austin Crowley Smith (P),08/29-12/10,FSB 0014
,,,,,,,R,10:15 am-12:15 pm,Austin Crowley Smith,12/15-12/15,KRG 319
67709,ECO,315,D,O,3,Intermed Microeconomic Theory,M,10:00 am-11:20 am,Steven R. Elliott (P),08/29-12/10,FSB 0005
,,,,,,,F,10:00 am-11:20 am,Steven R. Elliott,08/29-12/10,FSB 0014
,,,,,,,R,10:15 am-12:15 pm,Steven R. Elliott,12/15-12/15,UPH 001
69124,ECO,315,E,O,3,Intermed Microeconomic Theory,TR,02:30 pm-03:50 pm,Gregory Thomas Niemesh (P),08/29-12/10,FSB 1006
,,,,,,,R,10:15 am-12:15 pm,Gregory Thomas Niemesh,12/15-12/15,MCG 322
69125,ECO,315,F,O,3,Intermed Microeconomic Theory,TR,04:00 pm-05:20 pm,Gregory Thomas Niemesh (P),08/29-12/10,FSB 1006
,,,,,,,R,10:15 am-12:15 pm,Gregory Thomas Niemesh,12/15-12/15,MCG 322
10648,ECO,317,A,O,3,Intermed Macroeconomic Theory,TR,01:00 pm-02:20 pm,Jonathan Stephen Wolff (P),08/29-12/10,FSB 1006
,,,,,,,M,10:15 am-12:15 pm,Jonathan Stephen Wolff,12/12-12/12,FSB 1006
10649,ECO,317,B,O,3,Intermed Macroeconomic Theory,WF,02:30 pm-03:50 pm,Nam Tuan Vu (P),08/29-12/10,FSB 0005
,,,,,,,M,10:15 am-12:15 pm,Nam Tuan Vu,12/12-12/12,HRN 111
14140,ECO,317,C,O,3,Intermed Macroeconomic Theory,MW,04:00 pm-05:20 pm,Kimberly Ann Berg (P),08/29-12/10,FSB 0014
,,,,,,,M,10:15 am-12:15 pm,Kimberly Ann Berg,12/12-12/12,UPH 001
66901,ECO,317,D,O,3,Intermed Macroeconomic Theory,WF,04:00 pm-05:20 pm,Nam Tuan Vu (P),08/29-12/10,FSB 0005
,,,,,,,M,10:15 am-12:15 pm,Nam Tuan Vu,12/12-12/12,HRN 111
69121,ECO,317,E,O,3,Intermed Macroeconomic Theory,MW,02:30 pm-03:50 pm,Kimberly Ann Berg (P),08/29-12/10,FSB 0019
,,,,,,,M,10:15 am-12:15 pm,Kimberly Ann Berg,12/12-12/12,UPH 001
70132,ECO,325,A,O,3,Economic Analysis Of Law,WF,04:00 pm-05:20 pm,Jacob Brindley (P),08/29-12/10,FSB 0019
,,,,,,,W,03:00 pm-05:00 pm,Jacob Brindley,12/14-12/14,FSB 0019
69128,ECO,331,A,O,3,Public Sector Economics,TR,08:30 am-09:50 am,Analisa Marie Packham (P),08/29-12/10,FSB 0005
,,,,,,,R,08:00 am-10:00 am,Analisa Marie Packham,12/15-12/15,FSB 0005
