CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
67151,AAA,334,A,O,3,Transnational Youth Cultures,M,04:00 pm-06:40 pm,Maki Smith (P),08/29-12/10,MCG 419
,,,,,,,W,03:00 pm-05:00 pm,Maki Smith,12/14-12/14,MCG 419
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
67374,BIO,104,WA,O,1,Success in the Sciences,M,06:00 pm-07:35 pm,Tyler Davis Hoskins (P),10/12-12/10,UPH 312
67382,BIO,104,WB,O,1,Success in the Sciences,R,06:00 pm-07:35 pm,Tyler Davis Hoskins (P),10/12-12/10,UPH 312
64274,BIO,115,AA,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,T,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 117
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64275,BIO,115,AB,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,M,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 121
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64279,BIO,115,AC,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,T,08:00 am-09:50 am,TBA,08/29-12/10,PSN 121
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64280,BIO,115,AD,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,W,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64282,BIO,115,AE,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,T,12:00 pm-01:50 pm,TBA,08/29-12/10,PSN 121
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64284,BIO,115,AF,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,M,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 310
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64286,BIO,115,AG,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,T,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 310
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64287,BIO,115,AH,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,R,10:00 am-11:50 am,TBA,08/29-12/10,PSN 121
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64288,BIO,115,AI,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,T,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 117
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
65299,BIO,115,AJ,O,4,Biolog Concepts: Ecol Evol Gen,MWF,11:30 am-12:25 pm,"David E. Russell (P), Rebecca Swanson Balish",08/29-12/10,PSN 128
,,,,,,,M,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 310
,,,,,,,W,12:45 pm-02:45 pm,David E. Russell,12/14-12/14,PSN 128
64291,BIO,115,BA,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,"R. James Hickey (P), David E. Russell",08/29-12/10,PSN 128
,,,,,,,T,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64296,BIO,115,BB,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,"R. James Hickey (P), David E. Russell",08/29-12/10,PSN 128
,,,,,,,M,04:00 pm-05:50 pm,TBA,08/29-12/10,PSN 121
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64300,BIO,115,BC,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,"R. James Hickey (P), David E. Russell",08/29-12/10,PSN 128
,,,,,,,M,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64302,BIO,115,BD,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,"R. James Hickey (P), David E. Russell",08/29-12/10,PSN 128
,,,,,,,T,08:00 am-09:50 am,TBA,08/29-12/10,PSN 310
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64305,BIO,115,BE,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,"R. James Hickey (P), David E. Russell",08/29-12/10,PSN 128
,,,,,,,T,12:00 pm-01:50 pm,TBA,08/29-12/10,PSN 117
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64330,BIO,115,BF,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,"R. James Hickey (P), David E. Russell",08/29-12/10,PSN 128
,,,,,,,T,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 121
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64331,BIO,115,BG,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,R. James Hickey (P),08/29-12/10,PSN 128
,,,,,,,T,02:00 pm-03:50 pm,David E. Russell,08/29-12/10,PSN 121
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64332,BIO,115,BH,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,R. James Hickey (P),08/29-12/10,PSN 128
,,,,,,,R,10:00 am-11:50 am,David E. Russell,08/29-12/10,PSN 117
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64333,BIO,115,BI,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,R. James Hickey (P),08/29-12/10,PSN 128
,,,,,,,R,10:00 am-11:50 am,David E. Russell,08/29-12/10,PSN 310
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
65423,BIO,115,BJ,O,4,Biolog Concepts: Ecol Evol Gen,MWF,02:30 pm-03:25 pm,R. James Hickey (P),08/29-12/10,PSN 128
,,,,,,,T,12:00 pm-01:50 pm,David E. Russell,08/29-12/10,PSN 310
,,,,,,,M,03:00 pm-05:00 pm,R. James Hickey,12/12-12/12,PSN 128
64334,BIO,115,CA,O,4,Biolog Concepts: Ecol Evol Gen,M,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 117
,,,,,,,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64335,BIO,115,CB,O,4,Biolog Concepts: Ecol Evol Gen,M,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 121
,,,,,,,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64336,BIO,115,CC,O,4,Biolog Concepts: Ecol Evol Gen,M,10:00 am-11:50 am,TBA,08/29-12/10,PSN 310
,,,,,,,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64337,BIO,115,CD,O,4,Biolog Concepts: Ecol Evol Gen,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,T,08:00 am-09:50 am,TBA,08/29-12/10,PSN 117
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64338,BIO,115,CE,O,4,Biolog Concepts: Ecol Evol Gen,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,T,12:00 pm-01:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64339,BIO,115,CF,O,4,Biolog Concepts: Ecol Evol Gen,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,T,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64340,BIO,115,CG,O,4,Biolog Concepts: Ecol Evol Gen,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,W,08:00 am-09:50 am,TBA,08/29-12/10,PSN 310
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64342,BIO,115,CH,O,4,Biolog Concepts: Ecol Evol Gen,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,W,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 121
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
64343,BIO,115,CI,O,4,Biolog Concepts: Ecol Evol Gen,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,W,08:00 am-09:50 am,TBA,08/29-12/10,PSN 122
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
65300,BIO,115,CJ,O,4,Biolog Concepts: Ecol Evol Gen,M,10:00 am-11:50 am,TBA,08/29-12/10,PSN 121
,,,,,,,TR,02:30 pm-03:50 pm,"Michelle D. Boone (P), Richard C. Moore",08/29-12/10,PSN 128
,,,,,,,R,03:00 pm-05:00 pm,Michelle D. Boone,12/15-12/15,PSN 128
69365,BIO,115,DA,O,4,Biolog Concepts: Ecol Evol Gen,M,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,TR,08:30 am-09:50 am,"Maribeth Oakes Hassett (P), Katie Lynn Summers",08/29-12/10,PSN 116
,,,,,,,R,08:00 am-10:00 am,Maribeth Oakes Hassett,12/15-12/15,PSN 116
69375,BIO,115,DB,O,4,Biolog Concepts: Ecol Evol Gen,TR,08:30 am-09:50 am,"Maribeth Oakes Hassett (P), Katie Lynn Summers",08/29-12/10,PSN 116
,,,,,,,R,10:00 am-11:50 am,TBA,08/29-12/10,PSN 122
,,,,,,,R,08:00 am-10:00 am,Maribeth Oakes Hassett,12/15-12/15,PSN 116
69377,BIO,115,DC,O,4,Biolog Concepts: Ecol Evol Gen,TR,08:30 am-09:50 am,"Maribeth Oakes Hassett (P), Katie Lynn Summers",08/29-12/10,PSN 116
,,,,,,,T,06:00 pm-07:50 pm,TBA,08/29-12/10,PSN 310
,,,,,,,R,08:00 am-10:00 am,Maribeth Oakes Hassett,12/15-12/15,PSN 116
64004,BIO,115,H A,H,4,Biolog Concepts: Ecol Evol Gen,MWF,10:00 am-10:55 am,Ann L. Rypstra (P),08/29-12/10,MOS 200
,,,,,,,T,09:00 am-10:50 am,Tina Lynette Gilliand,08/29-12/10,MOS 404
,,,,,,,F,09:00 am-09:50 am,Ann L. Rypstra,08/29-12/10,MOS 200
,,,,,,,M,10:15 am-12:15 pm,Ann L. Rypstra,12/12-12/12,MOS 200
64005,BIO,115,H B,H,4,Biolog Concepts: Ecol Evol Gen,MWF,10:00 am-10:55 am,Ann L. Rypstra (P),08/29-12/10,MOS 200
,,,,,,,W,08:00 am-09:50 am,TBA,08/29-12/10,MOS 404
,,,,,,,F,09:00 am-09:50 am,Ann L. Rypstra,08/29-12/10,MOS 200
,,,,,,,M,10:15 am-12:15 pm,Ann L. Rypstra,12/12-12/12,MOS 200
64006,BIO,115,H C,H,4,Biolog Concepts: Ecol Evol Gen,MWF,10:00 am-10:55 am,Ann L. Rypstra (P),08/29-12/10,MOS 200
,,,,,,,W,11:00 am-12:50 pm,TBA,08/29-12/10,MOS 404
,,,,,,,F,09:00 am-09:50 am,Ann L. Rypstra,08/29-12/10,MOS 200
,,,,,,,M,10:15 am-12:15 pm,Ann L. Rypstra,12/12-12/12,MOS 200
64007,BIO,115,H D,H,4,Biolog Concepts: Ecol Evol Gen,MWF,10:00 am-10:55 am,Ann L. Rypstra (P),08/29-12/10,MOS 200
,,,,,,,R,09:00 am-10:50 am,Tina Lynette Gilliand,08/29-12/10,MOS 404
,,,,,,,F,09:00 am-09:50 am,Ann L. Rypstra,08/29-12/10,MOS 200
,,,,,,,M,10:15 am-12:15 pm,Ann L. Rypstra,12/12-12/12,MOS 200
64713,BIO,115H,HA,O,4,Biolog Concepts: Ecol Evol Gen,MWF,01:00 pm-01:55 pm,"R. James Hickey (P), Rebecca Swanson Balish",08/29-12/10,PSN 112
,,,,,,,M,04:00 pm-05:50 pm,TBA,08/29-12/10,PSN 117
,,,,,,,M,12:45 pm-02:45 pm,R. James Hickey,12/12-12/12,PSN 112
64715,BIO,115H,HC,O,4,Biolog Concepts: Ecol Evol Gen,MWF,01:00 pm-01:55 pm,"R. James Hickey (P), Rebecca Swanson Balish",08/29-12/10,PSN 112
,,,,,,,T,08:00 am-09:50 am,TBA,08/29-12/10,PSN 122
,,,,,,,M,12:45 pm-02:45 pm,R. James Hickey,12/12-12/12,PSN 112
64716,BIO,115H,HD,O,4,Biolog Concepts: Ecol Evol Gen,MWF,01:00 pm-01:55 pm,"R. James Hickey (P), Rebecca Swanson Balish",08/29-12/10,PSN 112
,,,,,,,M,04:00 pm-05:50 pm,TBA,08/29-12/10,PSN 122
,,,,,,,M,12:45 pm-02:45 pm,R. James Hickey,12/12-12/12,PSN 112
64162,BIO,116,M A,M,4,Biological Concepts: Structure,WF,08:30 am-09:50 am,Paul A. Harding (P),08/29-12/10,LVH 100
,,,,,,,W,10:00 am-11:50 am,Paul A. Harding,08/29-12/10,LVH 108
,,,,,,,F,08:00 am-10:00 am,Paul A. Harding,12/16-12/16,LVH 100
65548,BIO,116,M B,M,4,Biological Concepts: Structure,WF,08:30 am-09:50 am,Paul A. Harding (P),08/29-12/10,LVH 100
,,,,,,,F,10:00 am-11:50 am,Paul A. Harding,08/29-12/10,LVH 108
,,,,,,,F,08:00 am-10:00 am,Paul A. Harding,12/16-12/16,LVH 100
70691,BIO,116,M C,M,4,Biological Concepts: Structure,T,10:00 am-11:50 am,Lacey Danee Campbell,08/29-12/10,LVH 107
,,,,,,,WF,08:30 am-09:50 am,Paul A. Harding (P),08/29-12/10,LVH 100
,,,,,,,F,08:00 am-10:00 am,Paul A. Harding,12/16-12/16,LVH 100
64344,BIO,121,A,O,3,Environmental Biology,TR,11:30 am-12:50 pm,Lisa Annette McWilliams-Ortman (P),08/29-12/10,PSN 128
,,,,,,,R,12:45 pm-02:45 pm,Lisa Annette McWilliams-Ortman,12/15-12/15,PSN 128
64345,BIO,121,B,O,3,Environmental Biology,MW,04:00 pm-05:20 pm,Ashley Daniell Walters (P),08/29-12/10,BEN 115
,,,,,,,W,03:00 pm-05:00 pm,Ashley Daniell Walters,12/14-12/14,BEN 115
64346,BIO,121,C,O,3,Environmental Biology,TR,01:00 pm-02:20 pm,Lisa Annette McWilliams-Ortman (P),08/29-12/10,PSN 128
,,,,,,,T,12:45 pm-02:45 pm,Lisa Annette McWilliams-Ortman,12/13-12/13,PSN 128
68618,BIO,121,D,O,3,Environmental Biology,TR,04:00 pm-05:20 pm,Lisa Annette McWilliams-Ortman (P),08/29-12/10,PSN 128
,,,,,,,T,03:00 pm-05:00 pm,Lisa Annette McWilliams-Ortman,12/13-12/13,PSN 128
64009,BIO,121,H A,H,3,Environmental Biology,TR,10:00 am-11:20 am,Constance Pope (P),08/29-12/10,MOS 502
,,,,,,,T,10:15 am-12:15 pm,Constance Pope,12/13-12/13,MOS 502
64010,BIO,121,H B,H,3,Environmental Biology,TR,11:30 am-12:50 pm,Constance Pope (P),08/29-12/10,MOS 502
,,,,,,,R,10:15 am-12:15 pm,Constance Pope,12/15-12/15,MOS 502
64011,BIO,121,H C,H,3,Environmental Biology,T,07:00 pm-09:50 pm,Regina M. Willen (P),08/29-12/10,MOS 400
,,,,,,,T,07:15 pm-09:15 pm,Regina M. Willen,12/13-12/13,MOS 400
70126,BIO,121,MVA,M,3,Environmental Biology,MWR,10:30 am-12:00 pm,Carolyn Howes Keiffer (P),09/06-11/07,LVH 100
64903,BIO,121H,A,O,3,Environmental Biology,TR,04:00 pm-05:20 pm,David E. Russell (P),08/29-12/10,BAC 250
,,,,,,,T,03:00 pm-05:00 pm,David E. Russell,12/13-12/13,BAC 250
64347,BIO,131,B,O,3,Plants Humanity & Environment,MW,08:30 am-09:25 am,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,F,08:30 am-09:25 am,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,F,08:00 am-10:00 am,Alfredo J. Huerta,12/16-12/16,PSN 128
64348,BIO,131,C,O,3,Plants Humanity & Environment,MW,08:30 am-09:25 am,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,F,10:00 am-10:55 am,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,F,08:00 am-10:00 am,Alfredo J. Huerta,12/16-12/16,PSN 128
64349,BIO,131,D,O,3,Plants Humanity & Environment,MW,08:30 am-09:25 am,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,F,11:30 am-12:25 pm,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,F,08:00 am-10:00 am,Alfredo J. Huerta,12/16-12/16,PSN 128
64350,BIO,131,E,O,3,Plants Humanity & Environment,MW,08:30 am-09:25 am,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,F,01:00 pm-01:55 pm,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,F,08:00 am-10:00 am,Alfredo J. Huerta,12/16-12/16,PSN 128
64351,BIO,131,J,O,3,Plants Humanity & Environment,MW,01:00 pm-01:55 pm,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,R,08:30 am-09:25 am,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,M,12:45 pm-02:45 pm,Alfredo J. Huerta,12/12-12/12,PSN 128
64352,BIO,131,K,O,3,Plants Humanity & Environment,MW,01:00 pm-01:55 pm,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,R,10:00 am-10:55 am,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,M,12:45 pm-02:45 pm,Alfredo J. Huerta,12/12-12/12,PSN 128
64353,BIO,131,L,O,3,Plants Humanity & Environment,MW,01:00 pm-01:55 pm,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,R,11:30 am-12:25 pm,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,M,12:45 pm-02:45 pm,Alfredo J. Huerta,12/12-12/12,PSN 128
64354,BIO,131,M,O,3,Plants Humanity & Environment,MW,01:00 pm-01:55 pm,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,R,01:00 pm-01:55 pm,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,M,12:45 pm-02:45 pm,Alfredo J. Huerta,12/12-12/12,PSN 128
64355,BIO,131,N,O,3,Plants Humanity & Environment,MW,01:00 pm-01:55 pm,Alfredo J. Huerta (P),08/29-12/10,PSN 128
,,,,,,,R,02:30 pm-03:25 pm,Alfredo J. Huerta,08/29-12/10,PSN 320
,,,,,,,M,12:45 pm-02:45 pm,Alfredo J. Huerta,12/12-12/12,PSN 128
64455,BIO,131,H A,H,3,Plants Humanity & Environment,W,07:00 pm-09:10 pm,Julianna Leigh Johns (P),08/29-12/10,MOS 408
,,,,,,,W,07:15 pm-09:15 pm,Julianna Leigh Johns,12/14-12/14,MOS 408
67553,BIO,131,H B,H,3,Plants Humanity & Environment,TR,04:00 pm-05:20 pm,Lacey Danee Campbell (P),08/29-12/10,MOS 500
,,,,,,,T,02:45 pm-04:45 pm,Lacey Danee Campbell,12/13-12/13,MOS 500
65040,BIO,131,V A,V,3,Plants Humanity & Environment,T,07:00 pm-08:55 pm,Julianna Leigh Johns (P),08/29-12/10,VOA 111
,,,,,,,T,07:15 pm-09:15 pm,Julianna Leigh Johns,12/13-12/13,VOA 111
68537,BIO,147,QA,O,1,Introductory Seminar,T,04:00 pm-04:55 pm,Douglas Meikle (P),09/12-12/10,LWS 100
,,,,,,,T,03:00 pm-05:00 pm,Douglas Meikle,12/13-12/13,LWS 100
64356,BIO,155,VA,O,3,Field Botany,MW,08:30 am-11:20 am,Nancy L. Smith-Huerta (P),09/06-11/07,PSN 320
64357,BIO,155,VB,O,3,Field Botany,MW,11:30 am-02:20 pm,Nancy L. Smith-Huerta (P),09/06-11/07,PSN 320
64358,BIO,155,VC,O,3,Field Botany,TR,08:30 am-11:20 am,Nancy L. Smith-Huerta (P),09/06-11/07,BOY 133
64359,BIO,155,VD,O,3,Field Botany,TR,11:30 am-02:20 pm,Nancy L. Smith-Huerta (P),09/06-11/07,BOY 133
64360,BIO,155,VE,O,3,Field Botany,TR,02:30 pm-05:20 pm,Nancy L. Smith-Huerta (P),09/06-11/07,BOY 133
64361,BIO,155,VF,O,3,Field Botany,MW,02:30 pm-05:20 pm,Nancy L. Smith-Huerta (P),09/06-11/07,PSN 320
64014,BIO,155,HVA,H,3,Field Botany,MF,01:00 pm-04:30 pm,Brian Grubb (P),09/06-11/07,PHE 202
66089,BIO,155,MVA,M,3,Field Botany,TR,01:00 pm-04:30 pm,Carolyn Howes Keiffer (P),09/06-11/07,LVH 108
64362,BIO,161,AA,O,4,Principles of Human Physiology,MWF,08:30 am-09:25 am,Michael F. Wright (P),08/29-12/10,HRN 304
,,,,,,,T,08:00 am-09:50 am,Michael F. Wright,08/29-12/10,PSN 217
,,,,,,,F,08:00 am-10:00 am,Michael F. Wright,12/16-12/16,HRN 304
64363,BIO,161,AB,O,4,Principles of Human Physiology,MWF,08:30 am-09:25 am,Michael F. Wright (P),08/29-12/10,HRN 304
,,,,,,,T,10:00 am-11:50 am,Michael F. Wright,08/29-12/10,PSN 217
,,,,,,,F,08:00 am-10:00 am,Michael F. Wright,12/16-12/16,HRN 304
64364,BIO,161,AC,O,4,Principles of Human Physiology,MWF,08:30 am-09:25 am,Michael F. Wright (P),08/29-12/10,HRN 304
,,,,,,,R,10:00 am-11:50 am,Michael F. Wright,08/29-12/10,PSN 217
,,,,,,,F,08:00 am-10:00 am,Michael F. Wright,12/16-12/16,HRN 304
64365,BIO,161,AD,O,4,Principles of Human Physiology,MWF,08:30 am-09:25 am,Michael F. Wright (P),08/29-12/10,HRN 304
,,,,,,,R,06:00 pm-07:50 pm,Michael F. Wright,08/29-12/10,PSN 217
,,,,,,,F,08:00 am-10:00 am,Michael F. Wright,12/16-12/16,HRN 304
64368,BIO,161,BB,O,4,Principles of Human Physiology,TR,11:30 am-12:50 pm,Tracy Haynes (P),08/29-12/10,PSN 116
,,,,,,,W,10:00 am-11:50 am,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,12:45 pm-02:45 pm,Tracy Haynes,12/15-12/15,PSN 116
64372,BIO,161,BC,O,4,Principles of Human Physiology,TR,11:30 am-12:50 pm,Tracy Haynes (P),08/29-12/10,PSN 116
,,,,,,,W,02:00 pm-03:50 pm,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,12:45 pm-02:45 pm,Tracy Haynes,12/15-12/15,PSN 116
64389,BIO,161,BD,O,4,Principles of Human Physiology,TR,11:30 am-12:50 pm,Tracy Haynes (P),08/29-12/10,PSN 116
,,,,,,,W,04:00 pm-05:50 pm,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,12:45 pm-02:45 pm,Tracy Haynes,12/15-12/15,PSN 116
64390,BIO,161,BE,O,4,Principles of Human Physiology,TR,11:30 am-12:50 pm,Tracy Haynes (P),08/29-12/10,PSN 116
,,,,,,,T,04:00 pm-05:50 pm,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,12:45 pm-02:45 pm,Tracy Haynes,12/15-12/15,PSN 116
64391,BIO,161,CA,O,4,Principles of Human Physiology,TR,02:30 pm-03:50 pm,Tracy Haynes (P),08/29-12/10,PSN 112
,,,,,,,R,12:00 pm-01:50 pm,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,03:00 pm-05:00 pm,Tracy Haynes,12/15-12/15,PSN 112
64392,BIO,161,CB,O,4,Principles of Human Physiology,TR,02:30 pm-03:50 pm,Tracy Haynes (P),08/29-12/10,PSN 112
,,,,,,,W,06:00 pm-07:50 pm,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,03:00 pm-05:00 pm,Tracy Haynes,12/15-12/15,PSN 112
64393,BIO,161,CC,O,4,Principles of Human Physiology,TR,02:30 pm-03:50 pm,Tracy Haynes (P),08/29-12/10,PSN 112
,,,,,,,W,08:00 am-09:50 am,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,03:00 pm-05:00 pm,Tracy Haynes,12/15-12/15,PSN 112
64395,BIO,161,CE,O,4,Principles of Human Physiology,TR,02:30 pm-03:50 pm,Tracy Haynes (P),08/29-12/10,PSN 112
,,,,,,,T,12:00 pm-01:50 pm,Tracy Haynes,08/29-12/10,PSN 217
,,,,,,,R,03:00 pm-05:00 pm,Tracy Haynes,12/15-12/15,PSN 112
66437,BIO,161,DA,O,4,Principles of Human Physiology,MW,04:00 pm-05:20 pm,Sean Ryan Taylor (P),08/29-12/10,UPH 275
,,,,,,,R,04:00 pm-05:50 pm,TBA,08/29-12/10,PSN 217
,,,,,,,W,03:00 pm-05:00 pm,Sean Ryan Taylor,12/14-12/14,UPH 275
66438,BIO,161,DB,O,4,Principles of Human Physiology,MW,04:00 pm-05:20 pm,Sean Ryan Taylor (P),08/29-12/10,UPH 275
,,,,,,,T,02:00 pm-03:50 pm,TBA,08/29-12/10,PSN 217
,,,,,,,W,03:00 pm-05:00 pm,Sean Ryan Taylor,12/14-12/14,UPH 275
64015,BIO,161,H A,H,4,Principles of Human Physiology,TR,10:00 am-11:20 am,Anne Christine Minter (P),08/29-12/10,MOS 312
,,,,,,,T,08:00 am-09:50 am,David J. Berg,08/29-12/10,MOS 414
,,,,,,,T,10:15 am-12:15 pm,Anne Christine Minter,12/13-12/13,MOS 312
64016,BIO,161,H B,H,4,Principles of Human Physiology,TR,10:00 am-11:20 am,Anne Christine Minter (P),08/29-12/10,MOS 312
