section,Fall Semester 2017,65036,AMS,207,America: Global-Intercultural,C,3,MWF,985,1030,PSYC 131,TBA,08/28,12/16,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,67083,AMS,207,America: Global-Intercultural,D,3,TR,605,685,UPH 312,Oana Godeanu-Kenworthy,08/28,12/16,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,67084,AMS,207,America: Global-Intercultural,E,3,TR,700,780,EGB 165,Oana Godeanu-Kenworthy,08/28,12/16,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,69608,AMS,207H,America - A Global Context-Hon,A,3,WF,890,970,UPH 131,Sandra Garner,08/28,12/16,CASB - Humanities and FND - Global Course and Honors Course and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,64648,AMS,211,Writing with Purpose,A,3,TR,605,685,BAC 143,TBA,08/28,12/16,
section,Fall Semester 2017,69562,AMS,216,Introduction to Public History,A,3,MW,605,685,UPH 312,Helen Sheumaker,08/28,12/16,CASB - Humanities
section,Fall Semester 2017,69643,AMS,222,Italian American Culture,A,3,TR,890,970,KRG 221,Daniele Fioretti,08/28,12/16,CASB - Humanities and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,71771,AMS,248,Asian American Literature,A,3,WF,795,875,UPH 163,Yu-Fang Cho,08/28,12/16,CASB - Humanities and FND - Global Course and Hybrid (Partially Online) and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,70238,AMS,278,Food Studies & Food Systems,A,4,MW,605,710,UPH 163,Marguerite Shaffer,08/28,12/16,
meet,Fall Semester 2017,70238,AMS,278,Food Studies & Food Systems,A,4,W,855,965,MCG 422,TBA,08/28,12/16,
section,Fall Semester 2017,70239,AMS,278,Food Studies & Food Systems,B,4,MW,605,710,UPH 163,Marguerite Shaffer,08/28,12/16,
meet,Fall Semester 2017,70239,AMS,278,Food Studies & Food Systems,B,4,F,605,715,UPH 167,TBA,08/28,12/16,
section,Fall Semester 2017,70240,AMS,278,Food Studies & Food Systems,C,4,MW,605,710,UPH 163,Marguerite Shaffer,08/28,12/16,
meet,Fall Semester 2017,70240,AMS,278,Food Studies & Food Systems,C,4,F,730,840,MCG 119,TBA,08/28,12/16,
section,Fall Semester 2017,71995,AMS,278,Food Studies & Food Systems,D,4,MW,605,710,UPH 163,Marguerite Shaffer,08/28,12/16,
meet,Fall Semester 2017,71995,AMS,278,Food Studies & Food Systems,D,4,W,730,840,UPH 361,TBA,08/28,12/16,
section,Fall Semester 2017,72377,AMS,285,Intro to African American Mus,A,3,MW,700,780,CPA 150,Tammy Kernodle,08/28,12/16,FND - Global Course and Intercultural Perspectives and FND - Creative Arts and FND - Humanities and Thematic Sequence
section,Fall Semester 2017,66908,AMS,305,American Icons,A,3,TR,795,875,BEN 213,Oana Godeanu-Kenworthy,08/28,12/16,Intercultural Perspectives
section,Fall Semester 2017,71862,AMS,310,Special Topics Amer Studies,A,3,TR,890,970,BEN 213,Damon Scott,08/28,12/16,
section,Fall Semester 2017,71864,AMS,346,Issues Stdy Native Amer Relgns,A,3,WF,700,780,UPH 312,Sandra Garner,08/28,12/16,CASB - Humanities and Thematic Sequence
section,Fall Semester 2017,71945,AMS,348,Ethnic American Literature,A,3,MW,605,685,BAC 256,Brian Roley,08/28,12/16,CASB - Humanities and Intercultural Perspectives
section,Fall Semester 2017,72129,AMS,362,Era of the American Revolution,A,3,MW,890,970,HRN 313,Lindsay Regele,08/28,12/16,CASB - Humanities
section,Fall Semester 2017,72378,AMS,386,The History of Hip Hop,A,3,MW,795,875,ART 136,Tammy Kernodle,08/28,12/16,Intercultural Perspectives and Thematic Sequence
section,Fall Semester 2017,65788,AMS,435,Public History Practicum,A,3,MW,985,1065,UPH 226,Helen Sheumaker,08/28,12/16,CASB - Humanities
