CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
78563,KNH,150M,UB,2,Mountain Biking,TR,04:25 pm-06:15 pm,Robert Alan Feldman (P),04/02-05/19,PHI 212,
80070,KNH,182,A,2,Introduction Athletic Training,MW,01:15 pm-02:10 pm,Patricia J. Troesch (P),01/29-05/19,PHI 029,
82014,KNH,184,B,3,Motor Skill Lrng & Performance,MWF,11:40 am-12:35 pm,William P. Berg (P),01/29-05/19,PHI 116,
82015,KNH,184,C,3,Motor Skill Lrng & Performance,MWF,01:15 pm-02:10 pm,William P. Berg (P),01/29-05/19,PHI 116,
67730,KNH,184L,A,1,Motor Skill Lrning & Perf. Lab,M,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 029,
67731,KNH,184L,B,1,Motor Skill Lrning & Perf. Lab,W,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 029,
67732,KNH,184L,C,1,Motor Skill Lrning & Perf. Lab,W,08:00 am-09:50 am,TBA,01/29-05/19,PHI 029,
82197,KNH,184L,D,1,Motor Skill Lrning & Perf. Lab,W,06:00 pm-07:50 pm,TBA,01/29-05/19,PHI 029,
82198,KNH,184L,E,1,Motor Skill Lrning & Perf. Lab,R,08:00 am-09:50 am,TBA,01/29-05/19,PHI 029,
82199,KNH,184L,F,1,Motor Skill Lrning & Perf. Lab,R,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 029,
67736,KNH,184L,G,1,Motor Skill Lrning & Perf. Lab,R,04:25 pm-06:15 pm,TBA,01/29-05/19,PHI 029,
82200,KNH,184L,H,1,Motor Skill Lrning & Perf. Lab,T,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 029,
74929,KNH,188,A,3,Physical Activity and Health,TR,01:15 pm-02:35 pm,Cynthia Ann Savage (P),01/29-05/19,MCG 418,FND - Social Science and Thematic Sequence
82023,KNH,188,B,3,Physical Activity and Health,MW,01:15 pm-02:35 pm,Jennifer Sliger (P),01/29-05/19,PHI 210,FND - Social Science and Thematic Sequence
82024,KNH,188,D,3,Physical Activity and Health,TR,11:40 am-12:35 pm,Jennifer Sliger (P),01/29-05/19,TBA,FND - Social Science and Thematic Sequence
78320,KNH,188,E,3,Physical Activity and Health,TR,01:15 pm-02:35 pm,Christina M. Ohlinger (P),01/29-05/19,PHI 116,FND - Social Science and Thematic Sequence
83384,KNH,188,F,3,Physical Activity and Health,TR,10:05 am-11:25 am,Christina M. Ohlinger (P),01/29-05/19,TBA,FND - Social Science and Thematic Sequence
82062,KNH,194,A,2,Standard First Aid & CPR,TR,10:05 am-11:25 am,Warren H. Mandrell (P),01/29-05/19,PHI 127,
83224,KNH,194,B,2,Standard First Aid & CPR,M,06:00 pm-07:55 pm,Warren H. Mandrell (P),01/29-05/19,PHI 116,
82275,KNH,194L,A,1,Standard First Aid & CPR Lab,T,06:00 pm-07:50 pm,Warren H. Mandrell (P),01/29-05/19,PHI 116,
82276,KNH,194L,B,1,Standard First Aid & CPR Lab,R,04:00 pm-05:50 pm,Warren H. Mandrell (P),01/29-05/19,PHI 116,
83225,KNH,194L,C,1,Standard First Aid & CPR Lab,M,08:05 pm-09:55 pm,Warren H. Mandrell (P),01/29-05/19,PHI 116,
83226,KNH,194L,D,1,Standard First Aid & CPR Lab,W,08:05 pm-09:55 pm,Warren H. Mandrell (P),01/29-05/19,PHI 116,
71527,KNH,203,A,3,Nutr in Disease Prevention Mgt,MW,01:15 pm-03:05 pm,Nancy S. Parkinson (P),01/29-05/19,PHI 102,
67752,KNH,205,A,3,U'stng Drugs Health Prom Prof,MWF,01:15 pm-02:10 pm,Lauren Aimee Bartsch (P),01/29-05/19,PHI 127,
77017,KNH,209,TA,3,Medical Terminology,,TBA,Nancy Justine Malay (P),02/05-03/31,WEB,Online Course/DistanceLearning
77058,KNH,209,TB,3,Medical Terminology,,TBA,Nancy Justine Malay (P),02/05-03/31,WEB,Online Course/DistanceLearning
78707,KNH,209,TC,3,Medical Terminology,,TBA,Mary R Brooks (P),02/05-03/31,WEB,Online Course/DistanceLearning
78846,KNH,209,TE,3,Medical Terminology,,TBA,Christine L. Campbell (P),02/05-03/31,WEB,Online Course/DistanceLearning
80444,KNH,209,TF,3,Medical Terminology,,TBA,Roberta Pohlman (P),02/05-03/31,WEB,Online Course/DistanceLearning
80484,KNH,209,TG,3,Medical Terminology,,TBA,Jennifer Zabriskie Timmerman (P),02/05-03/31,WEB,Online Course/DistanceLearning
80500,KNH,209,TI,3,Medical Terminology,,TBA,Amy Michelle Schlessman (P),02/05-03/31,WEB,Online Course/DistanceLearning
80501,KNH,209,TJ,3,Medical Terminology,,TBA,Adam Doyle Testerman (P),02/05-03/31,WEB,Online Course/DistanceLearning
80502,KNH,209,TK,3,Medical Terminology,,TBA,Mary Carol Bonham-Richardson (P),02/05-03/31,WEB,Online Course/DistanceLearning
74930,KNH,209,UA,3,Medical Terminology,,TBA,Nancy Justine Malay (P),04/02-05/19,WEB,Online Course/DistanceLearning
77018,KNH,209,UB,3,Medical Terminology,,TBA,Emily Elizabeth Davie (P),04/02-05/19,WEB,Online Course/DistanceLearning
74725,KNH,212,A,3,Sport Management,M,04:00 pm-06:40 pm,Brendan Danker (P),01/29-05/19,PHI 123,
75833,KNH,212,B,3,Sport Management,TR,10:05 am-11:25 am,Tanisha Marie Strickland (P),01/29-05/19,UPH 297,
82012,KNH,212,C,3,Sport Management,TR,01:15 pm-02:35 pm,Tanisha Marie Strickland (P),01/29-05/19,PHI 127,
82013,KNH,212,D,3,Sport Management,TR,04:25 pm-05:45 pm,Tanisha Marie Strickland (P),01/29-05/19,PHI 210,
72376,KNH,213,A,3,Global and Community Nutrition,WF,01:15 pm-02:35 pm,Mary Elizabeth Miller (P),01/29-05/19,PHI 215,FND - Global Course
83334,KNH,218,A,3,Applied Health Beh Change,TR,11:40 am-01:00 pm,Paul W. Branscum (P),01/29-05/19,MCG 419,
83235,KNH,225,A,3,Ethics in Sport,TR,11:40 am-01:00 pm,Samuel P. Morris (P),01/29-05/19,PHI 116,
83343,KNH,225,B,3,Ethics in Sport,TR,01:15 pm-02:35 pm,Samuel P. Morris (P),01/29-05/19,PHI 210,
67754,KNH,242,A,3,Personal Health,TR,01:15 pm-02:35 pm,Jennifer Sliger (P),01/29-05/19,PHI 215,FND - Social Science
74647,KNH,242,B,3,Personal Health,,TBA,Lauren Aimee Bartsch (P),01/29-05/19,WEB,FND - Social Science and Online Course/DistanceLearning
78252,KNH,242,C,3,Personal Health,MWF,10:05 am-11:00 am,Lauren Aimee Bartsch (P),01/29-05/19,PHI 215,FND - Social Science
78253,KNH,242,D,3,Personal Health,TR,04:25 pm-05:45 pm,Cynthia Ann Savage (P),01/29-05/19,SHD 052,FND - Social Science
83880,KNH,242,E,3,Personal Health,TR,02:50 pm-04:10 pm,Cynthia Ann Savage (P),01/29-05/19,SHD 052,FND - Social Science
67755,KNH,244,A,3,Functional Anatomy,MW,08:30 am-09:50 am,Dean Loren Smith (P),01/29-05/19,PHI 210,
67756,KNH,244,B,3,Functional Anatomy,MF,10:05 am-11:25 am,Dean Loren Smith (P),01/29-05/19,PHI 210,
67757,KNH,244,C,3,Functional Anatomy,TR,11:40 am-01:00 pm,Emily Elizabeth Davie (P),01/29-05/19,PHI 210,
67758,KNH,244L,A,1,Functional Anatomy Laboratory,M,12:10 pm-02:00 pm,TBA,01/29-05/19,PHI 212,
67759,KNH,244L,B,1,Functional Anatomy Laboratory,T,08:00 am-09:50 am,TBA,01/29-05/19,PHI 212,
67760,KNH,244L,C,1,Functional Anatomy Laboratory,T,10:05 am-11:55 am,TBA,01/29-05/19,PHI 212,
67761,KNH,244L,D,1,Functional Anatomy Laboratory,W,12:10 pm-02:00 pm,TBA,01/29-05/19,PHI 212,
67762,KNH,244L,E,1,Functional Anatomy Laboratory,M,02:15 pm-04:05 pm,Emily Elizabeth Davie (P),01/29-05/19,PHI 212,
76559,KNH,244L,F,1,Functional Anatomy Laboratory,F,12:10 pm-02:00 pm,TBA,01/29-05/19,PHI 212,
76560,KNH,244L,G,1,Functional Anatomy Laboratory,R,12:10 pm-02:00 pm,TBA,01/29-05/19,PHI 212,
76561,KNH,244L,H,1,Functional Anatomy Laboratory,R,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 212,
67764,KNH,245,B,3,Health Issues for Children,R,04:25 pm-06:55 pm,Lori Anne Cottingim (P),01/29-05/19,PHI 215,
74722,KNH,272,A,3,Cont Persp in Sport Leadership,MW,02:50 pm-04:10 pm,Thelma S. Horn (P),01/29-05/19,PHI 210,
82008,KNH,272,B,3,Cont Persp in Sport Leadership,W,06:30 pm-09:10 pm,Thelma S. Horn (P),01/29-05/19,PHI 215,
82416,KNH,272,C,3,Cont Persp in Sport Leadership,TR,11:40 am-01:00 pm,Brendan Danker (P),01/29-05/19,MCG 221,
83238,KNH,272,D,3,Cont Persp in Sport Leadership,TR,01:15 pm-02:35 pm,Brendan Danker (P),01/29-05/19,UPH 209,
82005,KNH,274,A,3,Critical Perspectives on Body,WF,11:40 am-01:00 pm,Matthew Ross Hodler (P),01/29-05/19,MCG 225,
82006,KNH,274,B,3,Critical Perspectives on Body,WF,01:15 pm-02:35 pm,Matthew Ross Hodler (P),01/29-05/19,MCG 419,
67768,KNH,276,A,3,Current Issues inLeisure&Sport,WF,08:30 am-09:50 am,Jennifer L. Edwards (P),01/29-05/19,MCG 223,CASC - Social Science and FND - Social Science
67770,KNH,279,A,3,African Americans in Sports,MW,11:40 am-01:00 pm,Othello Harris (P),01/29-05/19,MCG 222,CASC - Social Science and Intercultural Perspectives and FND - Social Science
69661,KNH,286B,A,1,Practicum: Athletic Trng II,T,10:05 am-11:00 am,Emily Elizabeth Davie (P),01/29-05/19,PHI 029,
69662,KNH,286D,A,1,Practicum: Athletic Trng IV,R,10:05 am-11:00 am,Emily Elizabeth Davie (P),01/29-05/19,PHI 029,
69663,KNH,286F,A,1,Practicum: Athletic Trng VI,F,10:05 am-11:00 am,Patricia J. Troesch (P),01/29-05/19,PHI 029,
67776,KNH,287,A,3,Eval & Asmt of AI Extremities,MW,08:30 am-09:50 am,Eric Kent Brooks (P),01/29-05/19,PHI 029,
67777,KNH,287L,A,1,Eval&Assmt of Extremities Lab,R,08:00 am-09:50 am,Eric Kent Brooks (P),01/29-05/19,PHI 029,
81776,KNH,289,A,3,Therapeutic Exercise,MW,11:40 am-01:00 pm,Eric Kent Brooks (P),01/29-05/19,PHI 029,
82026,KNH,303,A,3,Food Systems Mgt.,M,04:25 pm-07:05 pm,Nancy S. Parkinson (P),01/29-05/19,PHI 102,Hybrid (Partially Online)
75819,KNH,304,A,3,Advanced Nutrition,,TBA,Sara M. Tamsukhin (P),01/29-05/19,WEB,Online Course/DistanceLearning
79794,KNH,304,B,3,Advanced Nutrition,MW,10:05 am-11:25 am,Nancy S. Parkinson (P),01/29-05/19,PHI 102,
74726,KNH,313,A,3,Sport Economics and Finance,TR,11:40 am-01:00 pm,Adam Scott Beissel (P),01/29-05/19,BEN 100,
78263,KNH,313,B,3,Sport Economics and Finance,TR,01:15 pm-02:25 pm,Adam Scott Beissel (P),01/29-05/19,BEN 100,
83354,KNH,313,C,3,Sport Economics and Finance,WF,11:40 am-01:00 pm,Christopher Joseph Henderson (P),01/29-05/19,TBA,
74828,KNH,329,B,3,Psych Perspectives on Health,MW,11:40 am-01:00 pm,John C. Kimiecik (P),01/29-05/19,PHI 215,
67789,KNH,362,A,3,Public Health Communication,TR,01:15 pm-02:35 pm,Valerie A. Ubbes (P),01/29-05/19,PHI 123,
83338,KNH,362,B,3,Public Health Communication,TR,10:05 am-11:25 am,Valerie A. Ubbes (P),01/29-05/19,PHI 116,
67790,KNH,375,A,3,Psych Persp. in Sport&Exerc.,MW,10:05 am-11:25 am,Robert S. Weinberg (P),01/29-05/19,PHI 123,
73191,KNH,375,B,3,Psych Persp. in Sport&Exerc.,MW,11:40 am-01:00 pm,Robert S. Weinberg (P),01/29-05/19,PHI 123,
67791,KNH,378,A,3,Sport; Power and Inequality,WF,08:30 am-09:50 am,Callie Elizabeth Maddox (P),01/29-05/19,MCG 418,
75837,KNH,378,B,3,Sport; Power and Inequality,TR,04:25 pm-05:45 pm,Matthew Ross Hodler (P),01/29-05/19,PHI 127,
79747,KNH,378,C,3,Sport; Power and Inequality,TR,02:50 pm-04:10 pm,Matthew Ross Hodler (P),01/29-05/19,MCG 118,
82007,KNH,378,D,3,Sport; Power and Inequality,WF,10:05 am-11:25 am,Callie Elizabeth Maddox (P),01/29-05/19,MCG 418,
75004,KNH,381,A,3,Biodynamics of Human Performan,MW,10:05 am-11:25 am,Mark Stephen Walsh (P),01/29-05/19,BEN 207,
78302,KNH,381,B,3,Biodynamics of Human Performan,MW,11:40 am-01:00 pm,Mark Stephen Walsh (P),01/29-05/19,BEN 207,
75005,KNH,381L,A,1,Biodynamics of Hum Perf Lab,T,06:30 pm-08:20 pm,TBA,01/29-05/19,PHI 212,
67795,KNH,381L,B,1,Biodynamics of Hum Perf Lab,F,08:00 am-09:50 am,TBA,01/29-05/19,PHI 212,
67796,KNH,381L,C,1,Biodynamics of Hum Perf Lab,R,08:00 am-09:50 am,TBA,01/29-05/19,PHI 212,
78611,KNH,381L,D,1,Biodynamics of Hum Perf Lab,T,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 212,
78612,KNH,381L,E,1,Biodynamics of Hum Perf Lab,M,08:00 am-09:50 am,TBA,01/29-05/19,PHI 212,
78613,KNH,381L,F,1,Biodynamics of Hum Perf Lab,W,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 212,
67798,KNH,382,A,4,Fitness Assess Exer Prescript,TR,02:50 pm-04:10 pm,Kyle Lee Timmerman (P),01/29-05/19,PHI 210,
,,,,,,R,10:05 am-11:55 am,TBA,01/29-05/19,PHI 036,
67799,KNH,382,B,4,Fitness Assess Exer Prescript,M,10:05 am-11:55 am,TBA,01/29-05/19,PHI 036,
,,,,,,TR,02:50 pm-04:10 pm,Kyle Lee Timmerman (P),01/29-05/19,PHI 210,
67800,KNH,382,C,4,Fitness Assess Exer Prescript,TR,02:50 pm-04:10 pm,Kyle Lee Timmerman (P),01/29-05/19,PHI 210,
,,,,,,T,10:05 am-11:55 am,TBA,01/29-05/19,PHI 036,
67801,KNH,382,D,4,Fitness Assess Exer Prescript,TR,11:40 am-01:00 pm,Randal P. Claytor (P),01/29-05/19,PHI 215,
,,,,,,T,06:30 pm-08:20 pm,TBA,01/29-05/19,PHI 036,
70806,KNH,382,E,4,Fitness Assess Exer Prescript,TR,11:40 am-01:00 pm,Randal P. Claytor (P),01/29-05/19,PHI 215,
,,,,,,F,12:10 pm-02:00 pm,TBA,01/29-05/19,PHI 036,
72015,KNH,382,F,4,Fitness Assess Exer Prescript,TR,11:40 am-01:00 pm,Randal P. Claytor (P),01/29-05/19,PHI 215,
,,,,,,R,06:30 pm-08:20 pm,TBA,01/29-05/19,PHI 036,
82018,KNH,382,G,4,Fitness Assess Exer Prescript,M,08:00 am-09:50 am,Randal P. Claytor (P),01/29-05/19,PHI 036,
,,,,,,TR,10:05 am-11:25 am,TBA,01/29-05/19,PHI 116,
82019,KNH,382,H,4,Fitness Assess Exer Prescript,TR,10:05 am-11:25 am,Randal P. Claytor (P),01/29-05/19,PHI 116,
,,,,,,W,10:05 am-11:55 am,TBA,01/29-05/19,PHI 036,
82020,KNH,382,I,4,Fitness Assess Exer Prescript,TR,10:05 am-11:25 am,Randal P. Claytor (P),01/29-05/19,PHI 116,
,,,,,,W,01:15 pm-03:05 pm,TBA,01/29-05/19,PHI 036,
79727,KNH,383,A,2,Oper/Admis Aspect of Athl Trng,T,12:10 pm-02:00 pm,Patricia J. Troesch (P),01/29-05/19,PHI 029,Hybrid (Partially Online)
67810,KNH,402,B,3,Critical Refl on Practices,R,07:00 am-09:40 am,Ronald H. Cox (P),01/29-05/19,PHI 029,Senior Capstone
67811,KNH,402,C,3,Critical Refl on Practices,TR,11:40 am-01:00 pm,Lana Kay Rosenberg (P),01/29-05/19,MCG 225,Senior Capstone
67812,KNH,402,D,3,Critical Refl on Practices,T,07:00 am-09:40 am,Ronald H. Cox (P),01/29-05/19,PHI 029,Senior Capstone
68355,KNH,402,E,3,Critical Refl on Practices,F,11:00 am-01:40 pm,Helaine Alessio (P),01/29-05/19,UPH 106,Senior Capstone and Service Learning
83223,KNH,402,I,3,Critical Refl on Practices,MWF,10:05 am-11:00 am,John C. Kimiecik (P),01/29-05/19,PHI 116,Hybrid (Partially Online) and Senior Capstone
72119,KNH,404,A,4,Advanced Food Science,W,10:05 am-11:55 am,Jennifer Marie Pate (P),01/29-05/19,MCG 316,
,,,,,,R,12:10 pm-03:50 pm,Jennifer Marie Pate,01/29-05/19,PHI 102,
67817,KNH,409,A,3,Nutrition for Sports & Fitness,WF,11:40 am-01:00 pm,Mary Elizabeth Miller (P),01/29-05/19,TBA,Hybrid (Partially Online)
73203,KNH,413,A,3,Medical Nutrition Therapy II,TR,08:30 am-09:50 am,Gretchen Matuszak (P),01/29-05/19,PHI 215,
78264,KNH,414,B,3,Facilities/Event Mgt. in Sport,TR,11:40 am-01:00 pm,Christopher Joseph Henderson (P),01/29-05/19,PHI 127,
82004,KNH,414,C,3,Facilities/Event Mgt. in Sport,TR,02:50 pm-04:10 pm,Christopher Joseph Henderson (P),01/29-05/19,PHI 127,
74724,KNH,416,A,3,Sport Marketing,MW,10:05 am-11:25 am,Brody James Ruihley (P),01/29-05/19,MCG 419,
82011,KNH,416,C,3,Sport Marketing,WF,01:15 pm-02:35 pm,Christopher Joseph Henderson (P),01/29-05/19,PHI,
81775,KNH,421,A,2,Senior Seminar in AT,R,12:10 pm-02:00 pm,Eric Kent Brooks (P),01/29-05/19,PHI 202H,
71899,KNH,432,A,3,Life Span Nutrition,,TBA,Sara M. Tamsukhin (P),01/29-05/19,WEB,Online Course/DistanceLearning
79795,KNH,432,B,3,Life Span Nutrition,WF,08:30 am-09:50 am,Susan Harlow Cameron (P),01/29-05/19,PHI 123,
78260,KNH,447,A,3,Sport Pedagogy,MW,10:05 am-11:25 am,Melissa Ann Chase (P),01/29-05/19,PHI 127,
78261,KNH,448,A,3,Global Sport Perspectives,MW,11:40 am-01:00 pm,Melissa Ann Chase (P),01/29-05/19,PHI 210,FND - Global Course
73448,KNH,453H,A,3,Nutrition Education,R,01:15 pm-03:55 pm,Nancy S. Parkinson (P),01/29-05/19,MCG 122,
80124,KNH,453O,A,3,Sport Law,,TBA,Michelle Bohan (P),01/29-05/19,WEB,Online Course/DistanceLearning
80370,KNH,453O,B,3,Sport Law,,TBA,Michelle Bohan (P),01/29-05/19,WEB,Online Course/DistanceLearning
83884,KNH,453O,C,3,Sport Law,,TBA,Michelle Bohan (P),01/29-05/19,WEB,Online Course/DistanceLearning
82044,KNH,453Q,A,3,Strength Training&Conditioning,TR,02:50 pm-04:10 pm,Kevin David Ballard (P),01/29-05/19,PHI 113,
82337,KNH,453W,A,3,Environmental Public Health,W,06:30 pm-09:10 pm,Edwin F. Barth (P),01/29-05/19,SHD 237,
79846,KNH,462,A,3,Public Health Planning & Eval,TR,08:30 am-09:50 am,Paul W. Branscum (P),01/29-05/19,PHI 210,
78255,KNH,462,B,3,Public Health Planning & Eval,WF,08:30 am-09:50 am,Lauren Aimee Bartsch (P),01/29-05/19,PHI 215,
67827,KNH,468,A,3,Phys. of Exercise,TR,08:30 am-09:50 am,Kevin David Ballard (P),01/29-05/19,PHI 127,
71519,KNH,468,B,3,Phys. of Exercise,TR,10:05 am-11:25 am,Kevin David Ballard (P),01/29-05/19,PHI 127,
76239,KNH,468,C,3,Phys. of Exercise,MF,10:05 am-11:25 am,Ronald H. Cox (P),01/29-05/19,MCG 117,
67830,KNH,468L,A,1,Phys. of Exercise Lab,T,08:00 am-09:50 am,TBA,01/29-05/19,PHI 036,
67832,KNH,468L,B,1,Phys. of Exercise Lab,F,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 036,
67833,KNH,468L,C,1,Phys. of Exercise Lab,T,04:25 pm-06:15 pm,TBA,01/29-05/19,PHI 036,
67834,KNH,468L,D,1,Phys. of Exercise Lab,M,04:25 pm-06:15 pm,TBA,01/29-05/19,PHI 036,
70030,KNH,468L,E,1,Phys. of Exercise Lab,M,06:30 pm-08:20 pm,TBA,01/29-05/19,PHI 036,
76606,KNH,468L,F,1,Phys. of Exercise Lab,W,04:25 pm-06:15 pm,TBA,01/29-05/19,PHI 036,
80419,KNH,468L,G,1,Phys. of Exercise Lab,R,02:15 pm-04:05 pm,TBA,01/29-05/19,PHI 036,
67835,KNH,471,A,3,Sport; Leisure; and Aging,MW,11:40 am-01:00 pm,Valeria J. Freysinger (P),01/29-05/19,PHI 127,Thematic Sequence
67837,KNH,472,A,3,Sport in Schools & Colleges,TR,10:05 am-11:25 am,Samuel P. Morris (P),01/29-05/19,PHI 215,
67839,KNH,473,A,3,Children and Youth in Sports,TR,10:05 am-11:25 am,Robin S. Vealey (P),01/29-05/19,PHI 123,
83349,KNH,473,B,3,Children and Youth in Sports,TR,11:40 am-01:00 pm,Robin S. Vealey (P),01/29-05/19,PHI 123,
83375,KNH,482,A,3,Exercise Mgt of Chrnc Disease,TR,02:50 pm-04:10 pm,Randal P. Claytor (P),01/29-05/19,PHI 215,
82016,KNH,483,A,3,Advanced Motor Control & Learn,TR,10:05 am-11:25 am,William P. Berg (P),01/29-05/19,MCG 118,
75844,KNH,495,A,3,Practicum Sport Leader/Manag,WF,01:15 pm-02:35 pm,Samuel P. Morris (P),01/29-05/19,TBA,
78266,KNH,514,B,3,Facilities/Event Mgt. in Sport,TR,11:40 am-01:00 pm,Christopher Joseph Henderson (P),01/29-05/19,PHI 127,
75009,KNH,516,A,3,Sport Marketing,MW,10:05 am-11:25 am,Brody James Ruihley (P),01/29-05/19,MCG 419,
83404,KNH,5532,A,3,Adv Nutrition Asessment&Councl,,TBA,Sharman Empson Willmore (P),01/29-05/19,WEB,Online Course/DistanceLearning
84064,KNH,553F,A,3,Counseling Theories & Practice,T,05:15 pm-07:55 pm,TBA,01/29-05/19,TBA,
80125,KNH,553O,A,3,Sport Law,,TBA,Michelle Bohan (P),01/29-05/19,WEB,Online Course/DistanceLearning
83402,KNH,553Q,A,3,Strength Training&Conditioning,TR,02:50 pm-04:10 pm,Kevin David Ballard (P),01/29-05/19,PHI 113,
82338,KNH,553W,A,3,Environmental Public Health,W,06:30 pm-09:10 pm,Edwin F. Barth (P),01/29-05/19,SHD 237,
83351,KNH,553Z,A,3,Ethics in Sport & Exercise Psy,M,02:50 pm-05:30 pm,Robert S. Weinberg (P),01/29-05/19,PHI 127,
82339,KNH,562,A,3,Public Health Planning & Eval,TR,08:30 am-09:50 am,Paul W. Branscum (P),01/29-05/19,PHI 210,
77112,KNH,568,B,3,Phys. of Exercise,TR,10:05 am-11:25 am,Kevin David Ballard (P),01/29-05/19,PHI 127,
67836,KNH,571,A,3,Sport; Leisure; and Aging,MW,11:40 am-01:00 pm,Valeria J. Freysinger (P),01/29-05/19,PHI 127,
67838,KNH,572,A,3,Sport in Schools & Colleges,TR,10:05 am-11:25 am,Samuel P. Morris (P),01/29-05/19,PHI 215,
82017,KNH,583,A,3,Advanced Motor Control & Learn,TR,10:05 am-11:25 am,William P. Berg (P),01/29-05/19,MCG 118,
83336,KNH,612,A,3,Theor Fdtns Health Promo &Educ,T,04:25 pm-07:05 pm,Karly Scott-Hillis Geller (P),01/29-05/19,PHI 215,
83339,KNH,613,A,3,Health Communication&Education,W,04:25 pm-07:05 pm,Valerie A. Ubbes (P),01/29-05/19,PHI 123,
67844,KNH,623,A,3,Qual Meth Resrch Approaches,W,04:25 pm-07:05 pm,Valeria J. Freysinger (P),01/29-05/19,PHI 127,
67845,KNH,633,A,3,Psy Interventions in Sports,TR,08:30 am-09:50 am,Robin S. Vealey (P),01/29-05/19,PHI 123,
83346,KNH,635,A,3,Strategic Management of Sport,MW,08:30 am-09:50 am,Brody James Ruihley (P),01/29-05/19,MCG 419,
83379,KNH,668,A,3,Adv Physio & Bio: Human Actvty,TR,04:25 pm-05:45 pm,Kyle Lee Timmerman (P),01/29-05/19,PHI 123,
73190,KNH,673,A,3,Dev Perspc Yth Sprt Partcptn,M,06:30 pm-09:10 pm,Thelma S. Horn (P),01/29-05/19,PHI 215,
,,,,,,,,,,,
,,,,,,,,,,,
66614,KOR,102,A,4,Beginning Korean 2,MWF,11:40 am-12:55 pm,Won Soon Ahn (P),01/29-05/19,IRV 046,
66618,KOR,202,A,3,Intermediate Korean 2,MWF,01:15 pm-02:10 pm,Won Soon Ahn (P),01/29-05/19,IRV 030,CASA - Foreign Language
,,,,,,,,,,,
,,,,,,,,,,,
71901,LAS,204,A,3,Brazil through Music,MW,04:25 pm-05:45 pm,Paula Alexandra Gandara (P),01/29-05/19,IRV 126,CASB - Humanities and FND - Global Course and FND - Creative Arts and FND - Humanities
21672,LAS,208,A,3,Introduction to Latin America,TR,10:05 am-11:25 am,Juan Carlos L. Albarran (P),01/29-05/19,MMH 212,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
68585,LAS,208,B,3,Introduction to Latin America,TR,11:40 am-01:00 pm,Juan Carlos L. Albarran (P),01/29-05/19,MMH 212,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
74877,LAS,208,C,3,Introduction to Latin America,MW,08:30 am-09:50 am,Lance Richard Ingwersen (P),01/29-05/19,UPH 365,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
83079,LAS,208,D,3,Introduction to Latin America,WF,10:05 am-11:25 am,Giovanni Batz (P),01/29-05/19,TBA,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
83144,LAS,217,A,3,Modern Latin American History,MW,11:40 am-01:00 pm,Lance Richard Ingwersen (P),01/29-05/19,UPH 364,
75753,LAS,260,A,3,Latin America in the U.S.,TR,02:50 pm-04:10 pm,Walter Vanderbush (P),01/29-05/19,UPH 364,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
78153,LAS,260,B,3,Latin America in the U.S.,MW,10:05 am-11:25 am,Joanna Camacho Escobar (P),01/29-05/19,UPH 255,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
82332,LAS,260,C,3,Latin America in the U.S.,MW,11:40 am-01:00 pm,Joanna Camacho Escobar (P),01/29-05/19,UPH 255,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
78157,LAS,315,A,3,Latin American Diaspora,MW,02:50 pm-04:10 pm,Joanna Camacho Escobar (P),01/29-05/19,UPH 258,Intercultural Perspectives
83440,LAS,325,A,3,Identity: Race; Gender; Class,WF,01:15 pm-02:35 pm,Giovanni Batz (P),01/29-05/19,UPH 163,CASC - Social Science and Intercultural Perspectives and Thematic Sequence
81449,LAS,410K,A,3,Music; Culture; and Identity,TR,02:50 pm-04:10 pm,Juan Carlos L. Albarran (P),01/29-05/19,UPH 226,
,,,,,,,,,,,
,,,,,,,,,,,
21675,LAT,102,A,4,Beginning Latin 2,MTWR,10:05 am-11:00 am,Charles Campbell (P),01/29-05/19,TBA,CASA - Foreign Language
79983,LAT,111,A,4,Accelerated Latin,TR,11:40 am-01:00 pm,Charles Campbell (P),01/29-05/19,IRV 118,Hybrid (Partially Online)
21677,LAT,202,A,3,Representative Latin Authors,MWF,01:15 pm-02:10 pm,Zara Martirosova Torlone (P),01/29-05/19,IRV 009,CASA - Foreign Language and CASB - Humanities
