CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
28463,MUS,444M,A,3,Tuba - Sr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28464,MUS,444N,A,3,Percussion - Sr,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
74662,MUS,444N,B,3,Percussion - Sr,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28466,MUS,444O,B,3,Violin - Sr,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
72653,MUS,444O,C,3,Violin - Sr,R,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 100,
28467,MUS,444P,A,3,Viola - Sr,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,CPA 144,
28470,MUS,444R,A,3,Cello - Sr,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,PRS 008,
28471,MUS,444S,A,3,String Bass - Sr,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
82552,MUS,458,B,3,Piano Literature,,TBA,Frank Huang (P),01/29-05/19,TBA,
82864,MUS,490,A,1.000-4.000,Special Topics in Music,M,06:00 pm-09:00 pm,Elizabeth Ann Hoover (P),01/29-05/19,PRS 100,
80538,MUS,512,A,1,Reed Making,,TBA,Andrea J. Ridilla (P),01/29-05/19,TBA,
78802,MUS,526,A,1,Opera Production,TWRF,04:25 pm-06:15 pm,Benjamin W. Smolder (P),01/29-05/19,PRS 222,
82866,MUS,590,A,1.000-4.000,Special Topics in Music,,TBA,Elizabeth Ann Hoover (P),01/29-05/19,TBA,
25553,MUS,630A,A,1.000-2.000,Collegiate Chorale,M,04:25 pm-05:45 pm,Jeremy Jones (P),01/29-05/19,PRS 222,
,,,,,,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 222,
70308,MUS,630B,A,1.000-2.000,Men's Glee Club,M,06:15 pm-07:35 pm,Jeremy Jones (P),01/29-05/19,PRS 222,
,,,,,,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,PRS 222,
70309,MUS,630C,A,1.000-2.000,Symphony Orchestra,MWF,02:50 pm-04:10 pm,Ricardo F. Averbach (P),01/29-05/19,PRS 007,
70310,MUS,630D,A,1,Choraliers,M,06:15 pm-07:35 pm,William P. Bausano (P),01/29-05/19,PRS 008,
,,,,,,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,PRS 008,
69839,MUS,630F,A,1.000-2.000,Symphony Band,MW,04:25 pm-05:55 pm,Stephen Charles Lytle (P),01/29-05/19,PRS 007,
,,,,,,F,04:25 pm-05:25 pm,TBA,01/29-05/19,PRS 007,
69840,MUS,630G,A,1,Wind Ensemble,MWF,01:15 pm-02:35 pm,Gary A. Speck (P),01/29-05/19,PRS 007,
70836,MUS,630J,A,1,Chamber Music Piano,,TBA,Heather A. MacPhail (P),01/29-05/19,TBA,
75592,MUS,630J,B,1,Chamber Music Piano,,TBA,Frank Huang (P),01/29-05/19,TBA,
61893,MUS,630K,A,1.000-2.000,Jazz Ensemble,TR,01:15 pm-02:40 pm,Jeremy A. Long (P),01/29-05/19,PRS 007,
72222,MUS,630M,A,1,Percussion Ensemble,TR,02:50 pm-04:10 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
69842,MUS,630N,A,1.000-2.000,Steel Band,TR,07:45 pm-09:15 pm,Christopher G. Tanner (P),01/29-05/19,PRS 007,
70875,MUS,630N,B,1.000-2.000,Steel Band,TR,06:30 pm-07:30 pm,Christopher G. Tanner (P),01/29-05/19,PRS 007,
70370,MUS,630Q,A,1.000-2.000,Chamber Singers,M,04:25 pm-05:45 pm,TBA,01/29-05/19,PRS 008,
,,,,,,TR,01:15 pm-02:35 pm,William P. Bausano (P),01/29-05/19,PRS 008,
78031,MUS,630T,A,1,Chamber Music - Jazz Combo,TR,04:25 pm-05:40 pm,Jeremy A. Long (P),01/29-05/19,PRS 008,
28480,MUS,642A,A,2,Applied Music - Voice,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28481,MUS,642A,C,2,Applied Music - Voice,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
61001,MUS,642A,D,2,Applied Music - Voice,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
28482,MUS,642B,A,2,Applied Music - Piano,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28483,MUS,642B,B,2,Applied Music - Piano,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
28484,MUS,642D,A,2,Applied Music - Flute,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
28485,MUS,642E,A,2,Applied Music - Clarinet,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28590,MUS,642F,A,2,Applied Music - Saxophone,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28591,MUS,642G,A,2,Applied Music - Oboe,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28592,MUS,642H,A,2,Applied Music - Bassoon,T,11:40 am-12:35 pm,Ryan Raymond Reynolds (P),01/29-05/19,CPA 114,
28486,MUS,642I,A,2,Applied Music - Trumpet,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
28593,MUS,642J,A,2,Applied Music - French Horn,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
28594,MUS,642K,A,2,Applied Music - Trombone,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
28595,MUS,642L,A,2,Applied Music - Baritone Horn,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28596,MUS,642M,A,2,Applied Music - Tuba,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28487,MUS,642N,A,2,Applied Music - Percussion,T,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
82459,MUS,642N,B,1.000-2.000,Applied Music - Percussion,,TBA,Patrick James Schleker (P),01/29-05/19,TBA,
28490,MUS,642O,B,2,Applied Music - Violin,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
28491,MUS,642P,A,2,Applied Music - Viola,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,CPA 144,
28493,MUS,642R,A,2,Applied Music - Cello,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,PRS 008,
28494,MUS,642S,A,2,Applied Music - String Bass,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
28495,MUS,644A,A,4,Applied Music - Voice,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28500,MUS,644A,C,4,Applied Music - Voice,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28499,MUS,644A,D,4,Applied Music - Voice,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
21169,MUS,644A,E,4,Applied Music - Voice,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
28503,MUS,644B,A,4,Applied Music - Piano,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28504,MUS,644B,B,4,Applied Music - Piano,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
28598,MUS,644D,A,4,Applied Music - Flute,,TBA,Rebecca Tryon Andres (P),01/29-05/19,TBA,
77338,MUS,644D,B,4,Applied Music - Flute,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28505,MUS,644E,A,4,Applied Music - Clarinet,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28506,MUS,644F,A,4,Applied Music - Saxophone,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28507,MUS,644G,A,4,Applied Music - Oboe,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28600,MUS,644H,A,4,Applied Music - Bassoon,T,11:40 am-12:35 pm,Ryan Raymond Reynolds (P),01/29-05/19,CPA 114,
28510,MUS,644I,A,4,Applied Music - Trumpet,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75891,MUS,644I,B,4,Applied Music - Trumpet,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
28602,MUS,644J,A,4,Applied Music - French Horn,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
28511,MUS,644K,A,4,Applied Music - Trombone,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
28604,MUS,644L,A,4,Applied Music - Baritone,T,11:40 am-12:35 pm,John C. McTeer (P),01/29-05/19,TBA,
28514,MUS,644M,A,4,Applied Music - Tuba,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28516,MUS,644N,A,4,Applied Music-Percussion,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
75709,MUS,644N,B,4,Applied Music-Percussion,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28518,MUS,644O,B,4,Applied Music - Violin,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
28520,MUS,644P,A,4,Applied Music - Viola,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,CPA 144,
28522,MUS,644R,A,4,Applied Music - Cello,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,PRS 008,
28605,MUS,644S,A,4,Applied Music - String Bass,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
,,,,,,,,,,,
,,,,,,,,,,,
81738,NSC,102,A,3,Naval Ship's Systems,TR,10:05 am-11:25 am,Edward Joseph Horn (P),01/29-05/19,MIL 059,Thematic Sequence
22098,NSC,110,A,1,Leadership Practicum,T,02:50 pm-04:50 pm,Edward Joseph Horn (P),01/29-05/19,MIL 059,
22101,NSC,202,A,3,Seapowr & Maritime Affairs Sem,MW,11:40 am-01:00 pm,Brenton Christopher Bischof (P),01/29-05/19,MIL 059,Thematic Sequence
83046,NSC,202,B,3,Seapowr & Maritime Affairs Sem,MW,10:05 am-11:25 am,Christopher Anthony Cegielski (P),01/29-05/19,MIL 059,Thematic Sequence
22103,NSC,210,A,1,Leadership Practicum,T,02:50 pm-04:50 pm,Jarrod James Fiecoat (P),01/29-05/19,MIL 059,
64415,NSC,301,A,3,Navigation,WF,08:30 am-09:50 am,Jarrod James Fiecoat (P),01/29-05/19,MIL 063,Thematic Sequence
22106,NSC,310,A,1,Leadership Practicum,T,02:50 pm-04:50 pm,Garrett Stephen Vick (P),01/29-05/19,MIL 059,
22107,NSC,402,A,3,Leadership and Ethics,TR,08:30 am-09:50 am,Donald Glenn May (P),01/29-05/19,MIL 059,Senior Capstone
22108,NSC,410,A,1,Leadership Practicum,T,02:50 pm-04:50 pm,Brenton Christopher Bischof (P),01/29-05/19,MIL 063,Senior Capstone
,,,,,,,,,,,
,,,,,,,,,,,
75952,PHL,103,A,3,Society And The Individual,TR,08:30 am-09:50 am,Christopher Stewart King (P),01/29-05/19,HRN 109,CASB - Humanities and FND - Humanities
75955,PHL,103,B,3,Society And The Individual,TR,10:05 am-11:25 am,Christopher Stewart King (P),01/29-05/19,HRN 109,CASB - Humanities and FND - Humanities
75956,PHL,103,C,3,Society And The Individual,MW,10:05 am-11:25 am,Suzanne McCullagh (P),01/29-05/19,HRN 116,CASB - Humanities and FND - Humanities
77772,PHL,103,D,3,Society And The Individual,,08:30 am-09:50 am,Suzanne McCullagh (P),01/29-05/19,TBA,CASB - Humanities and FND - Humanities
83430,PHL,104,A,3,Purpose/Chance In The Universe,TR,04:25 pm-05:45 pm,Keith G. Fennen (P),01/29-05/19,BEN 114,CASB - Humanities and FND - Humanities and Thematic Sequence
83424,PHL,104H,A,3,Purpose/Chance In The Universe,TR,02:50 pm-04:10 pm,Keith G. Fennen (P),01/29-05/19,BEN 114,CASB - Humanities and Honors Course and FND - Humanities and Thematic Sequence
77771,PHL,105,A,3,Theories Of Human Nature,MW,10:05 am-11:00 am,Gaile Pohlhaus (P),01/29-05/19,KRG 319,CASB - Humanities and FND - Humanities and Thematic Sequence
,,,,,,F,10:05 am-11:00 am,Gaile Pohlhaus,01/29-05/19,TBA,CASB - Humanities and FND - Humanities and Thematic Sequence
83261,PHL,105,B,3,Theories Of Human Nature,MW,10:05 am-11:00 am,Gaile Pohlhaus (P),01/29-05/19,KRG 319,CASB - Humanities and FND - Humanities and Thematic Sequence
,,,,,,F,10:05 am-11:00 am,Gaile Pohlhaus,01/29-05/19,TBA,CASB - Humanities and FND - Humanities and Thematic Sequence
83268,PHL,105,C,3,Theories Of Human Nature,MW,10:05 am-11:00 am,Gaile Pohlhaus (P),01/29-05/19,KRG 319,CASB - Humanities and FND - Humanities and Thematic Sequence
,,,,,,F,10:05 am-11:00 am,Gaile Pohlhaus,01/29-05/19,TBA,CASB - Humanities and FND - Humanities and Thematic Sequence
83269,PHL,105,D,3,Theories Of Human Nature,MW,10:05 am-11:00 am,Gaile Pohlhaus (P),01/29-05/19,KRG 319,CASB - Humanities and FND - Humanities and Thematic Sequence
,,,,,,F,10:05 am-11:00 am,Gaile Pohlhaus,01/29-05/19,TBA,CASB - Humanities and FND - Humanities and Thematic Sequence
73527,PHL,105H,A,3,Theories Of Human Nature,TR,11:40 am-01:00 pm,Emily A. Zakin (P),01/29-05/19,HRN 109,Honors Course and FND - Humanities
28637,PHL,131,A,3,Introduction to Ethics,WF,08:30 am-09:50 am,Katherine Shannon Davies (P),01/29-05/19,HRN 313,CASB - Humanities and FND - Humanities and Thematic Sequence
79580,PHL,131,B,3,Introduction to Ethics,WF,10:05 am-11:25 am,Katherine Shannon Davies (P),01/29-05/19,HRN 313,CASB - Humanities and FND - Humanities and Thematic Sequence
81801,PHL,131,C,3,Introduction to Ethics,MW,02:50 pm-04:10 pm,Facundo Martin Alonso (P),01/29-05/19,BEN 100,CASB - Humanities and FND - Humanities and Thematic Sequence
81802,PHL,205,A,3,Science & Culture,WF,11:40 am-01:00 pm,Michael Robert Hicks (P),01/29-05/19,BEN 213,CASB - Humanities
79564,PHL,221,A,3,Problems-Metaphysics&Knowledge,MW,11:40 am-01:00 pm,Pascal Massie (P),01/29-05/19,HRN 109,CASB - Humanities and Thematic Sequence
77739,PHL,245,A,3,Writing Philosophy,TR,10:05 am-11:25 am,Elaine P. Miller (P),01/29-05/19,HAL 203,Advanced Writing
83257,PHL,263,A,3,Informal Logic,WF,02:50 pm-04:10 pm,William R. McKenna (P),01/29-05/19,BEN 114,CASB - Humanities
77770,PHL,273,A,4,Formal Logic,MWF,01:15 pm-02:30 pm,Suzanne McCullagh (P),01/29-05/19,HRN 116,CASE - Formal Reasoning and Thematic Sequence and FND - MTH; Reasoning
22132,PHL,302,A,4,Modern Philosophy,TR,10:05 am-11:55 am,Keith G. Fennen (P),01/29-05/19,KRG 222,CASB - Humanities and Thematic Sequence
83242,PHL,312,A,4,Contemporary Moral Problems,MWF,10:05 am-11:20 am,Facundo Martin Alonso (P),01/29-05/19,BEN 206,CASB - Humanities and Thematic Sequence
74442,PHL,355,A,3,Feminist Theory,MW,01:15 pm-02:35 pm,Gaile Pohlhaus (P),01/29-05/19,BEN 100,CASB - Humanities and Thematic Sequence
74444,PHL,355H,A,3,Feminist Theory,MW,01:15 pm-02:35 pm,Gaile Pohlhaus (P),01/29-05/19,BEN 100,CASB - Humanities and Honors Course and Thematic Sequence
75953,PHL,375,A,4,Medical Ethics,MWF,02:50 pm-04:05 pm,Katherine Shannon Davies (P),01/29-05/19,HRN 002,CASB - Humanities and Thematic Sequence
74445,PHL,404,A,3,What Is Philosophy?,TR,01:15 pm-02:35 pm,Christopher Stewart King (P),01/29-05/19,HAL 203,CASB - Humanities and Senior Capstone
81976,PHL,430D,A,4,The Pre-Socratics,MW,04:40 pm-06:30 pm,Pascal Massie (P),01/29-05/19,HAL 203,
83246,PHL,494,A,4,Philosophy Of Mind,MW,02:50 pm-04:40 pm,Michael Robert Hicks (P),01/29-05/19,KRG 207,CASB - Humanities
81978,PHL,530D,A,4,The Pre-Socratics,MW,04:40 pm-06:30 pm,Pascal Massie (P),01/29-05/19,HAL 203,
83249,PHL,594,A,4,Philosophy Of Mind,MW,02:50 pm-04:40 pm,Michael Robert Hicks (P),01/29-05/19,KRG 207,
71570,PHL,601,A,2,Teaching Philosophy,WF,11:40 am-12:35 pm,Gaile Pohlhaus (P),01/29-05/19,HAL 203,
25979,PHL,610,A,4,Research Seminar,R,02:50 pm-06:30 pm,Emily A. Zakin (P),01/29-05/19,HAL 203,
,,,,,,,,,,,
,,,,,,,,,,,
22340,PHY,101,A,3,Physics & Society,TR,02:50 pm-04:10 pm,Christopher Patrick Beer (P),01/29-05/19,KRG 319,CASD - Natural Science and FND - Physical Science
22342,PHY,103,A,1,Concepts in Physics Laboratory,R,12:10 pm-02:00 pm,Jennifer Marie Blue (P),01/29-05/19,KRG 324,CASD - Natural Science and FND - Physical Science
22343,PHY,103,B,1,Concepts in Physics Laboratory,R,02:15 pm-04:05 pm,Jennifer Marie Blue (P),01/29-05/19,KRG 324,CASD - Natural Science and FND - Physical Science
27687,PHY,103,C,1,Concepts in Physics Laboratory,R,04:25 pm-06:15 pm,Jennifer Marie Blue (P),01/29-05/19,KRG 324,CASD - Natural Science and FND - Physical Science
20996,PHY,103,D,1,Concepts in Physics Laboratory,R,06:30 pm-08:20 pm,Jennifer Marie Blue (P),01/29-05/19,KRG 324,CASD - Natural Science and FND - Physical Science
22344,PHY,111,A,3,Astronomy and Space Physics,MW,01:15 pm-02:35 pm,Jennifer Marie Blue (P),01/29-05/19,KRG 319,CASD - Natural Science and FND - Physical Science and Thematic Sequence
70414,PHY,121,A,3,Energy & Environment,TR,01:15 pm-02:35 pm,William Patrick Boyle (P),01/29-05/19,KRG 319,CASD - Natural Science and FND - Physical Science
26167,PHY,131,A,3,Physics For Music,MWF,02:50 pm-03:45 pm,Herbert Jaeger (P),01/29-05/19,KRG 221,CASD - Natural Science and FND - Physical Science
79768,PHY,162,A,4,Physics for Life Sci & Lab II,TR,09:00 am-11:15 am,Dilupama Ayeshani Divaratne (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,02/27-02/27,BEN 102,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,03/15-03/15,BEN 102,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/19-04/19,BEN 102,CASD - Natural Science and FND - Physical Science
79769,PHY,162,B,4,Physics for Life Sci & Lab II,TR,11:30 am-01:45 pm,Dilupama Ayeshani Divaratne (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,02/27-02/27,BEN 102,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,03/15-03/15,BEN 102,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/19-04/19,BEN 102,CASD - Natural Science and FND - Physical Science
79770,PHY,162,C,4,Physics for Life Sci & Lab II,TR,02:15 pm-04:30 pm,Dilupama Ayeshani Divaratne (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,02/27-02/27,BEN 102,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,03/15-03/15,BEN 102,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/19-04/19,BEN 102,CASD - Natural Science and FND - Physical Science
82982,PHY,180A,A,3,Energy & the Environment,WF,02:50 pm-04:05 pm,William H. Rauckhorst (P),01/29-05/19,KRG 227,Honors Course and FND - Physical Science
79771,PHY,191,A,5,General Physics with Lab I,MWF,12:10 pm-02:00 pm,William Patrick Boyle (P),01/29-05/19,KRG 326,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,William Patrick Boyle,02/15-02/15,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,William Patrick Boyle,03/15-03/15,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,William Patrick Boyle,04/19-04/19,LWS 100,CASD - Natural Science and FND - Physical Science
79774,PHY,191,B,5,General Physics with Lab I,MWF,02:15 pm-04:05 pm,William Patrick Boyle (P),01/29-05/19,KRG 326,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,William Patrick Boyle,02/15-02/15,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,William Patrick Boyle,03/15-03/15,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,R,08:00 pm-10:00 pm,William Patrick Boyle,04/19-04/19,LWS 100,CASD - Natural Science and FND - Physical Science
79777,PHY,192,A,5,General Physics with Lab II,MWF,08:00 am-09:50 am,Stephen G. Alexander (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,02/13-02/13,KRG 319,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,03/06-03/06,KRG 319,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,04/10-04/10,KRG 319,CASD - Natural Science and FND - Physical Science
79782,PHY,192,B,5,General Physics with Lab II,MWF,10:05 am-11:55 am,Christopher Patrick Beer (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,02/13-02/13,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,03/06-03/06,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,04/10-04/10,LWS 100,CASD - Natural Science and FND - Physical Science
79783,PHY,192,C,5,General Physics with Lab II,MWF,04:20 pm-06:10 pm,Bogdan Mircea Leu (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Bogdan Mircea Leu,02/13-02/13,PSN 128,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Bogdan Mircea Leu,03/06-03/06,PSN 128,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Bogdan Mircea Leu,04/10-04/10,PSN 128,CASD - Natural Science and FND - Physical Science
79784,PHY,192,D,5,General Physics with Lab II,MWF,12:10 pm-02:00 pm,Christopher Patrick Beer (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,02/13-02/13,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,03/06-03/06,LWS 100,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,04/10-04/10,LWS 100,CASD - Natural Science and FND - Physical Science
79785,PHY,192,E,5,General Physics with Lab II,MWF,02:15 pm-04:05 pm,Bogdan Mircea Leu (P),01/29-05/19,KRG 311,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Bogdan Mircea Leu,02/13-02/13,PSN 128,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Bogdan Mircea Leu,03/06-03/06,PSN 128,CASD - Natural Science and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Bogdan Mircea Leu,04/10-04/10,PSN 128,CASD - Natural Science and FND - Physical Science
81462,PHY,192H,A,5,General Physics with Lab II,MWF,08:00 am-09:50 am,Stephen G. Alexander (P),01/29-05/19,KRG 311,CASD - Natural Science and Honors Course and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,02/13-02/13,KRG 319,CASD - Natural Science and Honors Course and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,03/06-03/06,KRG 319,CASD - Natural Science and Honors Course and FND - Physical Science
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,04/10-04/10,KRG 319,CASD - Natural Science and Honors Course and FND - Physical Science
22378,PHY,215,A,3,Physics By Inquiry,MWF,08:30 am-10:20 am,Jennifer Marie Blue (P),01/29-05/19,KRG 324,
76472,PHY,282,A,3,Contemporary Physics II,MWF,10:05 am-11:00 am,Paul Kenji Urayama (P),01/29-05/19,KRG 221,
22379,PHY,286,A,3,Intro/Computational Physics,TR,02:50 pm-04:10 pm,Karthik Vishwanath (P),01/29-05/19,KRG 326,
76458,PHY,293,A,2,Contemporary Physics Lab,T,10:05 am-11:00 am,Mahmud Khan (P),01/29-05/19,KRG 227,
,,,,,,T,12:10 pm-02:00 pm,Mahmud Khan,01/29-05/19,KRG 315,
76459,PHY,293,B,2,Contemporary Physics Lab,T,10:05 am-11:00 am,Mahmud Khan (P),01/29-05/19,KRG 227,
,,,,,,R,10:05 am-11:55 am,Mahmud Khan,01/29-05/19,KRG 315,
76460,PHY,293,C,2,Contemporary Physics Lab,T,10:05 am-11:00 am,Mahmud Khan (P),01/29-05/19,KRG 227,
,,,,,,R,12:10 pm-02:00 pm,Mahmud Khan,01/29-05/19,KRG 315,
22384,PHY,311,A,3,Contemporary Astronomy,MWF,01:15 pm-02:10 pm,Stephen G. Alexander (P),01/29-05/19,KRG 227,Thematic Sequence
22386,PHY,400,A,1,Physics Seminar,W,04:25 pm-05:45 pm,Edward Carlo Copon Samson (P),01/29-05/19,KRG 319,
83536,PHY,421,A,4,Molecular & Cell. Biophysics,MWF,08:30 am-09:45 am,Paul Kenji Urayama (P),01/29-05/19,KRG 224,
81718,PHY,427,A,3,Nano Science Technology,TR,02:15 pm-04:05 pm,Khalid F. Eid (P),01/29-05/19,KRG 224,
84091,PHY,430,A,2,Topics In Physics,TR,04:25 pm-05:20 pm,Perry R. Rice (P),01/29-05/19,KRG 224,
83483,PHY,431,A,3,Elementary Particle Physics,MWF,02:50 pm-04:10 pm,Perry R. Rice (P),01/29-05/19,KRG 224,
83538,PHY,441,A,4,Optics And Laser Physics,MWF,10:05 am-11:00 am,Samir Bali (P),01/29-05/19,KRG 224,
,,,,,,T,01:15 pm-03:05 pm,Samir Bali,01/29-05/19,KRG 323,
,,,,,,R,01:15 pm-03:05 pm,Samir Bali,01/29-05/19,KRG 323,
22389,PHY,461,A,4,Electromagnetic Theory,MWF,11:40 am-12:55 pm,Khalid F. Eid (P),01/29-05/19,KRG 224,
27446,PHY,488A,A,3,Research Capstone In Physics,T,08:55 am-09:50 am,Samir Bali (P),01/29-05/19,KRG 317,Senior Capstone
22391,PHY,491,A,4,Intro to Quantum Mechanics I,TR,08:00 am-09:50 am,Bogdan Mircea Leu (P),01/29-05/19,KRG 224,
