CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
72295,KNH,209,TJ,3,Medical Terminology,,TBA,Mary Carol Bonham-Richardson (P),09/05-10/23,WEB,Online Course/DistanceLearning
72296,KNH,209,TK,3,Medical Terminology,,TBA,Jessica Francesca Wilhelm (P),09/05-10/23,WEB,Online Course/DistanceLearning
72297,KNH,209,TL,3,Medical Terminology,,TBA,Mary R Brooks (P),09/05-10/23,WEB,Online Course/DistanceLearning
66642,KNH,209,UA,3,Medical Terminology,,TBA,Carol A. Baughman (P),10/25-12/16,WEB,Online Course/DistanceLearning
66810,KNH,209,UB,3,Medical Terminology,,TBA,Nancy Justine Malay (P),10/25-12/16,WEB,Online Course/DistanceLearning
66963,KNH,209,UC,3,Medical Terminology,,TBA,Roberta Pohlman (P),10/25-12/16,WEB,Online Course/DistanceLearning
67042,KNH,209,UD,3,Medical Terminology,,TBA,Laura Fain (P),10/25-12/16,WEB,Online Course/DistanceLearning
67251,KNH,209,UE,3,Medical Terminology,,TBA,Christine L. Campbell (P),10/25-12/16,WEB,Online Course/DistanceLearning
68733,KNH,209,UF,3,Medical Terminology,,TBA,Jennifer Zabriskie Timmerman (P),10/25-12/16,WEB,Online Course/DistanceLearning
70919,KNH,209,UH,3,Medical Terminology,,TBA,Mary Carol Bonham-Richardson (P),10/25-12/16,WEB,Online Course/DistanceLearning
70930,KNH,209,UI,3,Medical Terminology,,TBA,Jessica Francesca Wilhelm (P),10/25-12/16,WEB,Online Course/DistanceLearning
70937,KNH,209,UJ,3,Medical Terminology,,TBA,Mary R Brooks (P),10/25-12/16,WEB,Online Course/DistanceLearning
63160,KNH,212,A,3,Sport Management,WF,08:30 am-09:50 am,Tanisha Marie Strickland (P),08/28-12/16,MCG 415,
65175,KNH,212,B,3,Sport Management,WF,02:50 pm-04:10 pm,Tanisha Marie Strickland (P),08/28-12/16,PHI 123,
69976,KNH,212,D,3,Sport Management,WF,10:05 am-11:25 am,Tanisha Marie Strickland (P),08/28-12/16,MCG 419,
67140,KNH,212,E,3,Sport Management,TR,10:05 am-11:25 am,Brody James Ruihley (P),08/28-12/16,MCG 121,
66488,KNH,213,A,3,Global and Community Nutrition,TR,10:05 am-11:25 am,Mary Elizabeth Miller (P),08/28-12/16,BEN 206,
68170,KNH,213,B,3,Global and Community Nutrition,TR,08:30 am-09:50 am,Mary Elizabeth Miller (P),08/28-12/16,BEN 206,
72082,KNH,225,A,3,Ethics in Sport,TR,02:50 pm-04:10 pm,Samuel P. Morris (P),08/28-12/16,PHI 215,
65402,KNH,242,A,3,Personal Health,MWF,10:20 am-11:15 am,Lauren Aimee Bartsch (P),08/28-12/16,PHI 210,FND - Social Science
67190,KNH,242,B,3,Personal Health,MW,11:40 am-01:00 pm,Jennifer Sliger (P),08/28-12/16,PHI 123,FND - Social Science
57836,KNH,242,C,3,Personal Health,,TBA,Lauren Aimee Bartsch (P),08/28-12/16,WEB,FND - Social Science and Online Course/DistanceLearning
68287,KNH,242,D,3,Personal Health,TR,04:25 pm-05:45 pm,Cynthia Ann Savage (P),08/28-12/16,PHI 123,FND - Social Science
55652,KNH,244,A,3,Functional Anatomy,MW,08:30 am-09:50 am,Dean Loren Smith (P),08/28-12/16,PHI 210,
66955,KNH,244,C,3,Functional Anatomy,TR,11:40 am-01:00 pm,Emily Elizabeth Davie (P),08/28-12/16,PHI 210,
55735,KNH,244L,A,1,Functional Anatomy Laboratory,F,08:00 am-09:50 am,TBA,08/28-12/16,PHI 212,
55736,KNH,244L,B,1,Functional Anatomy Laboratory,T,04:25 pm-06:15 pm,TBA,08/28-12/16,PHI 212,
55737,KNH,244L,C,1,Functional Anatomy Laboratory,W,04:25 pm-06:15 pm,TBA,08/28-12/16,PHI 212,
55739,KNH,244L,D,1,Functional Anatomy Laboratory,R,08:00 am-09:50 am,TBA,08/28-12/16,PHI 212,
60398,KNH,244L,E,1,Functional Anatomy Laboratory,T,06:30 pm-08:20 pm,TBA,08/28-12/16,PHI 212,
66956,KNH,244L,F,1,Functional Anatomy Laboratory,M,02:15 pm-04:05 pm,TBA,08/28-12/16,PHI 212,
66957,KNH,244L,G,1,Functional Anatomy Laboratory,W,12:10 pm-02:00 pm,TBA,08/28-12/16,PHI 212,
55499,KNH,245,A,3,Health Issues for Children,TR,01:15 pm-02:35 pm,Cynthia Ann Savage (P),08/28-12/16,PHI 123,
55672,KNH,245,B,3,Health Issues for Children,R,04:25 pm-06:55 pm,Lori Anne Cottingim (P),08/28-12/16,PHI 127,
63050,KNH,272,A,3,Cont Persp in Sport Leadership,TR,11:40 am-01:00 pm,Melissa Ann Chase (P),08/28-12/16,PHI 215,
68204,KNH,272,B,3,Cont Persp in Sport Leadership,TR,10:05 am-11:25 am,Melissa Ann Chase (P),08/28-12/16,PHI 215,
68359,KNH,272,C,3,Cont Persp in Sport Leadership,TR,02:50 pm-04:10 pm,Brendan Danker (P),08/28-12/16,PHI 210,
70141,KNH,274,A,3,Critical Perspectives on Body,MW,08:30 am-09:50 am,Matthew Ross Hodler (P),08/28-12/16,MCG 217,
72290,KNH,274,B,3,Critical Perspectives on Body,MW,11:40 am-01:00 pm,Matthew Ross Hodler (P),08/28-12/16,ART 136,
55503,KNH,276,A,3,Current Issues inLeisure&Sport,TR,01:15 pm-02:35 pm,Valeria J. Freysinger (P),08/28-12/16,PHI 215,CASC - Social Science and FND - Social Science
55504,KNH,276,B,3,Current Issues inLeisure&Sport,TR,11:40 am-01:00 pm,Valeria J. Freysinger (P),08/28-12/16,PHI 116,CASC - Social Science and FND - Social Science
68492,KNH,284,A,2,Emerg Care Athletic Training,T,08:00 am-09:50 am,Eric Kent Brooks (P),08/28-12/16,PHI 029,
55507,KNH,285,A,3,E & A of Athletic Injuries,MW,08:30 am-09:50 am,Eric Kent Brooks (P),08/28-12/16,PHI 029,
55508,KNH,285L,A,1,E & A Athletic Injuries Lab,R,08:00 am-09:50 am,Eric Kent Brooks (P),08/28-12/16,PHI 029,
59683,KNH,286A,A,1,Practicum: Athletic Training I,T,10:05 am-11:00 am,Emily Elizabeth Davie (P),08/28-12/16,PHI 029,
59684,KNH,286C,A,1,Practicum: Athletic Trng III,R,10:05 am-11:00 am,Emily Elizabeth Davie (P),08/28-12/16,PHI 029,
59685,KNH,286E,A,1,Practicum: Athletic Training V,F,10:05 am-11:00 am,Patricia J. Troesch (P),08/28-12/16,PHI 029,
72073,KNH,288,A,3,Therapeutic Modalities,MW,11:40 am-01:00 pm,Eric Kent Brooks (P),08/28-12/16,PHI 029,
61002,KNH,303,A,3,Food Systems Mgt.,M,04:25 pm-07:05 pm,Nancy S. Parkinson (P),08/28-12/16,PHI 123,Hybrid (Partially Online)
60999,KNH,304,A,3,Advanced Nutrition,,TBA,Sara M. Tamsukhin (P),08/28-12/16,WEB,Online Course/DistanceLearning
65269,KNH,304,B,3,Advanced Nutrition,R,05:00 pm-07:40 pm,Nancy S. Parkinson (P),08/28-12/16,PHI 102,
63161,KNH,313,A,3,Sport Economics and Finance,TR,01:15 pm-02:35 pm,TBA,08/28-12/16,HRN 109,
68239,KNH,313,B,3,Sport Economics and Finance,TR,11:40 am-01:00 pm,Christopher Joseph Henderson (P),08/28-12/16,MCG 217,
72081,KNH,313,C,3,Sport Economics and Finance,TR,11:40 am-01:00 pm,TBA,08/28-12/16,BEN 114,
61155,KNH,329,A,3,Psych Perspectives on Health,MW,11:40 am-01:00 pm,John C. Kimiecik (P),08/28-12/16,PHI 127,
65134,KNH,337,A,3,Fdtns&Fitness Training Coaches,TR,01:15 pm-02:35 pm,Paul Andrew Harker (P),08/28-12/16,SDC 100,
69188,KNH,338,A,3,Psychosocial Aspects Coaching,MW,10:05 am-11:25 am,Robin S. Vealey (P),08/28-12/16,PHI 116,
61029,KNH,362,A,3,Public Health Communication,MW,04:25 pm-05:45 pm,Karly Scott-Hillis Geller (P),08/28-12/16,PHI 215,
70698,KNH,362,B,3,Public Health Communication,MWF,08:30 am-09:25 am,Lauren Aimee Bartsch (P),08/28-12/16,BEN 114,
55522,KNH,375,A,3,Psych Persp. in Sport&Exerc.,MW,10:05 am-11:25 am,Robert S. Weinberg (P),08/28-12/16,PHI 123,
55523,KNH,378,A,3,Sport; Power and Inequality,WF,08:30 am-09:50 am,Callie Elizabeth Maddox (P),08/28-12/16,PHI 215,
63049,KNH,378,B,3,Sport; Power and Inequality,TR,01:15 pm-02:35 pm,Matthew Ross Hodler (P),08/28-12/16,MCG 418,
70142,KNH,378,C,3,Sport; Power and Inequality,TR,02:50 pm-04:10 pm,Matthew Ross Hodler (P),08/28-12/16,MCG 221,
55524,KNH,381,A,3,Biodynamics of Human Performan,MW,10:05 am-11:25 am,William P. Berg (P),08/28-12/16,UPH 297,
55650,KNH,381,B,3,Biodynamics of Human Performan,MW,11:40 am-01:00 pm,William P. Berg (P),08/28-12/16,UPH 262,
70112,KNH,381L,A,1,Biodynamics of Hum Perf Lab,T,08:00 am-09:50 am,TBA,08/28-12/16,PHI 036,
70113,KNH,381L,B,1,Biodynamics of Hum Perf Lab,T,02:15 pm-04:05 pm,TBA,08/28-12/16,PHI 113,
70127,KNH,381L,C,1,Biodynamics of Hum Perf Lab,R,08:00 am-09:50 am,TBA,08/28-12/16,PHI 036,
70115,KNH,381L,D,1,Biodynamics of Hum Perf Lab,R,02:15 pm-04:05 pm,TBA,08/28-12/16,PHI 113,
70116,KNH,381L,E,1,Biodynamics of Hum Perf Lab,F,10:05 am-11:55 am,TBA,08/28-12/16,PHI 036,
58238,KNH,382,A,4,Fitness Assess Exer Prescript,TR,11:40 am-01:00 pm,Kyle Lee Timmerman (P); Randal P. Claytor,08/28-12/16,PHI 127,
,,,,,,T,02:15 pm-04:05 pm,TBA,08/28-12/16,PHI 036,
55530,KNH,382,B,4,Fitness Assess Exer Prescript,M,08:00 am-09:50 am,TBA,08/28-12/16,PHI 036,
,,,,,,TR,11:40 am-01:00 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 127,
55531,KNH,382,C,4,Fitness Assess Exer Prescript,TR,11:40 am-01:00 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 127,
,,,,,,W,04:25 pm-06:15 pm,TBA,08/28-12/16,PHI 036,
55532,KNH,382,D,4,Fitness Assess Exer Prescript,MW,02:50 pm-04:10 pm,Randal P. Claytor (P),08/28-12/16,PHI 127,
,,,,,,W,10:05 am-11:55 am,TBA,08/28-12/16,PHI 036,
55804,KNH,382,E,4,Fitness Assess Exer Prescript,MW,02:50 pm-04:10 pm,Randal P. Claytor (P),08/28-12/16,PHI 127,
,,,,,,R,04:25 pm-06:15 pm,Randal P. Claytor,08/28-12/16,PHI 036,
55805,KNH,382,F,4,Fitness Assess Exer Prescript,MW,02:50 pm-04:10 pm,Randal P. Claytor (P),08/28-12/16,PHI 127,
,,,,,,F,08:00 am-09:50 am,Randal P. Claytor,08/28-12/16,PHI 036,
72085,KNH,382,G,4,Fitness Assess Exer Prescript,TR,02:50 pm-04:10 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 116,
,,,,,,R,10:05 am-11:55 am,TBA,08/28-12/16,PHI 036,
72086,KNH,382,H,4,Fitness Assess Exer Prescript,TR,02:50 pm-04:10 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 116,
,,,,,,T,10:05 am-11:55 am,TBA,08/28-12/16,PHI 036,
72087,KNH,382,I,4,Fitness Assess Exer Prescript,TR,02:50 pm-04:10 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 116,
,,,,,,W,08:00 am-09:50 am,TBA,08/28-12/16,PHI 036,
55536,KNH,402,A,3,Critical Refl on Practices,MWF,08:30 am-09:25 am,John C. Kimiecik (P),08/28-12/16,PHI 127,Hybrid (Partially Online) and Senior Capstone
55537,KNH,402,B,3,Critical Refl on Practices,MWF,10:05 am-11:00 am,John C. Kimiecik (P),08/28-12/16,PHI 127,Hybrid (Partially Online) and Senior Capstone
55538,KNH,402,C,3,Critical Refl on Practices,MW,08:30 am-09:50 am,Randal P. Claytor (P),08/28-12/16,MCG 221,Senior Capstone
55539,KNH,402,D,3,Critical Refl on Practices,T,07:00 am-09:50 am,Ronald H. Cox (P),08/28-12/16,PHI 002,Senior Capstone
57844,KNH,402,E,3,Critical Refl on Practices,R,07:00 am-09:50 am,Ronald H. Cox (P),08/28-12/16,PHI 002,Senior Capstone
57845,KNH,402,F,3,Critical Refl on Practices,TR,11:40 am-01:00 pm,Lana Kay Rosenberg (P),08/28-12/16,KRG 222,Senior Capstone
55541,KNH,403,A,3,Prof. Practices: Dietetics,TR,05:00 pm-07:20 pm,Nancy Schmidt (P),08/28-12/16,PHI 210,
69501,KNH,404,A,4,Advanced Food Science,W,10:05 am-11:50 am,Jennifer Marie Pate (P),08/28-12/16,PHI 212,
,,,,,,R,12:10 pm-04:50 pm,Jennifer Marie Pate,08/28-12/16,PHI 102,
61000,KNH,411,A,3,Medical Nutrition Therapy I,TR,08:30 am-09:50 am,Gretchen Matuszak (P),08/28-12/16,PHI 210,
63166,KNH,414,A,3,Facilities/Event Mgt. in Sport,WF,11:40 am-01:00 pm,Christopher Joseph Henderson (P),08/28-12/16,PHI 210,
68203,KNH,414,B,3,Facilities/Event Mgt. in Sport,WF,01:15 pm-02:35 pm,Christopher Joseph Henderson (P),08/28-12/16,PHI 215,
63167,KNH,416,A,3,Sport Marketing,TR,08:30 am-09:50 am,Brody James Ruihley (P),08/28-12/16,PHI 215,
70144,KNH,416,B,3,Sport Marketing,TR,01:15 pm-02:25 pm,Christopher Joseph Henderson (P),08/28-12/16,GAR 153,
60366,KNH,432,A,3,Life Span Nutrition,,TBA,Sara M. Tamsukhin (P),08/28-12/16,WEB,Online Course/DistanceLearning
72077,KNH,432,B,3,Life Span Nutrition,TR,02:50 pm-04:10 pm,Sharman Empson Willmore (P),08/28-12/16,UPH 262,
72076,KNH,432,C,3,Life Span Nutrition,TR,01:15 pm-02:10 pm,Susan Harlow Cameron (P),08/28-12/16,HRN 302,
69802,KNH,432,D,3,Life Span Nutrition,TR,10:05 am-11:25 am,Susan Harlow Cameron (P),08/28-12/16,MCG 215,
69806,KNH,453B,A,3,Nutrition & Physical Activity,TR,08:30 am-09:50 am,Randal P. Claytor (P),08/28-12/16,MCG 225,
72078,KNH,453H,A,3,Nutrition Education,R,01:15 pm-03:50 pm,Nancy S. Parkinson (P),08/28-12/16,KRG 227,
72088,KNH,453K,A,3,Mchncs of MuscSkel Injury,TR,11:40 am-12:55 pm,Mark Stephen Walsh (P),08/28-12/16,PHI 123,
69251,KNH,453O,A,3,Sport Law,,TBA,Michelle Bohan (P),08/28-12/16,WEB,Online Course/DistanceLearning
70437,KNH,453O,B,3,Sport Law,,TBA,Michelle Bohan (P),08/28-12/16,WEB,Online Course/DistanceLearning
72348,KNH,453W,A,3,Environmental Public Health,R,06:00 pm-08:40 pm,Edwin F. Barth (P),08/28-12/16,PHI 123,
69827,KNH,453X,A,3,Current Studies in Exer Sci,F,10:05 am-12:50 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 123,
69127,KNH,462,B,3,Public Health Planning & Eval,TR,08:30 am-09:50 am,TBA,08/28-12/16,PHI 116,
55748,KNH,468,B,3,Phys & Biophys Human Activity,TR,11:40 am-01:00 pm,Ronald H. Cox (P),08/28-12/16,PHI 127,
65125,KNH,468,C,3,Phys & Biophys Human Activity,TR,02:50 pm-04:10 pm,Ronald H. Cox (P),08/28-12/16,PHI 123,
68284,KNH,468,D,3,Phys & Biophys Human Activity,TR,08:30 am-09:50 am,Julie Marie Cousins (P),08/28-12/16,PHI 127,
55548,KNH,468L,A,1,Physio of Human Activity Lab,M,04:25 pm-06:15 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
55550,KNH,468L,C,1,Physio of Human Activity Lab,T,04:25 pm-06:15 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
55551,KNH,468L,D,1,Physio of Human Activity Lab,W,02:15 pm-04:05 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
55552,KNH,468L,E,1,Physio of Human Activity Lab,R,02:15 pm-04:05 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
55756,KNH,468L,F,1,Physio of Human Activity Lab,F,12:10 pm-02:00 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
66924,KNH,468L,G,1,Physio of Human Activity Lab,M,06:30 pm-08:20 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
68352,KNH,468L,H,1,Physio of Human Activity Lab,M,12:10 pm-02:00 pm,Julie Marie Cousins (P),08/28-12/16,PHI 036,
63052,KNH,471,A,3,Sport; Leisure; and Aging,TR,04:25 pm-05:45 pm,Valeria J. Freysinger (P),08/28-12/16,PHI 215,Thematic Sequence
66363,KNH,472,A,3,Sport in Schools & Colleges,TR,10:05 am-11:25 am,Samuel P. Morris (P),08/28-12/16,PHI 210,
55555,KNH,473,A,3,Children and Youth in Sports,MW,11:40 am-01:00 pm,Robin S. Vealey (P),08/28-12/16,HRN 002,
68180,KNH,484,A,3,Gen Med Cond & Pharm for AT,MW,10:05 am-11:25 am,Emily Elizabeth Davie (P),08/28-12/16,PHI 029,
64453,KNH,495,A,3,Practicum Sport Leader/Manag,WF,02:50 pm-04:10 pm,Samuel P. Morris (P),08/28-12/16,PHI 029,
66890,KNH,495,C,3,Practicum Sport Leader/Manag,WF,01:15 pm-02:35 pm,Samuel P. Morris (P),08/28-12/16,PHI 127,Senior Capstone
63429,KNH,514,A,3,Facilities/Event Mgt. in Sport,WF,11:40 am-01:00 pm,Christopher Joseph Henderson (P),08/28-12/16,PHI 210,
65179,KNH,516,A,3,Sport Marketing,TR,08:30 am-09:50 am,Brody James Ruihley (P),08/28-12/16,PHI 215,
72089,KNH,553K,A,3,Mchncs of MuscSkel Injury,TR,11:40 am-12:55 pm,Mark Stephen Walsh (P),08/28-12/16,PHI 123,
69252,KNH,553O,A,3,Sport Law,,TBA,Michelle Bohan (P),08/28-12/16,WEB,Online Course/DistanceLearning
69828,KNH,553X,A,3,Current Studies in Exer Sci,F,10:05 am-12:50 pm,Kyle Lee Timmerman (P),08/28-12/16,PHI 123,
72190,KNH,562,A,3,Public Health Planning & Eval,TR,08:30 am-09:50 am,TBA,08/28-12/16,PHI 116,
63053,KNH,571,A,3,Sport; Leisure; and Aging,TR,04:25 pm-05:45 pm,Valeria J. Freysinger (P),08/28-12/16,PHI 215,
61813,KNH,572,A,3,Sport in Schools & Colleges,TR,10:05 am-11:25 am,Samuel P. Morris (P),08/28-12/16,PHI 210,
72364,KNH,611,A,3,Behvrl Apprch to Hlth Promo&Ed,T,04:25 pm-07:05 pm,TBA,08/28-12/16,PHI 127,
69558,KNH,621,A,3,Research Foundations Kin/Hlth,M,06:30 pm-09:00 pm,Thelma S. Horn (P),08/28-12/16,PHI 215,
55572,KNH,632,A,3,Psy Foundations In Sport,MW,08:30 am-09:50 am,Robert S. Weinberg (P),08/28-12/16,PHI 123,
61684,KNH,634,A,3,Social Psych of Sport & Exerc.,TR,08:30 am-09:50 am,Melissa Ann Chase (P),08/28-12/16,PHI 123,
64450,KNH,676,A,3,Cultural Studies of Sport,W,06:30 pm-09:10 pm,Callie Elizabeth Maddox (P),08/28-12/16,PHI 123,
72083,KNH,688,A,3,Advanced Biomechanics,TR,10:05 am-11:25 am,Mark Stephen Walsh (P),08/28-12/16,PHI 123,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
54738,KOR,101,A,4,Beginning Korean I,MWF,11:40 am-12:55 pm,Won Soon Ahn (P),08/28-12/16,MCG 311,
54739,KOR,201,A,3,Intermediate Korean 1,MWF,01:15 pm-02:10 pm,Won Soon Ahn (P),08/28-12/16,MCG 311,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
69917,LAS,204,B,3,Brazil through Music,WF,02:50 pm-04:10 pm,Paula Alexandra Gandara (P),08/28-12/16,IRV 142,CASB - Humanities and FND - Global Course and FND - Creative Arts and FND - Humanities
18367,LAS,208,A,3,Introduction to Latin America,MW,10:05 am-11:25 am,Juan Carlos L. Albarran (P),08/28-12/16,UPH 255,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
11375,LAS,208,B,3,Introduction to Latin America,MW,11:40 am-01:00 pm,Juan Carlos L. Albarran (P),08/28-12/16,UPH 255,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
66640,LAS,208,C,3,Introduction to Latin America,TR,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 312,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
69430,LAS,208,D,3,Introduction to Latin America,TR,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 365,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
64651,LAS,211,A,3,Writing with Purpose,TR,10:05 am-11:25 am,TBA,08/28-12/16,BAC 143,
65096,LAS,260,A,3,Latin America in the U.S.,WF,10:05 am-11:25 am,Hannah Kathryn Noel (P),08/28-12/16,UPH 339,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
68657,LAS,260,B,3,Latin America in the U.S.,WF,11:40 am-01:00 pm,Hannah Kathryn Noel (P),08/28-12/16,UPH 339,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
64660,LAS,260,C,3,Latin America in the U.S.,WF,02:50 pm-04:10 pm,Hannah Kathryn Noel (P),08/28-12/16,UPH 312,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
71385,LAS,260,D,3,Latin America in the U.S.,TR,10:05 am-11:25 am,Walter Vanderbush (P),08/28-12/16,UPH 361,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
72255,LAS,300C,A,3,Caribbean Lit&The Environment,TR,04:25 pm-05:45 pm,Jana Evans Braziel (P),08/28-12/16,IRV 046,
72444,LAS,300R,A,3,Latin American Film,T,05:30 pm-07:30 pm,TBA,08/28-12/16,KRG 227,
,,,,,,WF,01:15 pm-02:35 pm,TBA,08/28-12/16,BEN 204,
69432,LAS,325,A,3,Identity: Race; Gender; Class,TR,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 364,CASC - Social Science and Intercultural Perspectives and Thematic Sequence
70215,LAS,390C,A,3,Cuba,MW,02:50 pm-04:10 pm,Juan Carlos L. Albarran (P),08/28-12/16,MCG 222,
72660,LAS,410N,A,3,Contemporary Latin America,TR,02:50 pm-04:10 pm,Walter Vanderbush (P),08/28-12/16,MMH 114,Senior Capstone
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
11377,LAT,101,A,4,Beginning Latin 1,MTWR,10:05 am-11:00 am,Charles Campbell (P),08/28-12/16,MCG 225,
11380,LAT,201,A,3,Intermediate Latin,MWF,10:05 am-11:00 am,Denise E. McCoskey (P),08/28-12/16,IRV 120,
65123,LAT,201,B,3,Intermediate Latin,MWF,01:15 pm-02:10 pm,Denise E. McCoskey (P),08/28-12/16,IRV 126,
72242,LAT,310,A,3,Topics In Latin Literature,MW,04:25 pm-05:45 pm,Deborah Lyons (P),08/28-12/16,IRV 120,CASB - Humanities
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
66794,MGT,111,A,3,Introduction To Business,TR,08:30 am-09:50 am,Christopher H. Rhode (P),08/28-12/16,LWS 302,FND - Social Science
11476,MGT,111,B,3,Introduction To Business,TR,10:05 am-11:25 am,Christopher H. Rhode (P),08/28-12/16,LWS 302,FND - Social Science
11477,MGT,111,C,3,Introduction To Business,TR,11:40 am-01:00 pm,Christopher H. Rhode (P),08/28-12/16,LWS 302,FND - Social Science
11478,MGT,111,D,3,Introduction To Business,TR,02:50 pm-04:10 pm,Christopher H. Rhode (P),08/28-12/16,FSB 0039,FND - Social Science
71002,MGT,211,A,3,Introduction to Management,MW,10:05 am-11:25 am,Alicia Jo Revely (P),08/28-12/16,FSB 0038,Bus Course for Surcharge
71003,MGT,211,B,3,Introduction to Management,MW,01:15 pm-02:35 pm,Alicia Jo Revely (P),08/28-12/16,LWS 302,Bus Course for Surcharge
71004,MGT,211,C,3,Introduction to Management,MW,02:50 pm-04:10 pm,Alicia Jo Revely (P),08/28-12/16,LWS 302,Bus Course for Surcharge
71005,MGT,211,D,3,Introduction to Management,MW,04:25 pm-05:45 pm,Alicia Jo Revely (P),08/28-12/16,FSB 1036,Bus Course for Surcharge
60985,MGT,291,A,3,Intro to Management&Leadership,TR,10:05 am-11:25 am,Cynthia M. Oakenfull (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
16796,MGT,291,B,3,Intro to Management&Leadership,TR,11:40 am-01:00 pm,Cynthia M. Oakenfull (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
16797,MGT,291,C,3,Intro to Management&Leadership,TR,01:15 pm-02:35 pm,Cynthia M. Oakenfull (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
16798,MGT,291,D,3,Intro to Management&Leadership,WF,10:05 am-11:25 am,Michelle Renee Scarpino-Johns (P),08/28-12/16,FSB 0014,Bus Course for Surcharge and Top 25 and Thematic Sequence
60987,MGT,291,E,3,Intro to Management&Leadership,WF,11:40 am-01:00 pm,Michelle Renee Scarpino-Johns (P),08/28-12/16,FSB 0014,Bus Course for Surcharge and Top 25 and Thematic Sequence
65779,MGT,291,F,3,Intro to Management&Leadership,WF,02:50 pm-04:10 pm,Michelle Renee Scarpino-Johns (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
51442,MGT,291,G,3,Intro to Management&Leadership,WF,04:25 pm-05:45 pm,Michelle Renee Scarpino-Johns (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
51443,MGT,291,H,3,Intro to Management&Leadership,WF,01:15 pm-02:35 pm,John Terry Hogan (P),08/28-12/16,FSB 0024,Bus Course for Surcharge and Top 25 and Thematic Sequence
51444,MGT,291,I,3,Intro to Management&Leadership,WF,08:30 am-09:50 am,John Terry Hogan (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
51445,MGT,291,J,3,Intro to Management&Leadership,WF,10:05 am-11:25 am,John Terry Hogan (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
51446,MGT,291,K,3,Intro to Management&Leadership,WF,11:40 am-01:00 pm,John Terry Hogan (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
56876,MGT,291,L,3,Intro to Management&Leadership,MW,01:15 pm-02:35 pm,Rocco Anthony Manzo (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
62609,MGT,291,M,3,Intro to Management&Leadership,MW,02:50 pm-04:10 pm,Rocco Anthony Manzo (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Top 25 and Thematic Sequence
63838,MGT,302,A,3,Intro Operatns &Supply Chain M,MW,02:50 pm-04:10 pm,Xiaowen Huang (P),08/28-12/16,FSB 0013,Bus Course for Surcharge and Top 25
63839,MGT,302,B,3,Intro Operatns &Supply Chain M,MW,04:25 pm-05:45 pm,Xiaowen Huang (P),08/28-12/16,FSB 0013,Bus Course for Surcharge and Top 25
63840,MGT,302,C,3,Intro Operatns &Supply Chain M,TR,10:05 am-11:25 am,TBA,08/28-12/16,FSB 0013,Bus Course for Surcharge and Top 25
