CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
64191,SPN,201,F,3,Second Year Spanish,TR,11:40 am-01:00 pm,Imix Hernandez De la Rosa (P),08/28-12/16,IRV 124,
12328,SPN,201,H,3,Second Year Spanish,MWF,04:25 pm-05:10 pm,Nohelia Rojas-Miesse (P),08/28-12/16,IRV 124,
12329,SPN,201,I,3,Second Year Spanish,MWF,08:30 am-09:25 am,Victor Matthew Blocher (P),08/28-12/16,IRV 224,
59771,SPN,201,J,3,Second Year Spanish,TR,10:05 am-11:25 am,Imix Hernandez De la Rosa (P),08/28-12/16,IRV 224,
59772,SPN,201,K,3,Second Year Spanish,TR,08:30 am-09:50 am,Julie A. Szucs (P),08/28-12/16,IRV 124,
66517,SPN,201,L,3,Second Year Spanish,TR,01:15 pm-02:35 pm,Imix Hernandez De la Rosa (P),08/28-12/16,IRV 034,
68236,SPN,201,M,3,Second Year Spanish,MWF,02:50 pm-03:45 pm,Susana Madinabeitia (P),08/28-12/16,MCG 117,
12333,SPN,201,N,3,Second Year Spanish,TR,02:50 pm-04:10 pm,Imix Hernandez De la Rosa (P),08/28-12/16,IRV 242,
12336,SPN,201,Q,3,Second Year Spanish,,TBA,Heather Marie Harper (P),08/28-12/16,WEB,Online Course/DistanceLearning
61194,SPN,201,R,3,Second Year Spanish,MWF,11:40 am-12:35 pm,Heather Marie Harper (P),08/28-12/16,IRV 240,
50873,SPN,202,A,3,Second Year Spanish,MWF,08:30 am-09:25 am,Christa Susanne Gould (P),08/28-12/16,MCG 222,CASA - Foreign Language
52319,SPN,202,B,3,Second Year Spanish,MWF,01:15 pm-02:10 pm,Victor Matthew Blocher (P),08/28-12/16,KRG 221,CASA - Foreign Language
53668,SPN,202,C,3,Second Year Spanish,MWF,11:40 am-12:55 pm,Victor Matthew Blocher (P),08/28-12/16,MCG 118,CASA - Foreign Language
12339,SPN,202,D,3,Second Year Spanish,MWF,10:05 am-11:00 am,Christa Susanne Gould (P),08/28-12/16,MCG 121,CASA - Foreign Language
12340,SPN,202,E,3,Second Year Spanish,MWF,02:50 pm-03:45 pm,Tamise Renee Ironstrack (P),08/28-12/16,UPH 365,CASA - Foreign Language
64192,SPN,202,G,3,Second Year Spanish,TR,08:30 am-09:50 am,Katherine M. Fowler-Cordova (P),08/28-12/16,IRV 224,CASA - Foreign Language
12342,SPN,202,H,3,Second Year Spanish,MWF,11:40 am-12:35 pm,Tamise Renee Ironstrack (P),08/28-12/16,MCG 221,CASA - Foreign Language
12343,SPN,202,I,3,Second Year Spanish,TR,11:40 am-01:00 pm,Manuel Dorado Budia (P),08/28-12/16,IRV 224,CASA - Foreign Language
12345,SPN,202,L,3,Second Year Spanish,TR,01:15 pm-02:35 pm,Manuel Dorado Budia (P),08/28-12/16,IRV 142,CASA - Foreign Language
12346,SPN,202,M,3,Second Year Spanish,TR,02:50 pm-04:10 pm,Manuel Dorado Budia (P),08/28-12/16,IRV 142,CASA - Foreign Language
12347,SPN,202,N,3,Second Year Spanish,TR,04:25 pm-05:45 pm,Manuel Dorado Budia (P),08/28-12/16,IRV 242,CASA - Foreign Language
69860,SPN,202,O,3,Second Year Spanish,MWF,01:15 pm-02:10 pm,Christa Susanne Gould (P),08/28-12/16,IRV 024,CASA - Foreign Language
63060,SPN,203,A,3,Spanish for Health Care,TR,10:05 am-11:25 am,Julie A. Szucs (P),08/28-12/16,IRV 142,CASA - Foreign Language
64194,SPN,204,A,1,Second Year Spanish Lab,,TBA,Christa Susanne Gould (P),08/28-12/16,TBA,
64196,SPN,204,B,1,Second Year Spanish Lab,,TBA,Christa Susanne Gould (P),08/28-12/16,TBA,
64197,SPN,204,C,1,Second Year Spanish Lab,,TBA,Christa Susanne Gould (P),08/28-12/16,TBA,
72638,SPN,241,A,2,Intermediate Conversatnal Spn,MW,08:30 am-09:25 am,Susana Madinabeitia (P),08/28-12/16,IRV 024,
12353,SPN,311,A,3,Grammar Rvw& Intro Composition,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,IRV 224,
53702,SPN,311,B,3,Grammar Rvw& Intro Composition,TR,11:40 am-12:55 pm,TBA,08/28-12/16,IRV 142,
12355,SPN,311,C,3,Grammar Rvw& Intro Composition,MWF,01:15 pm-02:10 pm,Susana Madinabeitia (P),08/28-12/16,IRV 026,
12357,SPN,311,E,3,Grammar Rvw& Intro Composition,TR,08:30 am-09:50 am,Elizabeth Ann Gielau (P),08/28-12/16,IRV 238,
53703,SPN,311,F,3,Grammar Rvw& Intro Composition,TR,11:40 am-01:00 pm,Elizabeth Ann Gielau (P),08/28-12/16,IRV 238,
55163,SPN,311,G,3,Grammar Rvw& Intro Composition,MW,10:05 am-11:25 am,Ricardo Antonio Sosa (P),08/28-12/16,IRV 240,
69867,SPN,311,H,3,Grammar Rvw& Intro Composition,MW,04:25 pm-05:45 pm,Ricardo Antonio Sosa (P),08/28-12/16,IRV 238,
61999,SPN,311,I,3,Grammar Rvw& Intro Composition,MW,01:15 pm-02:35 pm,Ricardo Antonio Sosa (P),08/28-12/16,IRV 238,
72640,SPN,311,J,3,Grammar Rvw& Intro Composition,WF,11:40 am-01:00 pm,Susana Madinabeitia (P),08/28-12/16,HUG 143,
69872,SPN,312,A,3,Intro to Spanish Lang/Lit,WF,01:15 pm-02:35 pm,Maria Del Sol Del Teso Craviotto (P),08/28-12/16,MCG 224,CASE - Formal Reasoning and Thematic Sequence
17263,SPN,312,B,3,Intro to Spanish Lang/Lit,TR,10:05 am-11:25 am,Elizabeth Ann Gielau (P),08/28-12/16,IRV 238,CASE - Formal Reasoning and Thematic Sequence
63613,SPN,312,C,3,Intro to Spanish Lang/Lit,WF,02:50 pm-04:10 pm,Maria Del Sol Del Teso Craviotto (P),08/28-12/16,IRV 030,CASE - Formal Reasoning and Thematic Sequence
68249,SPN,312,E,3,Intro to Spanish Lang/Lit,MWF,11:40 am-12:35 pm,Kenneth J. Wireback (P),08/28-12/16,BEN 204,CASE - Formal Reasoning and Thematic Sequence
72602,SPN,313,A,2,Individualized Instruction,TR,01:15 pm-02:10 pm,Katherine M. Fowler-Cordova (P),08/28-12/16,IRV 118,
72610,SPN,313L,A,1,Individualized Instruction Lab,,TBA,Francisco Javier Ayo-Cuesta (P),08/28-12/16,TBA,
51837,SPN,315,A,3,Intro to Hispanic Literatures,MW,02:50 pm-04:10 pm,TBA,08/28-12/16,IRV 046,CASB - Humanities and FND - Humanities and Thematic Sequence
51838,SPN,315,B,3,Intro to Hispanic Literatures,MW,01:15 pm-02:35 pm,Ann Michelle Jarrett Bromberg (P),08/28-12/16,IRV 242,CASB - Humanities and FND - Humanities and Thematic Sequence
72445,SPN,315,C,3,Intro to Hispanic Literatures,TR,08:30 am-09:50 am,Dorothy R. Donahue (P),08/28-12/16,IRV 046,CASB - Humanities and FND - Humanities and Thematic Sequence
66117,SPN,315,D,3,Intro to Hispanic Literatures,MW,04:25 pm-05:45 pm,TBA,08/28-12/16,IRV 224,CASB - Humanities and FND - Humanities and Thematic Sequence
63080,SPN,315,E,3,Intro to Hispanic Literatures,TR,10:05 am-11:25 am,Dorothy R. Donahue (P),08/28-12/16,IRV 240,CASB - Humanities and FND - Humanities and Thematic Sequence
72637,SPN,316,A,3,Intermediate Spanish Comp,TR,10:05 am-11:25 am,Raul Ianes (P),08/28-12/16,IRV 124,CASB - Humanities
68250,SPN,317,A,3,Business Spanish,MW,02:50 pm-04:10 pm,Francisco Javier Ayo-Cuesta (P),08/28-12/16,IRV 026,
64069,SPN,331,A,3,Spanish for Community Work,TR,10:05 am-11:25 am,Katherine M. Fowler-Cordova (P),08/28-12/16,IRV 034,Service Learning
12365,SPN,341,A,3,Advancd Conversational Spanish,TR,11:40 am-01:00 pm,Nohelia Rojas-Miesse (P),08/28-12/16,IRV 118,
69878,SPN,341,B,3,Advancd Conversational Spanish,MW,04:25 pm-05:45 pm,Nohelia Rojas-Miesse (P),08/28-12/16,IRV 046,
51856,SPN,351,A,3,Cultural History of Spain I,TR,11:40 am-01:00 pm,Jose Manuel Dominguez-Burdalo (P),08/28-12/16,IRV 046,CASB - Humanities and Thematic Sequence
51858,SPN,351,B,3,Cultural History of Spain I,TR,10:05 am-11:25 am,Jose Manuel Dominguez-Burdalo (P),08/28-12/16,IRV 126,CASB - Humanities and Thematic Sequence
72417,SPN,352,A,3,Cultural History of Spain II,TR,02:50 pm-04:10 pm,TBA,08/28-12/16,IRV 046,CASB - Humanities and Thematic Sequence
51859,SPN,361,A,3,Spanish Amer Cultural Hist I,WF,10:05 am-11:25 am,Maria Auxiliadora Alvarez (P),08/28-12/16,IRV 040,CASB - Humanities and Thematic Sequence
51860,SPN,361,B,3,Spanish Amer Cultural Hist I,WF,11:40 am-01:00 pm,Maria Auxiliadora Alvarez (P),08/28-12/16,MCG 418,CASB - Humanities and Thematic Sequence
53126,SPN,362,A,3,Span Amer Cultural Hist II,TR,02:50 pm-04:10 pm,Raul Ianes (P),08/28-12/16,IRV 120,CASB - Humanities and Thematic Sequence
53875,SPN,362,B,3,Span Amer Cultural Hist II,TR,01:15 pm-02:35 pm,Raul Ianes (P),08/28-12/16,IRV 009,CASB - Humanities and Thematic Sequence
64057,SPN,381,B,3,Language and Culture I,MW,04:25 pm-05:45 pm,Kenneth J. Wireback (P),08/28-12/16,IRV 026,CASB - Humanities and Thematic Sequence
70464,SPN,381,C,3,Language and Culture I,MW,01:15 pm-02:35 pm,Kenneth J. Wireback (P),08/28-12/16,IRV 142,CASB - Humanities and Thematic Sequence
72418,SPN,382,A,3,Language and Culture II,WF,08:30 am-09:50 am,Maria Del Sol Del Teso Craviotto (P),08/28-12/16,IRV 242,CASB - Humanities
69962,SPN,440A,A,3,Psycholinguistics-Bilingual,TR,02:50 pm-04:10 pm,David Joseph Beard (P),08/28-12/16,IRV 034,
72440,SPN,454,A,3,Don Quixote,TR,01:15 pm-02:35 pm,Dorothy R. Donahue (P),08/28-12/16,IRV 224,CASB - Humanities
72442,SPN,462,A,3,Modern Spanish American Drama,WF,02:50 pm-04:10 pm,Maria Auxiliadora Alvarez (P),08/28-12/16,MCG 416,CASB - Humanities
72446,SPN,484,A,3,2nd Language Acquisition: Spn,TR,11:40 am-01:00 pm,David Joseph Beard (P),08/28-12/16,UPH 262,
72472,SPN,490C,A,3,La imagen del otro,TR,02:50 pm-04:10 pm,Jose Manuel Dominguez-Burdalo (P),08/28-12/16,IRV 030,Senior Capstone
72441,SPN,554,A,3,Don Quixote,TR,01:15 pm-02:35 pm,Dorothy R. Donahue (P),08/28-12/16,IRV 224,
72443,SPN,562,A,3,Modern Spanish American Drama,WF,02:50 pm-04:10 pm,Maria Auxiliadora Alvarez (P),08/28-12/16,MCG 416,
72438,SPN,584,A,3,2nd Language Acquisition: Spn,TR,11:40 am-01:00 pm,David Joseph Beard (P),08/28-12/16,UPH 262,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
64685,SPA,101,A,4,Beginning ASL I,TR,06:30 pm-08:20 pm,TBA,08/28-12/16,BAC 045,
64686,SPA,101,B,4,Beginning ASL I,MWF,02:50 pm-04:05 pm,TBA,08/28-12/16,ART 136,
67053,SPA,101,C,4,Beginning ASL I,MW,06:30 pm-08:20 pm,TBA,08/28-12/16,BAC 055,
68597,SPA,101,D,4,Beginning ASL I,TR,06:30 pm-08:20 pm,TBA,08/28-12/16,BAC 055,
69938,SPA,101,E,4,Beginning ASL I,MW,06:30 pm-08:20 pm,TBA,08/28-12/16,BAC 045,
14171,SPA,127,A,3,Intro To Communicatn Disorders,MW,01:15 pm-02:30 pm,Sarah Marie Heimkreiter (P),08/28-12/16,BAC 045,CASC - Social Science and FND - Social Science
72063,SPA,127,B,3,Intro To Communicatn Disorders,TR,02:50 pm-04:10 pm,Albert C. Hahn (P),08/28-12/16,BAC 055,CASC - Social Science and FND - Social Science
66389,SPA,201,A,3,Intermediate ASL I,MW,01:15 pm-02:35 pm,Megan E. Gross (P),08/28-12/16,HRN 109,
66734,SPA,201,B,3,Intermediate ASL I,TR,11:40 am-01:00 pm,Megan E. Gross (P),08/28-12/16,BAC 055,
69840,SPA,201,C,3,Intermediate ASL I,TR,10:05 am-11:25 am,Megan E. Gross (P),08/28-12/16,BAC 055,
72067,SPA,201,D,3,Intermediate ASL I,TR,01:15 pm-02:35 pm,Megan E. Gross (P),08/28-12/16,BAC 143,
14178,SPA,222,A,3,Anatomy and Physiology Speech,TR,08:30 am-09:50 am,Renee Carol Gottliebson (P),08/28-12/16,BAC 045,
64684,SPA,223,B,3,Theories Of Lang Development,MWF,02:50 pm-03:45 pm,Arnold Olszewski (P),08/28-12/16,BAC 045,CASC - Social Science and FND - Social Science
72661,SPA,225,A,3,Foundations of Neurology,MW,08:30 am-09:50 am,Donna R. Scarborough (P),08/28-12/16,BAC 055,
18384,SPA,293,A,1,Soph Sem-Speech Path&Audiology,R,01:15 pm-02:10 pm,Cheryl M. Stewart (P),08/28-12/16,BAC 045,
68158,SPA,312,A,3,Deaf Culture: Global; National,MW,10:05 am-11:25 am,Aaron Michael Shield (P),08/28-12/16,KRG 207,FND - Global Course and Intercultural Perspectives and FND - Social Science
69941,SPA,312,B,3,Deaf Culture: Global; National,MW,11:40 am-01:00 pm,Megan E. Gross (P),08/28-12/16,BAC 134,FND - Global Course and Intercultural Perspectives and FND - Social Science
62464,SPA,316,A,3,Introduction to Audiology,WF,08:30 am-09:50 am,Laura Jean Kelly (P),08/28-12/16,HRN 012,
18385,SPA,334,A,3,Clin. Phonetics & Art. Disorde,MW,02:50 pm-04:10 pm,Aaron Michael Shield (P),08/28-12/16,BOY 217,
16963,SPA,393,A,1,Jr Sem in Speech Path & Audiol,R,02:50 pm-03:45 pm,Cheryl M. Stewart (P),08/28-12/16,BAC 045,
59317,SPA,402,A,3,Counseling Strategies,TR,04:25 pm-05:45 pm,Laura Jean Kelly (P),08/28-12/16,BAC 055,
18390,SPA,426,A,3,Language Disorders,MW,10:05 am-11:25 am,Arnold Olszewski (P),08/28-12/16,BAC 055,
15448,SPA,427,A,3,Alt Com Sys: Severely Handicap,T,06:30 pm-09:10 pm,Albert C. Hahn (P),08/28-12/16,BAC 201,
53229,SPA,435,A,3,Speech and Hearing Science,WF,11:40 am-01:00 pm,Susan Baker Brehm (P),08/28-12/16,ART 100,
14186,SPA,493,A,2,Sr Sem: Speech Path & Audio,T,01:15 pm-02:10 pm,Cheryl M. Stewart (P),08/28-12/16,BAC 045,
51157,SPA,526,A,3,Language Disorders,MW,10:05 am-11:25 am,Arnold Olszewski (P),08/28-12/16,BAC 055,
16211,SPA,527,A,3,Alt Com Sys: Severely Handicap,T,06:30 pm-09:10 pm,Albert C. Hahn (P),08/28-12/16,BAC 201,
53230,SPA,535,A,3,Speech and Hearing Science,WF,11:40 am-01:00 pm,Susan Baker Brehm (P),08/28-12/16,ART 100,
63320,SPA,614,A,3,Evidence Based Practice,W,01:15 pm-04:00 pm,Amber Desiree Franklin (P),08/28-12/16,BAC 049,
14187,SPA,621,A,3,Neurogenic Lang Disorders,MW,08:30 am-09:50 am,Kelly K. Knollman-Porter (P),08/28-12/16,SHD 237,Service Learning
60086,SPA,625,A,2,Best Pract. Sch Speech Path,F,01:15 pm-03:05 pm,Sarah Marie Heimkreiter (P),08/28-12/16,BAC 055,
14190,SPA,626,A,1,Org&Adm Clin Prog-Comm Disordr,T,11:40 am-12:35 pm,Cheryl M. Stewart (P),08/28-12/16,BAC 045,
61226,SPA,631,A,3,Lang Disordrs School Age Stdt,W,08:30 am-11:15 am,Sarah Marie Heimkreiter (P),08/28-12/16,BAC 045,
19165,SPA,633,A,3,Phono. & Articulation Disorder,MW,11:40 am-01:00 pm,Amber Desiree Franklin (P),08/28-12/16,BAC 045,
14195,SPA,672,A,3,Neuroanatomy Spch&Hrg Mechnsms,MW,01:15 pm-02:35 pm,Donna R. Scarborough (P),08/28-12/16,BAC 055,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
69815,STA,125,A,3,Business Statistics,T,08:30 am-09:30 am,TBA,08/28-12/16,UPH 127,Hybrid (Partially Online)
,,,,,,R,08:30 am-09:30 am,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69818,STA,125,B,3,Business Statistics,T,08:30 am-09:30 am,TBA,08/28-12/16,UPH 229,Hybrid (Partially Online)
,,,,,,R,08:30 am-09:30 am,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69819,STA,125,C,3,Business Statistics,T,08:30 am-09:30 am,TBA,08/28-12/16,UPH 339,Hybrid (Partially Online)
,,,,,,R,08:30 am-09:30 am,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69820,STA,125,D,3,Business Statistics,T,10:05 am-11:05 am,TBA,08/28-12/16,UPH 127,Hybrid (Partially Online)
,,,,,,R,10:05 am-11:05 am,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69821,STA,125,E,3,Business Statistics,T,10:05 am-11:05 am,TBA,08/28-12/16,UPH 229,Hybrid (Partially Online)
,,,,,,R,10:05 am-11:05 am,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69822,STA,125,F,3,Business Statistics,T,10:05 am-11:05 am,TBA,08/28-12/16,UPH 339,Hybrid (Partially Online)
,,,,,,R,10:05 am-11:05 am,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69823,STA,125,G,3,Business Statistics,T,02:50 pm-03:50 pm,TBA,08/28-12/16,UPH 127,Hybrid (Partially Online)
,,,,,,R,02:50 pm-03:50 pm,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69824,STA,125,H,3,Business Statistics,T,02:50 pm-03:50 pm,TBA,08/28-12/16,UPH 229,Hybrid (Partially Online)
,,,,,,R,02:50 pm-03:50 pm,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69825,STA,125,I,3,Business Statistics,T,02:50 pm-03:50 pm,TBA,08/28-12/16,UPH 339,Hybrid (Partially Online)
,,,,,,R,02:50 pm-03:50 pm,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69826,STA,125,J,3,Business Statistics,T,04:25 pm-05:25 pm,TBA,08/28-12/16,UPH 127,Hybrid (Partially Online)
,,,,,,R,04:25 pm-05:25 pm,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69829,STA,125,K,3,Business Statistics,T,04:25 pm-05:25 pm,TBA,08/28-12/16,UPH 229,Hybrid (Partially Online)
,,,,,,R,04:25 pm-05:25 pm,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
69830,STA,125,L,3,Business Statistics,T,04:25 pm-05:25 pm,TBA,08/28-12/16,UPH 339,Hybrid (Partially Online)
,,,,,,R,04:25 pm-05:25 pm,TBA,08/28-12/16,UPH 001,Hybrid (Partially Online)
15544,STA,261,A,4,Statistics,T,08:30 am-09:50 am,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,08:30 am-09:50 am,TBA,08/28-12/16,UPH 127,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
50433,STA,261,B,4,Statistics,T,08:30 am-09:50 am,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,08:30 am-09:50 am,TBA,08/28-12/16,UPH 229,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
50438,STA,261,C,4,Statistics,T,08:30 am-09:50 am,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,08:30 am-09:50 am,TBA,08/28-12/16,UPH 339,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
61683,STA,261,D,4,Statistics,T,10:05 am-11:25 am,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,10:05 am-11:25 am,TBA,08/28-12/16,UPH 127,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
15545,STA,261,E,4,Statistics,T,10:05 am-11:25 am,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,10:05 am-11:25 am,TBA,08/28-12/16,UPH 229,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
58083,STA,261,F,4,Statistics,T,10:05 am-11:25 am,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,10:05 am-11:25 am,TBA,08/28-12/16,UPH 339,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
50436,STA,261,G,4,Statistics,T,11:40 am-01:00 pm,TBA,08/28-12/16,HUG 161,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 127,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
16737,STA,261,H,4,Statistics,T,11:40 am-01:00 pm,TBA,08/28-12/16,HUG 161,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 229,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
50435,STA,261,I,4,Statistics,T,11:40 am-01:00 pm,TBA,08/28-12/16,HUG 161,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 339,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
51700,STA,261,J,4,Statistics,T,01:15 pm-02:35 pm,TBA,08/28-12/16,HUG 161,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 127,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
56003,STA,261,K,4,Statistics,T,01:15 pm-02:35 pm,TBA,08/28-12/16,HUG 161,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 229,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
56005,STA,261,L,4,Statistics,T,01:15 pm-02:35 pm,TBA,08/28-12/16,HUG 161,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 339,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
56007,STA,261,M,4,Statistics,T,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 127,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
59705,STA,261,N,4,Statistics,T,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 229,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
53115,STA,261,O,4,Statistics,T,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 339,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
59707,STA,261,P,4,Statistics,T,04:25 pm-05:45 pm,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
,,,,,,R,04:25 pm-05:45 pm,TBA,08/28-12/16,UPH 127,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
66277,STA,261,Q,4,Statistics,T,04:25 pm-05:45 pm,TBA,08/28-12/16,UPH 001,CASE - Formal Reasoning and Hybrid (Partially Online) and Top 25 and Thematic Sequence and FND - MTH; Reasoning
